"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
18932,"24246","PO BOX","E STONE GAP","VA","ACCEPTABLE",36.86,-82.72,0.10,-0.79,0.59,"NA","US","E Stone Gap, VA","NA-US-VA-E STONE GAP","false",282,525,6975934,
18933,"24086","STANDARD","EGGLESTON","VA","PRIMARY",37.28,-80.63,0.12,-0.78,0.60,"NA","US","Eggleston, VA","NA-US-VA-EGGLESTON","false",,,,
18934,"24326","STANDARD","ELK CREEK","VA","PRIMARY",36.71,-81.18,0.12,-0.79,0.59,"NA","US","Elk Creek, VA","NA-US-VA-ELK CREEK","false",508,923,10612679,
18935,"24326","STANDARD","COMERS ROCK","VA","NOT ACCEPTABLE",36.71,-81.18,0.12,-0.79,0.59,"NA","US","Comers Rock, VA","NA-US-VA-COMERS ROCK","false",508,923,10612679,
18936,"24087","STANDARD","ELLISTON","VA","PRIMARY",37.21,-80.23,0.13,-0.78,0.60,"NA","US","Elliston, VA","NA-US-VA-ELLISTON","false",1733,3135,54778025,
18937,"24087","STANDARD","IRONTO","VA","ACCEPTABLE",37.21,-80.23,0.13,-0.78,0.60,"NA","US","Ironto, VA","NA-US-VA-IRONTO","false",1733,3135,54778025,
18938,"24087","STANDARD","LAFAYETTE","VA","ACCEPTABLE",37.21,-80.23,0.13,-0.78,0.60,"NA","US","Lafayette, VA","NA-US-VA-LAFAYETTE","false",1733,3135,54778025,
18939,"24327","PO BOX","EMORY","VA","PRIMARY",36.75,-81.83,0.11,-0.79,0.59,"NA","US","Emory, VA","NA-US-VA-EMORY","false",,,,
18940,"24550","STANDARD","EVINGTON","VA","PRIMARY",37.23,-79.28,0.14,-0.78,0.60,"NA","US","Evington, VA","NA-US-VA-EVINGTON","false",3100,5681,112469567,
18941,"24248","STANDARD","EWING","VA","PRIMARY",36.63,-83.43,0.09,-0.79,0.59,"NA","US","Ewing, VA","NA-US-VA-EWING","false",951,1789,24557661,
18942,"24248","STANDARD","WILLOW TREE","VA","NOT ACCEPTABLE",36.63,-83.43,0.09,-0.79,0.59,"NA","US","Willow Tree, VA","NA-US-VA-WILLOW TREE","false",951,1789,24557661,
18943,"24613","STANDARD","FALLS MILLS","VA","PRIMARY",37.26,-81.33,0.11,-0.78,0.60,"NA","US","Falls Mills, VA","NA-US-VA-FALLS MILLS","false",411,775,12395681,
18944,"24328","STANDARD","FANCY GAP","VA","PRIMARY",36.66,-80.70,0.12,-0.79,0.59,"NA","US","Fancy Gap, VA","NA-US-VA-FANCY GAP","false",759,1399,20328388,
18945,"24088","STANDARD","FERRUM","VA","PRIMARY",36.92,-80.02,0.13,-0.78,0.60,"NA","US","Ferrum, VA","NA-US-VA-FERRUM","false",1684,3066,47003616,
18946,"24088","STANDARD","CHARITY","VA","ACCEPTABLE",36.92,-80.02,0.13,-0.78,0.60,"NA","US","Charity, VA","NA-US-VA-CHARITY","false",1684,3066,47003616,
18947,"24088","STANDARD","ENDICOTT","VA","NOT ACCEPTABLE",36.92,-80.02,0.13,-0.78,0.60,"NA","US","Endicott, VA","NA-US-VA-ENDICOTT","false",1684,3066,47003616,
18948,"24089","STANDARD","FIELDALE","VA","PRIMARY",36.70,-79.94,0.14,-0.78,0.59,"NA","US","Fieldale, VA","NA-US-VA-FIELDALE","false",1305,2270,28740254,
18949,"24090","STANDARD","FINCASTLE","VA","PRIMARY",37.49,-79.87,0.13,-0.78,0.60,"NA","US","Fincastle, VA","NA-US-VA-FINCASTLE","false",2021,3739,90097378,
18950,"24091","STANDARD","FLOYD","VA","PRIMARY",36.91,-80.31,0.13,-0.78,0.60,"NA","US","Floyd, VA","NA-US-VA-FLOYD","false",3252,5888,92976740,
18951,"24091","STANDARD","ALUM RIDGE","VA","ACCEPTABLE",36.91,-80.31,0.13,-0.78,0.60,"NA","US","Alum Ridge, VA","NA-US-VA-ALUM RIDGE","false",3252,5888,92976740,
18952,"24551","STANDARD","FOREST","VA","PRIMARY",37.37,-79.27,0.14,-0.78,0.60,"NA","US","Forest, VA","NA-US-VA-FOREST","false",9568,18223,492433063,
18953,"24250","STANDARD","FORT BLACKMORE","VA","PRIMARY",36.77,-82.58,0.10,-0.79,0.59,"NA","US","Fort Blackmore, VA","NA-US-VA-FORT BLACKMORE","false",471,893,12572550,
18954,"24250","STANDARD","FT BLACKMORE","VA","ACCEPTABLE",36.77,-82.58,0.10,-0.79,0.59,"NA","US","Ft Blackmore, VA","NA-US-VA-FT BLACKMORE","false",471,893,12572550,
18955,"24330","STANDARD","FRIES","VA","PRIMARY",36.71,-80.97,0.12,-0.79,0.59,"NA","US","Fries, VA","NA-US-VA-FRIES","false",1378,2514,31753875,
18956,"24330","STANDARD","STEVENS CREEK","VA","NOT ACCEPTABLE",36.71,-80.97,0.12,-0.79,0.59,"NA","US","Stevens Creek, VA","NA-US-VA-STEVENS CREEK","false",1378,2514,31753875,
18957,"24333","STANDARD","GALAX","VA","PRIMARY",36.66,-80.91,0.12,-0.79,0.59,"NA","US","Galax, VA","NA-US-VA-GALAX","false",7424,13435,201418680,
18958,"24333","STANDARD","DALHART","VA","NOT ACCEPTABLE",36.66,-80.91,0.12,-0.79,0.59,"NA","US","Dalhart, VA","NA-US-VA-DALHART","false",7424,13435,201418680,
18959,"24333","STANDARD","MEADOWCREEK","VA","NOT ACCEPTABLE",36.66,-80.91,0.12,-0.79,0.59,"NA","US","Meadowcreek, VA","NA-US-VA-MEADOWCREEK","false",7424,13435,201418680,
18960,"24251","STANDARD","GATE CITY","VA","PRIMARY",36.63,-82.58,0.10,-0.79,0.59,"NA","US","Gate City, VA","NA-US-VA-GATE CITY","false",3699,6976,114820260,
18961,"24251","STANDARD","SNOWFLAKE","VA","NOT ACCEPTABLE",36.63,-82.58,0.10,-0.79,0.59,"NA","US","Snowflake, VA","NA-US-VA-SNOWFLAKE","false",3699,6976,114820260,
18962,"24290","STANDARD","WEBER CITY","VA","PRIMARY",36.62,-82.56,0.10,-0.79,0.59,"NA","US","Weber City, VA","NA-US-VA-WEBER CITY","false",699,1240,18556729,
18963,"24092","STANDARD","GLADE HILL","VA","PRIMARY",37.00,-79.77,0.14,-0.78,0.60,"NA","US","Glade Hill, VA","NA-US-VA-GLADE HILL","false",1287,2342,34796963,
18964,"24340","STANDARD","GLADE SPRING","VA","PRIMARY",36.79,-81.77,0.11,-0.79,0.59,"NA","US","Glade Spring, VA","NA-US-VA-GLADE SPRING","false",2279,4226,62394570,
18965,"24553","STANDARD","GLADSTONE","VA","PRIMARY",37.54,-78.84,0.15,-0.77,0.60,"NA","US","Gladstone, VA","NA-US-VA-GLADSTONE","false",788,1456,23455656,
18966,"24554","STANDARD","GLADYS","VA","PRIMARY",37.16,-79.08,0.15,-0.78,0.60,"NA","US","Gladys, VA","NA-US-VA-GLADYS","false",1624,2996,50798910,
18967,"24555","STANDARD","GLASGOW","VA","PRIMARY",37.63,-79.45,0.14,-0.77,0.61,"NA","US","Glasgow, VA","NA-US-VA-GLASGOW","false",983,1729,26444847,
18968,"24093","STANDARD","GLEN LYN","VA","PRIMARY",37.37,-80.85,0.12,-0.78,0.60,"NA","US","Glen Lyn, VA","NA-US-VA-GLEN LYN","false",,,,
18969,"24556","STANDARD","GOODE","VA","PRIMARY",37.36,-79.38,0.14,-0.78,0.60,"NA","US","Goode, VA","NA-US-VA-GOODE","false",1399,2682,63922697,
18970,"24095","STANDARD","GOODVIEW","VA","PRIMARY",37.21,-79.71,0.14,-0.78,0.60,"NA","US","Goodview, VA","NA-US-VA-GOODVIEW","false",2083,3782,71992357,
18971,"24557","STANDARD","GRETNA","VA","PRIMARY",36.95,-79.36,0.14,-0.78,0.60,"NA","US","Gretna, VA","NA-US-VA-GRETNA","false",3367,6054,91103640,
18972,"24614","STANDARD","GRUNDY","VA","PRIMARY",37.27,-82.10,0.10,-0.78,0.60,"NA","US","Grundy, VA","NA-US-VA-GRUNDY","false",2658,5016,91740149,
18973,"24614","STANDARD","ROYAL CITY","VA","NOT ACCEPTABLE",37.27,-82.10,0.10,-0.78,0.60,"NA","US","Royal City, VA","NA-US-VA-ROYAL CITY","false",2658,5016,91740149,
18974,"24614","STANDARD","STACY","VA","NOT ACCEPTABLE",37.27,-82.10,0.10,-0.78,0.60,"NA","US","Stacy, VA","NA-US-VA-STACY","false",2658,5016,91740149,
18975,"24558","STANDARD","HALIFAX","VA","PRIMARY",36.76,-78.93,0.15,-0.78,0.59,"NA","US","Halifax, VA","NA-US-VA-HALIFAX","false",2987,5366,93816240,
18976,"24101","STANDARD","HARDY","VA","PRIMARY",37.18,-79.80,0.14,-0.78,0.60,"NA","US","Hardy, VA","NA-US-VA-HARDY","false",2863,5266,109429981,
18977,"24256","STANDARD","HAYSI","VA","PRIMARY",37.20,-82.29,0.10,-0.78,0.60,"NA","US","Haysi, VA","NA-US-VA-HAYSI","false",1111,2178,34196302,
18978,"24102","STANDARD","HENRY","VA","PRIMARY",36.83,-80.00,0.13,-0.78,0.59,"NA","US","Henry, VA","NA-US-VA-HENRY","false",670,1200,16720333,
18979,"24343","STANDARD","HILLSVILLE","VA","PRIMARY",36.76,-80.73,0.12,-0.79,0.59,"NA","US","Hillsville, VA","NA-US-VA-HILLSVILLE","false",3878,7047,106076769,
18980,"24343","STANDARD","LITTLEVINE","VA","NOT ACCEPTABLE",36.76,-80.73,0.12,-0.79,0.59,"NA","US","Littlevine, VA","NA-US-VA-LITTLEVINE","false",3878,7047,106076769,
18981,"24343","STANDARD","RICHARDSON","VA","NOT ACCEPTABLE",36.76,-80.73,0.12,-0.79,0.59,"NA","US","Richardson, VA","NA-US-VA-RICHARDSON","false",3878,7047,106076769,
18982,"24258","STANDARD","HILTONS","VA","PRIMARY",36.65,-82.46,0.10,-0.79,0.59,"NA","US","Hiltons, VA","NA-US-VA-HILTONS","false",615,1141,17963031,
18983,"24347","STANDARD","HIWASSEE","VA","PRIMARY",36.97,-80.64,0.12,-0.78,0.60,"NA","US","Hiwassee, VA","NA-US-VA-HIWASSEE","false",773,1419,24718029,
18984,"24347","STANDARD","ALLISONIA","VA","ACCEPTABLE",36.97,-80.64,0.12,-0.78,0.60,"NA","US","Allisonia, VA","NA-US-VA-ALLISONIA","false",773,1419,24718029,
18985,"24260","STANDARD","HONAKER","VA","PRIMARY",37.01,-81.97,0.11,-0.79,0.60,"NA","US","Honaker, VA","NA-US-VA-HONAKER","false",2029,3876,55783154,
18986,"24260","STANDARD","COUNCIL","VA","ACCEPTABLE",37.01,-81.97,0.11,-0.79,0.60,"NA","US","Council, VA","NA-US-VA-COUNCIL","false",2029,3876,55783154,
18987,"24260","STANDARD","ELK GARDEN","VA","ACCEPTABLE",37.01,-81.97,0.11,-0.79,0.60,"NA","US","Elk Garden, VA","NA-US-VA-ELK GARDEN","false",2029,3876,55783154,
18988,"24260","STANDARD","VENIA","VA","ACCEPTABLE",37.01,-81.97,0.11,-0.79,0.60,"NA","US","Venia, VA","NA-US-VA-VENIA","false",2029,3876,55783154,
18989,"24260","STANDARD","PUTNAM","VA","NOT ACCEPTABLE",37.01,-81.97,0.11,-0.79,0.60,"NA","US","Putnam, VA","NA-US-VA-PUTNAM","false",2029,3876,55783154,
18990,"24619","PO BOX","HORSEPEN","VA","PRIMARY",37.23,-81.49,0.11,-0.78,0.60,"NA","US","Horsepen, VA","NA-US-VA-HORSEPEN","false",,,,
18991,"24104","STANDARD","HUDDLESTON","VA","PRIMARY",37.16,-79.48,0.14,-0.78,0.60,"NA","US","Huddleston, VA","NA-US-VA-HUDDLESTON","false",1533,2775,47774706,
18992,"24620","STANDARD","HURLEY","VA","PRIMARY",37.42,-82.02,0.11,-0.78,0.60,"NA","US","Hurley, VA","NA-US-VA-HURLEY","false",792,1606,25084442,
18993,"24563","STANDARD","HURT","VA","PRIMARY",37.09,-79.29,0.14,-0.78,0.60,"NA","US","Hurt, VA","NA-US-VA-HURT","false",2476,4384,73352027,
18994,"24348","STANDARD","INDEPENDENCE","VA","PRIMARY",36.61,-81.15,0.12,-0.79,0.59,"NA","US","Independence, VA","NA-US-VA-INDEPENDENCE","false",1669,2966,41266458,
18995,"24105","STANDARD","INDIAN VALLEY","VA","PRIMARY",36.91,-80.55,0.13,-0.78,0.60,"NA","US","Indian Valley, VA","NA-US-VA-INDIAN VALLEY","false",,,,
18996,"24350","STANDARD","IVANHOE","VA","PRIMARY",36.83,-80.95,0.12,-0.79,0.59,"NA","US","Ivanhoe, VA","NA-US-VA-IVANHOE","false",498,927,12602622,
18997,"24565","STANDARD","JAVA","VA","PRIMARY",36.83,-79.23,0.14,-0.78,0.59,"NA","US","Java, VA","NA-US-VA-JAVA","false",450,805,10682334,
18998,"24622","STANDARD","JEWELL RIDGE","VA","PRIMARY",37.18,-81.80,0.11,-0.78,0.60,"NA","US","Jewell Ridge, VA","NA-US-VA-JEWELL RIDGE","false",374,711,10994845,
18999,"24622","STANDARD","JEWELL VALLEY","VA","ACCEPTABLE",37.18,-81.80,0.11,-0.78,0.60,"NA","US","Jewell Valley, VA","NA-US-VA-JEWELL VALLEY","false",374,711,10994845,
19000,"24263","STANDARD","JONESVILLE","VA","PRIMARY",36.68,-83.11,0.09,-0.79,0.59,"NA","US","Jonesville, VA","NA-US-VA-JONESVILLE","false",2376,4388,69818739,
19001,"24566","STANDARD","KEELING","VA","PRIMARY",36.71,-79.30,0.14,-0.78,0.59,"NA","US","Keeling, VA","NA-US-VA-KEELING","false",608,1153,17217272,
19002,"24624","PO BOX","KEEN MOUNTAIN","VA","PRIMARY",37.20,-81.95,0.11,-0.78,0.60,"NA","US","Keen Mountain, VA","NA-US-VA-KEEN MOUNTAIN","false",,,,
19003,"24265","STANDARD","KEOKEE","VA","PRIMARY",36.86,-82.90,0.09,-0.79,0.59,"NA","US","Keokee, VA","NA-US-VA-KEOKEE","false",286,569,7840307,
19004,"24351","STANDARD","LAMBSBURG","VA","PRIMARY",36.58,-80.76,0.12,-0.79,0.59,"NA","US","Lambsburg, VA","NA-US-VA-LAMBSBURG","false",260,493,6326218,
19005,"24352","STANDARD","LAUREL FORK","VA","PRIMARY",36.71,-80.51,0.13,-0.79,0.59,"NA","US","Laurel Fork, VA","NA-US-VA-LAUREL FORK","false",424,766,10137415,
19006,"24266","STANDARD","LEBANON","VA","PRIMARY",36.89,-82.07,0.11,-0.79,0.60,"NA","US","Lebanon, VA","NA-US-VA-LEBANON","false",4042,7466,135873255,
19007,"24266","STANDARD","BARNETT","VA","NOT ACCEPTABLE",36.89,-82.07,0.11,-0.79,0.60,"NA","US","Barnett, VA","NA-US-VA-BARNETT","false",4042,7466,135873255,
19008,"24266","STANDARD","BOLTON","VA","NOT ACCEPTABLE",36.89,-82.07,0.11,-0.79,0.60,"NA","US","Bolton, VA","NA-US-VA-BOLTON","false",4042,7466,135873255,
19009,"24266","STANDARD","CARTERTON","VA","NOT ACCEPTABLE",36.89,-82.07,0.11,-0.79,0.60,"NA","US","Carterton, VA","NA-US-VA-CARTERTON","false",4042,7466,135873255,
19010,"24266","STANDARD","HANSONVILLE","VA","NOT ACCEPTABLE",36.89,-82.07,0.11,-0.79,0.60,"NA","US","Hansonville, VA","NA-US-VA-HANSONVILLE","false",4042,7466,135873255,
19011,"24569","STANDARD","LONG ISLAND","VA","PRIMARY",37.08,-79.10,0.15,-0.78,0.60,"NA","US","Long Island, VA","NA-US-VA-LONG ISLAND","false",420,782,12002292,
19012,"24570","STANDARD","LOWRY","VA","PRIMARY",37.34,-79.45,0.14,-0.78,0.60,"NA","US","Lowry, VA","NA-US-VA-LOWRY","false",,,,
19013,"24501","STANDARD","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",10865,17907,272890943,
19014,"24501","STANDARD","MILLER PARK","VA","NOT ACCEPTABLE",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Miller Park, VA","NA-US-VA-MILLER PARK","false",10865,17907,272890943,
19015,"24502","STANDARD","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",16879,28461,554726648,
19016,"24502","STANDARD","TIMBERLAKE","VA","ACCEPTABLE",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Timberlake, VA","NA-US-VA-TIMBERLAKE","false",16879,28461,554726648,
19017,"24502","STANDARD","FORT HILL","VA","NOT ACCEPTABLE",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Fort Hill, VA","NA-US-VA-FORT HILL","false",16879,28461,554726648,
19018,"24503","STANDARD","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",9190,16263,476521830,
19019,"24503","STANDARD","RIVERMONT","VA","NOT ACCEPTABLE",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Rivermont, VA","NA-US-VA-RIVERMONT","false",9190,16263,476521830,
19020,"24504","STANDARD","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",3797,6383,101191524,
19021,"24505","PO BOX","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",,,,
19022,"24506","PO BOX","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",391,613,11832668,
19023,"24513","UNIQUE","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",,,,
19024,"24513","UNIQUE","J CREW","VA","NOT ACCEPTABLE",37.40,-79.19,0.14,-0.78,0.60,"NA","US","J Crew, VA","NA-US-VA-J CREW","false",,,,
19025,"24514","UNIQUE","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",,,,
19026,"24514","UNIQUE","THOMAS ROAD BAPT CHURCH","VA","NOT ACCEPTABLE",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Thomas Road Bapt Church, VA","NA-US-VA-THOMAS ROAD BAPT CHURCH","false",,,,
19027,"24515","UNIQUE","LYNCHBURG","VA","PRIMARY",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Lynchburg, VA","NA-US-VA-LYNCHBURG","false",,,,
19028,"24515","UNIQUE","THOMAS ROAD BAPT CHURCH","VA","NOT ACCEPTABLE",37.40,-79.19,0.14,-0.78,0.60,"NA","US","Thomas Road Bapt Church, VA","NA-US-VA-THOMAS ROAD BAPT CHURCH","false",,,,
19029,"24571","STANDARD","LYNCH STATION","VA","PRIMARY",37.14,-79.36,0.14,-0.78,0.60,"NA","US","Lynch Station, VA","NA-US-VA-LYNCH STATION","false",879,1596,26317546,
19030,"24111","PO BOX","MC COY","VA","PRIMARY",37.23,-80.61,0.12,-0.78,0.60,"NA","US","Mc Coy, VA","NA-US-VA-MC COY","false",,,,
19031,"24572","STANDARD","MADISON HEIGHTS","VA","PRIMARY",37.43,-79.10,0.15,-0.77,0.60,"NA","US","Madison Heights, VA","NA-US-VA-MADISON HEIGHTS","false",7522,13272,242743306,
19032,"24572","STANDARD","MADISON HTS","VA","ACCEPTABLE",37.43,-79.10,0.15,-0.77,0.60,"NA","US","Madison Hts, VA","NA-US-VA-MADISON HTS","false",7522,13272,242743306,
19033,"24572","STANDARD","WRIGHTS SHOP","VA","NOT ACCEPTABLE",37.43,-79.10,0.15,-0.77,0.60,"NA","US","Wrights Shop, VA","NA-US-VA-WRIGHTS SHOP","false",7522,13272,242743306,
19034,"24354","STANDARD","MARION","VA","PRIMARY",36.83,-81.51,0.11,-0.79,0.59,"NA","US","Marion, VA","NA-US-VA-MARION","false",6307,11186,175229232,
19035,"24354","STANDARD","SEVEN MILE FD","VA","ACCEPTABLE",36.83,-81.51,0.11,-0.79,0.59,"NA","US","Seven Mile Fd, VA","NA-US-VA-SEVEN MILE FD","false",6307,11186,175229232,
19036,"24354","STANDARD","SEVEN MILE FORD","VA","ACCEPTABLE",36.83,-81.51,0.11,-0.79,0.59,"NA","US","Seven Mile Ford, VA","NA-US-VA-SEVEN MILE FORD","false",6307,11186,175229232,
19037,"24354","STANDARD","STONY BATTERY","VA","NOT ACCEPTABLE",36.83,-81.51,0.11,-0.79,0.59,"NA","US","Stony Battery, VA","NA-US-VA-STONY BATTERY","false",6307,11186,175229232,
19038,"24354","STANDARD","THE CEDARS","VA","NOT ACCEPTABLE",36.83,-81.51,0.11,-0.79,0.59,"NA","US","The Cedars, VA","NA-US-VA-THE CEDARS","false",6307,11186,175229232,
19039,"24354","STANDARD","THOMAS BRIDGE","VA","NOT ACCEPTABLE",36.83,-81.51,0.11,-0.79,0.59,"NA","US","Thomas Bridge, VA","NA-US-VA-THOMAS BRIDGE","false",6307,11186,175229232,
19040,"24112","STANDARD","MARTINSVILLE","VA","PRIMARY",36.68,-79.86,0.14,-0.78,0.59,"NA","US","Martinsville, VA","NA-US-VA-MARTINSVILLE","false",13504,23602,359436126,
19041,"24113","PO BOX","MARTINSVILLE","VA","PRIMARY",36.68,-79.86,0.14,-0.78,0.59,"NA","US","Martinsville, VA","NA-US-VA-MARTINSVILLE","false",,,,
19042,"24114","PO BOX","MARTINSVILLE","VA","PRIMARY",36.68,-79.86,0.14,-0.78,0.59,"NA","US","Martinsville, VA","NA-US-VA-MARTINSVILLE","false",,,,
19043,"24115","PO BOX","MARTINSVILLE","VA","PRIMARY",36.68,-79.86,0.14,-0.78,0.59,"NA","US","Martinsville, VA","NA-US-VA-MARTINSVILLE","false",540,892,18763668,
19044,"24627","PO BOX","MAVISDALE","VA","PRIMARY",37.19,-82.21,0.10,-0.78,0.60,"NA","US","Mavisdale, VA","NA-US-VA-MAVISDALE","false",,,,
19045,"24628","STANDARD","MAXIE","VA","PRIMARY",37.31,-82.19,0.10,-0.78,0.60,"NA","US","Maxie, VA","NA-US-VA-MAXIE","false",,,,
19046,"24628","STANDARD","HARMAN","VA","ACCEPTABLE",37.31,-82.19,0.10,-0.78,0.60,"NA","US","Harman, VA","NA-US-VA-HARMAN","false",,,,
19047,"24360","STANDARD","MAX MEADOWS","VA","PRIMARY",36.96,-80.93,0.12,-0.78,0.60,"NA","US","Max Meadows, VA","NA-US-VA-MAX MEADOWS","false",2544,4753,76510590,
19048,"24360","STANDARD","FORT CHISWELL","VA","ACCEPTABLE",36.96,-80.93,0.12,-0.78,0.60,"NA","US","Fort Chiswell, VA","NA-US-VA-FORT CHISWELL","false",2544,4753,76510590,
19049,"24360","STANDARD","FOSTER FALLS","VA","ACCEPTABLE",36.96,-80.93,0.12,-0.78,0.60,"NA","US","Foster Falls, VA","NA-US-VA-FOSTER FALLS","false",2544,4753,76510590,
19050,"24120","STANDARD","MEADOWS OF DAN","VA","PRIMARY",36.73,-80.41,0.13,-0.79,0.59,"NA","US","Meadows Of Dan, VA","NA-US-VA-MEADOWS OF DAN","false",732,1329,18149280,
19051,"24120","STANDARD","MEADOWS DAN","VA","ACCEPTABLE",36.73,-80.41,0.13,-0.79,0.59,"NA","US","Meadows Dan, VA","NA-US-VA-MEADOWS DAN","false",732,1329,18149280,
19052,"24361","STANDARD","MEADOWVIEW","VA","PRIMARY",36.76,-81.85,0.11,-0.79,0.59,"NA","US","Meadowview, VA","NA-US-VA-MEADOWVIEW","false",2018,3723,61350750,
19053,"24361","STANDARD","CLINCHBURG","VA","ACCEPTABLE",36.76,-81.85,0.11,-0.79,0.59,"NA","US","Clinchburg, VA","NA-US-VA-CLINCHBURG","false",2018,3723,61350750,
19054,"24270","STANDARD","MENDOTA","VA","PRIMARY",36.72,-82.25,0.10,-0.79,0.59,"NA","US","Mendota, VA","NA-US-VA-MENDOTA","false",,,,
19055,"24121","STANDARD","MONETA","VA","PRIMARY",37.18,-79.63,0.14,-0.78,0.60,"NA","US","Moneta, VA","NA-US-VA-MONETA","false",4758,8667,163402187,
19056,"24121","STANDARD","SCRUGGS","VA","NOT ACCEPTABLE",37.18,-79.63,0.14,-0.78,0.60,"NA","US","Scruggs, VA","NA-US-VA-SCRUGGS","false",4758,8667,163402187,
19057,"24574","STANDARD","MONROE","VA","PRIMARY",37.60,-79.24,0.14,-0.77,0.61,"NA","US","Monroe, VA","NA-US-VA-MONROE","false",1820,3232,63002825,
19058,"24122","STANDARD","MONTVALE","VA","PRIMARY",37.38,-79.73,0.14,-0.78,0.60,"NA","US","Montvale, VA","NA-US-VA-MONTVALE","false",875,1551,26898204,
19059,"24363","STANDARD","MOUTH OF WILSON","VA","PRIMARY",36.58,-81.33,0.12,-0.79,0.59,"NA","US","Mouth Of Wilson, VA","NA-US-VA-MOUTH OF WILSON","false",560,1033,13521810,
19060,"24363","STANDARD","MOUTH WILSON","VA","ACCEPTABLE",36.58,-81.33,0.12,-0.79,0.59,"NA","US","Mouth Wilson, VA","NA-US-VA-MOUTH WILSON","false",560,1033,13521810,
19061,"24363","STANDARD","VOLNEY","VA","ACCEPTABLE",36.58,-81.33,0.12,-0.79,0.59,"NA","US","Volney, VA","NA-US-VA-VOLNEY","false",560,1033,13521810,
19062,"24124","STANDARD","NARROWS","VA","PRIMARY",37.33,-80.80,0.12,-0.78,0.60,"NA","US","Narrows, VA","NA-US-VA-NARROWS","false",1863,3350,54212584,
19063,"24576","PO BOX","NARUNA","VA","PRIMARY",37.13,-78.95,0.15,-0.78,0.60,"NA","US","Naruna, VA","NA-US-VA-NARUNA","false",,,,
19064,"24577","STANDARD","NATHALIE","VA","PRIMARY",36.93,-78.95,0.15,-0.78,0.60,"NA","US","Nathalie, VA","NA-US-VA-NATHALIE","false",2054,3700,54095007,
19065,"24577","STANDARD","LENNIG","VA","ACCEPTABLE",36.93,-78.95,0.15,-0.78,0.60,"NA","US","Lennig, VA","NA-US-VA-LENNIG","false",2054,3700,54095007,
19066,"24577","STANDARD","REPUBLICAN GROVE","VA","ACCEPTABLE",36.93,-78.95,0.15,-0.78,0.60,"NA","US","Republican Grove, VA","NA-US-VA-REPUBLICAN GROVE","false",2054,3700,54095007,
19067,"24577","STANDARD","REPUBLICN GRV","VA","ACCEPTABLE",36.93,-78.95,0.15,-0.78,0.60,"NA","US","Republicn Grv, VA","NA-US-VA-REPUBLICN GRV","false",2054,3700,54095007,
19068,"24578","STANDARD","NATURAL BRIDGE","VA","PRIMARY",37.63,-79.55,0.14,-0.77,0.61,"NA","US","Natural Bridge, VA","NA-US-VA-NATURAL BRIDGE","false",484,841,12978837,
19069,"24578","STANDARD","NATURAL BRG","VA","ACCEPTABLE",37.63,-79.55,0.14,-0.77,0.61,"NA","US","Natural Brg, VA","NA-US-VA-NATURAL BRG","false",484,841,12978837,
19070,"24579","STANDARD","NATURAL BRIDGE STATION","VA","PRIMARY",37.58,-79.50,0.14,-0.77,0.60,"NA","US","Natural Bridge Station, VA","NA-US-VA-NATURAL BRIDGE STATION","false",668,1167,17350427,
19071,"24579","STANDARD","NATURL BR STA","VA","ACCEPTABLE",37.58,-79.50,0.14,-0.77,0.60,"NA","US","Naturl Br Sta, VA","NA-US-VA-NATURL BR STA","false",668,1167,17350427,
19072,"24580","STANDARD","NELSON","VA","PRIMARY",36.55,-78.67,0.15,-0.78,0.59,"NA","US","Nelson, VA","NA-US-VA-NELSON","false",252,465,7556729,
