mission,roll,frame,Photo Date,Photo Time GMT,Center Point Lat,Center Point Lon,Nadir Lat,Nadir Lon,Lens mm,geon,feat,Clouds Percentage,Look Angle,Look Direction,Sun Azimuth,Sun Elevation Angle,camera,film,Camera (uncataloged),caption,Features from Image Detectives (not NASA),RecordType
ISS009,E,12519,20040618,180407,36.8,-76.4,35.6,-74.9,800,USA-VIRGINIA,"PORTSMOUTH, AGRICULTURE",10,31,NW,233,72,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,12518,20040618,180401,36.9,-76.2,35.9,-75.2,800,USA-VIRGINIA,"NORFOLK, VEGETATION",10,24,NW,232,72,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,12517,20040618,180401,36.9,-76.2,35.9,-75.2,800,USA-VIRGINIA,"NORFOLK, VEGETATION",10,24,NW,232,72,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,12516,20040618,180359,36.9,-76.3,36,-75.4,800,USA-VIRGINIA,"NORFOLK, SEWALLS POINT",10,21,NW,231,72,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,12515,20040618,180359,37,-76.5,36,-75.4,800,USA-VIRGINIA,"NORFOLK, SEWALLS POINT",10,25,NW,231,72,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,11410,20040614,191632,36.5,-76,38.9,-74.2,180,USA-VIRGINIA,"CURRITUCK SOUND, AGRI., SWAMPS",50,43,SW,253,57,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,11409,20040614,191631,37,-76,39,-74.2,180,USA-VIRGINIA,"NORFOLK, DISMAL SWAMP, ROADS",25,40,SW,253,57,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,11408,20040614,191614,37,-76.5,39.6,-75.3,180,USA-VIRGINIA,"JAMES R. EST., NEWPORT NEWS",10,42,S,250,57,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,10768,20040609,213503,37,-76.5,36.5,-75,180,USA-VIRGINIA,"NORFOLK, NEWPORT NEWS, BRIDGES",10,26,W,278,30,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,10767,20040609,213502,37,-76.5,36.5,-75.1,180,USA-VIRGINIA,"NORFOLK, NEWPORT NEWS, BRIDGES",10,25,W,278,30,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,8205,20040522,220324,38,-80,36.6,-81.4,180,USA-VIRGINIA,"ALLEGHENY MTS., CLIFTON FORGE",10,31,NE,276,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,8204,20040522,220323,38,-80,36.6,-81.5,180,USA-VIRGINIA,"ALLEGHENY MTS., CLIFTON FORGE",10,32,NE,276,28,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,8203,20040522,220243,37,-82,34.9,-83.8,180,USA-VIRGINIA,"BLUE RIDGE MTS., BRISTOL, FOREST",50,41,NE,276,29,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,8202,20040522,220242,37,-82,34.8,-83.8,180,USA-VIRGINIA,"BLUE RIDGE MTS., BRISTOL, FOREST",50,41,NE,276,30,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,8201,20040522,220241,37,-82.5,34.8,-83.9,180,USA-VIRGINIA,"BLUE RIDGE MTS., BRISTOL, FOREST",50,39,NE,276,30,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,5053,20040430,135346,38,-75.5,35.6,-73.1,105,USA-VIRGINIA,"CHINCOTEAGUE BAY, ASSATEAUGE ISLAND",10,47,NW,106,46,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,5052,20040430,135340,38,-75.5,35.8,-73.5,105,USA-VIRGINIA,"SALISBURY, POCOMOKE SOUND",10,43,NW,106,45,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS009,E,5047,20040430,135316,39,-77.5,36.8,-74.9,105,USA-VIRGINIA,"POTOMAC RIVER VALLEY, LEESBURG, AGR.",25,47,NW,106,44,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13651,20050927,134049,38,-75.5,40.9,-72,180,USA-VIRGINIA,"CHINCOTEAGUE BAY, POCOMOKE",10,HO,SW,125,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13650,20050927,134047,37.5,-76,40.9,-72.2,180,USA-VIRGINIA,DELMARVA PENINSULA,10,HO,SW,125,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13643,20050927,134025,38,-75.5,40,-73.6,180,USA-VIRGINIA,"CHINCOTEAGUE B., AGR.",10,42,SW,123,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13642,20050927,134023,38,-75.5,40,-73.7,180,USA-VIRGINIA,"WALLOPS FACILITY, AGR.",10,41,SW,123,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13641,20050927,134022,37.5,-76,39.9,-73.8,180,USA-VIRGINIA,"DELMARVA PENINSULA, AGR.",10,47,SW,123,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13640,20050927,134019,38,-75.5,39.8,-74,180,USA-VIRGINIA,"POCOMOKE SOUND, AGR.",10,37,SW,122,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13639,20050927,134017,38,-75.5,39.7,-74.1,180,USA-VIRGINIA,"CHINCOTEAGUE B., AGR.",10,36,SW,122,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13638,20050927,134014,38,-75.5,39.6,-74.3,180,USA-VIRGINIA,"DELMARVA PENINSULA, AGR.",10,33,SW,122,30,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,13637,20050927,134012,37.5,-76,39.5,-74.4,180,USA-VIRGINIA,DELMARVA PENINSULA,10,40,SW,122,30,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11804,20050814,143554,37.5,-76,33,-71,180,USA-VIRGINIA,"EXMORE,CAPE CHARLES",10,HO,NW,114,55,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11803,20050814,143552,37.5,-76,33.1,-71.1,180,USA-VIRGINIA,"EXMORE,ACCOMACK",10,HO,NW,114,54,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11802,20050814,143549,37.5,-76,33.2,-71.3,180,USA-VIRGINIA,"CAPE CHARLES,EXMORE",10,HO,NW,114,54,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11801,20050814,143543,37.5,-76,33.5,-71.6,180,USA-VIRGINIA,"CAPE CHARLES,EXMORE",10,HO,NW,114,54,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11800,20050814,143538,37.5,-75.5,33.7,-71.9,180,USA-VIRGINIA,"POCOMOKE SOUND,TAYLOR",10,HO,NW,114,54,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11799,20050814,143536,37.5,-76,33.8,-72,180,USA-VIRGINIA,"CAPE CHARLES,KIPTOPEKE",10,HO,NW,114,53,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11798,20050814,143526,37.5,-76,34.3,-72.6,180,USA-VIRGINIA,"CAPE CHARLES,EXMORE",10,HO,NW,114,53,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11797,20050814,143517,37.5,-76,34.6,-73.1,180,USA-VIRGINIA,"CAPE CHARLES,EXMORE,GLINT",10,52,NW,114,52,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11796,20050814,143512,37.5,-76,34.9,-73.3,180,USA-VIRGINIA,"CAPE CHARLES,EXMORE,GLINT",10,50,NW,114,52,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11795,20050814,143507,37.5,-76,35.1,-73.6,180,USA-VIRGINIA,"CAPE CHARLES,EXMORE,GLINT",10,47,NW,113,52,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11794,20050814,143454,37.5,-76,35.6,-74.4,180,USA-VIRGINIA,"CAPE CHARLES,EXMORE,GLINT",10,38,NW,113,51,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,11793,20050814,143446,37.5,-76,36,-74.8,180,USA-VIRGINIA,"CAPE CHARLES,EXMORE,GLINT",10,31,NW,113,50,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,10842,20050722,165346,38.1,-76.3,38.3,-76.5,400,USA-VIRGINIA,"POINT LOOKOUT,POTOMAC RIVER",10,5,SE,166,72,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6481,20050521,174021,37.1,-76.4,37,-71.8,800,USA-VIRGINIA,"LANGLEY FIELD, HAMPTON, BAYS",10,HO,W,221,69,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6480,20050521,174008,36.8,-76,36.4,-72.6,800,USA-VIRGINIA,"VIRGINIA BEACH, AIRPORT, ROADS",10,48,W,220,70,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6388,20050518,193022,39,-78,39.6,-77.1,180,USA-VIRGINIA,"CHARLES TOWN,WINCHESTER",10,19,SW,248,53,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6387,20050518,193021,39,-77.5,39.6,-77.2,180,USA-VIRGINIA,"MANASSAS,DULLES AIRPORT",10,12,S,248,53,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6382,20050518,193007,38.5,-79,39,-78.1,180,USA-VIRGINIA,"HARRISONBURG,SHENANDOAH VALLEY",25,18,SW,248,54,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6381,20050518,193006,38.5,-79,39,-78.1,180,USA-VIRGINIA,"WAYNESBORO,STAUNTON",50,18,SW,248,54,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6376,20050518,192934,37,-81.5,37.7,-80.1,180,USA-VIRGINIA,"TAZEWELL,BURKES GARDEN",75,27,,248,56,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6375,20050518,192933,37,-81,37.7,-80.2,180,USA-VIRGINIA,"MARION,AGRICULTURE",75,19,SW,248,56,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS011,E,6373,20050518,192925,37,-82.5,37.4,-80.7,180,USA-VIRGINIA,"HOLSTON RIVER,CLINCH MTN.",75,31,W,247,57,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19038,20060304,210329,37.2,-76.5,39.7,-73.5,800,USA-VIRGINIA,"GLOUCESTER POINT,YORK R.",10,52,SW,245,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19037,20060304,210328,37.2,-76.5,39.6,-73.6,800,USA-VIRGINIA,"GLOUCESTER POINT,YORK R.",10,51,SW,245,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19036,20060304,210327,37.2,-76.5,39.6,-73.7,800,USA-VIRGINIA,PATRICK HENRY AIRPORT,10,50,SW,245,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19035,20060304,210326,37.2,-76.4,39.5,-73.7,800,USA-VIRGINIA,"SEAFORD,YORK RIVER",10,49,SW,245,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19034,20060304,210324,37.1,-76.5,39.5,-73.9,800,USA-VIRGINIA,PATRICK HENRY AIRPORT,10,49,SW,244,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19033,20060304,210323,37.1,-76.4,39.4,-73.9,800,USA-VIRGINIA,"NEWPORT NEWS,BIG BETHEL RES.",10,48,SW,244,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19032,20060304,210322,37.1,-76.4,39.4,-74,800,USA-VIRGINIA,"POQUOSON RIVER,POQUOSON",10,47,SW,244,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19031,20060304,210321,37.1,-76.4,39.4,-74.1,800,USA-VIRGINIA,LANGLEY AIR FORCE BASE,10,47,SW,244,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19030,20060304,210320,37,-76.4,39.3,-74.1,800,USA-VIRGINIA,"NEWPORT NEWS,JAMES RIVER",10,47,SW,244,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19029,20060304,210319,37,-76.4,39.3,-74.2,800,USA-VIRGINIA,"NEWPORT NEWS,CHESAPEAKE BAY",10,46,SW,244,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19028,20060304,210317,37.1,-76.4,39.2,-74.3,800,USA-VIRGINIA,LANGLEY AIR FORCE BASE,10,44,SW,244,20,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19027,20060304,210315,37.1,-76.3,39.1,-74.4,800,USA-VIRGINIA,LANGLEY AIR FORCE BASE,10,42,SW,244,20,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,19026,20060304,210314,37,-76.3,39.1,-74.5,800,USA-VIRGINIA,"HAMPTON,HAMPTON ROADS",10,42,SW,244,20,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,17676,20060208,135257,37.1,-76.5,38.1,-76,800,USA-VIRGINIA,"EASTWOOD,HARPERSVILLE",10,20,S,127,19,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,17675,20060208,135235,37.1,-76.4,39,-77.3,180,USA-VIRGINIA,"NEWPORT NEWS,HAMPTON",10,34,S,126,17,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,17674,20060208,135225,37.1,-76.5,39.4,-78,180,USA-VIRGINIA,"NEWPORT NEWS,HAMPTON",10,42,SE,126,16,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,17276,20060131,165851,36.6,-78.8,40.3,-77.9,400,USA-VIRGINIA,"VIRGILINA,RIVERDALE",10,51,S,173,32,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,17274,20060131,165846,36.6,-78.4,40.4,-78.2,400,USA-VIRGINIA,JOHN H KERR RESERVOIR,10,51,S,172,32,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,17273,20060131,165844,36.7,-78.6,40.5,-78.4,400,USA-VIRGINIA,"ROANOKE RIVER,CLARKSVILLE",10,51,S,172,32,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,16872,20060127,183212,38.2,-76.6,39.1,-75.1,400,USA-VIRGINIA,"POTOMAC R., SED., NAS, ROADS",10,30,SW,202,30,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,16351,20060125,125423,36.9,-76.6,39.5,-76.7,400,USA-VIRGINIA,"JAMES R., AGR., NEWPORT NEWS",10,40,S,120,5,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,16350,20060125,125422,36.9,-76.5,39.5,-76.8,400,USA-VIRGINIA,"JAMES R., PORTSMOUTH, BRIDGE",10,40,S,120,5,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,16349,20060125,125418,36.9,-76.4,39.3,-77.1,400,USA-VIRGINIA,"NORFOLK, PORT, NEWPORT NEWS",10,39,S,119,5,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,16348,20060125,125417,36.9,-76.3,39.3,-77.1,400,USA-VIRGINIA,"NORFOLK, PORT, NEWPORT NEWS",10,39,S,119,5,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,16347,20060125,125415,37.2,-76.6,39.2,-77.3,400,USA-VIRGINIA,"WILLIAMSBURG, JAMES R.,YORK.",10,34,S,119,5,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,16346,20060125,125412,37.1,-76.4,39.1,-77.4,400,USA-VIRGINIA,"NEWPORT NEWS, LANGLEY, BAYS",10,36,S,119,5,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,16345,20060125,125410,37,-76.4,39,-77.6,400,USA-VIRGINIA,"NEWPORT NEWS, NORFOLK, BAY",10,37,SE,119,5,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,9490,20051123,141522,36.5,-75.8,39.4,-72.4,800,USA-VIRGINIA,CURRITUCK SOUND,10,55,SW,144,22,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,9489,20051123,141519,36.4,-75.8,39.3,-72.5,800,USA-VIRGINIA,CURRITUCK SOUND,10,55,SW,144,22,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,8717,20051119,154035,36.9,-76.1,38.1,-71.8,400,USA-VIRGINIA,"NORFOLK AREA, VIRGINIA BEACH",10,55,W,166,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,8716,20051119,154032,36.7,-76.2,37.9,-72,400,USA-VIRGINIA,"NORFOLK AREA, VIRGINIA BEACH",10,54,W,165,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,8714,20051119,154027,36.5,-75.9,37.7,-72.3,400,USA-VIRGINIA,CURRITUCK SOUND,10,51,W,165,31,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,8713,20051119,154023,36.4,-75.9,37.6,-72.5,400,USA-VIRGINIA,CURRITUCK SOUND,10,49,W,165,32,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,7413,20051110,193803,36.9,-76,38,-77.2,400,USA-VIRGINIA,"VIRGINIA BEACH,CAPE HENRY",10,27,SE,223,23,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,7412,20051110,193802,36.9,-76,38,-77.3,400,USA-VIRGINIA,"VIRGINIA BEACH,CAPE HENRY",10,28,SE,223,23,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS012,E,7411,20051110,193801,36.9,-76,38,-77.3,400,USA-VIRGINIA,"VIRGINIA BEACH,CAPE HENRY",10,28,SE,223,23,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62303,20060729,160346,37,-76.5,35.3,-73.3,180,USA-VIRGINIA,"NAS NORFOLK, JAMESTOWN, HOG I.",10,51,NW,139,69,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62302,20060729,160345,37,-76.5,35.3,-73.4,180,USA-VIRGINIA,"NAS NORFOLK, NEWPORT NEWS",10,50,NW,139,69,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62301,20060729,160342,37,-76.5,35.4,-73.6,180,USA-VIRGINIA,"NAS NORFOLK, NEWPORT NEWS",10,48,NW,139,69,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62300,20060729,160339,37.5,-77.5,35.6,-73.7,180,USA-VIRGINIA,"N. RICHMOND, ASHLAND",10,55,NW,139,69,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62299,20060729,160338,37.5,-77.5,35.6,-73.8,180,USA-VIRGINIA,"RICHMOND, JAMES RIVER, AIRPORT",10,54,NW,139,69,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62297,20060729,160326,37,-76.5,36.1,-74.5,180,USA-VIRGINIA,"NAS NORFOLK, JAMES RIVER",10,36,W,138,68,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62296,20060729,160320,37.5,-77.5,36.4,-74.8,180,USA-VIRGINIA,"RICHMOND, JAMES RIVER, AIRPORT",10,44,W,138,68,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62295,20060729,160315,37.5,-77.5,36.6,-75.1,180,USA-VIRGINIA,"RICHMOND, JAMES RIVER, AIRPORT",10,41,W,137,67,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62294,20060729,160313,37.5,-77.5,36.7,-75.2,180,USA-VIRGINIA,"RICHMOND, JAMES RIVER, AIRPORT",10,39,W,137,67,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
ISS013,E,62293,20060729,160306,37.5,-77.5,37,-75.7,180,USA-VIRGINIA,"RICHMOND, JAMES RIVER",10,32,W,137,67,E4: Kodak DCS760C Electronic Still Camera,"3060E: 3060 x 2036 pixel CCD, RGBG array.",,,,CatalogedWithCenterPoint
