mission,roll,frame,Photo Date,Photo Time GMT,Center Point Lat,Center Point Lon,Nadir Lat,Nadir Lon,Lens mm,geon,feat,Clouds Percentage,Look Angle,Look Direction,Sun Azimuth,Sun Elevation Angle,camera,film,Camera (uncataloged),caption,Features from Image Detectives (not NASA),RecordType
STS009,37,1950,1983____,,37,-76.5,,,250,USA-VIRGINIA,NORFOLK/JAMES RIVER,0,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,37,1949,1983____,,37,-76.5,,,250,USA-VIRGINIA,NORFOLK/JAMES RIVER,0,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,37,1948,1983____,,37,-76.5,,,250,USA-VIRGINIA,JAMES RIVER/YORK RIVER,0,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,37,1946,1983____,,39,-77.5,,,250,USA-VIRGINIA,DULLES INTL AIRPORT,5,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,38,2421,1983____,,38.5,-79,,,100,USA-VIRGINIA,HARRISBURG/ALLEGHENY MTS,40,NV,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,38,2420,1983____,,38,-80,,,100,USA-VIRGINIA,ROANOKE/ALLEGHENY MTS,20,NV,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,38,2419,1983____,,37.5,-81,,,100,USA-VIRGINIA,BLUESTONE RES/RADFORD,10,NV,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,38,2418,1983____,,37,-82,,,100,USA-VIRGINIA,KINGSPORT/SMOKEY MTS,15,NV,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,38,2417,1983____,,36.5,-83,,,100,USA-VIRGINIA,KINGSPORT/SMOKEY MTS,15,NV,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,44,2050,1983____,,37,-82,,,250,USA-VIRGINIA,SMOKY MTS/BRISTOL,15,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,44,2049,1983____,,37,-82,,,250,USA-VIRGINIA,SMOKY MTS/BRISTOL,15,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,46,1807,1983____,,37,-77,,,250,USA-VIRGINIA,JAMES RIVER,5,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,46,1806,1983____,,38,-75.5,,,250,USA-VIRGINIA,NASA WALLOPS FLIGHT CNTR,15,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,46,1805,1983____,,37,-76,,,250,USA-VIRGINIA,COASTLINE/CAPE CHARLES,0,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS009,46,1804,1983____,,37,-76,,,250,USA-VIRGINIA,COASTLINE/NORFOLK,0,LO,,,,HB: Hasselblad,"6017: Kodak Ektachrome 64, 220 Roll Format.",,,,CatalogedWithCenterPoint
STS027,42,35,19881204,145858,38.5,-77,43.1,-80.3,250,USA-VIRGINIA,CHESAPEAK BAY,0,55,SE,148,18,HB: Hasselblad,"5036: Kodak, natural color positive, Ektachrome 5036,200 Professional, ASA 200, stand.",,,,CatalogedWithCenterPoint
STS027,42,33,19881204,145844,39,-78.5,42.5,-81.1,250,USA-VIRGINIA,POTOMAC RIVER,0,47,SE,147,18,HB: Hasselblad,"5036: Kodak, natural color positive, Ektachrome 5036,200 Professional, ASA 200, stand.",,,,CatalogedWithCenterPoint
STS027,42,32,19881204,145836,38,-78,42.2,-81.6,250,USA-VIRGINIA,LAKE ANNA,5,54,SE,146,18,HB: Hasselblad,"5036: Kodak, natural color positive, Ektachrome 5036,200 Professional, ASA 200, stand.",,,,CatalogedWithCenterPoint
STS028,78,2,19890809,125330,39,-77.5,38.7,-78.5,250,USA-VIRGINIA,WASHINGTON D.C.,0,21,E,92,28,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS028,78,1,19890809,125308,38.5,-79,37.6,-79.7,250,USA-VIRGINIA,HARRISONBURG,5,23,NE,90,27,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS028,79,83,19890809,125314,38.5,-79,37.9,-79.4,100,USA-VIRGINIA,APPALACHIAN MOUNTAINS,10,15,NE,91,27,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS028,79,82,19890809,125305,38.5,-79,37.5,-79.8,100,USA-VIRGINIA,APPALACHIAN MOUNTAINS,20,26,NE,90,27,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS028,79,81,19890809,125259,38,-79.5,37.2,-80.1,100,USA-VIRGINIA,APPALACHIAN MOUNTAINS,30,20,NE,90,27,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS028,79,80,19890809,125251,37.5,-79.5,36.8,-80.6,100,USA-VIRGINIA,APPALACHIAN MOUNTAINS,30,26,NE,89,26,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS028,151,129,19890809,125322,38,-79,38.3,-79,90,USA-VIRGINIA,APPALACHIAN MTNS.,35,6,S,91,28,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS028,151,128,19890809,125253,37,-80.5,36.8,-80.5,90,USA-VIRGINIA,APPALACHIAN MTNS.,40,4,N,89,26,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS034,74,54,19891022,175319,37,-76,33.1,-70.8,250,USA-VIRGINIA,"NORFOLK,CHES.BAY ESTUARY",20,LO,NW,208,41,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS034,74,53,19891022,175304,37,-76,33.3,-71.9,250,USA-VIRGINIA,"NORFOLK,CHES.BAY ESTUARY",20,LO,NW,206,41,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS034,83,70,19891021,173922,37.5,-76,34.3,-73.1,250,USA-VIRGINIA,CHESAPEAKE BAY,5,LO,NW,200,42,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS034,83,44,19891021,160513,37.5,-77.5,33.8,-65.5,250,USA-VIRGINIA,CHESAPEAKE BAY,40,HO,W,179,45,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS034,83,43,19891021,160502,37.5,-77.5,33.7,-66.4,250,USA-VIRGINIA,CHESAPEAKE BAY,30,HO,W,178,45,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS034,83,42,19891021,160428,38,-77.5,33.4,-68.9,100,USA-VIRGINIA,CHESAPEAKE BAY,30,HO,NW,174,45,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS034,83,41,19891021,160423,38,-77.5,33.3,-69.2,100,USA-VIRGINIA,CHESAPEAKE BAY,30,HO,NW,173,45,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS037,152,274,19910407,144734,37,-76,27.2,-83.5,250,USA-VIRGINIA,"EAST COAST-NC,VA,PAMLICO",10,HO,NE,109,45,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS039,83,88,19910429,192438,36.9,-76.2,37.4,-74.9,250,USA-VIRGINIA,"NE. COAST, PARTIAL FRAME",0,31,W,244,50,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS039,151,201,19910501,191032,37,-80,35.2,-80.3,250,USA-VIRGINIA,"ROANOKE, SMITH MTN. RES.",40,38,N,222,58,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS039,151,200,19910501,191001,37,-81,36.8,-81.9,250,USA-VIRGINIA,APPALACHIAN MTNS.,60,22,E,217,58,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS039,151,38 A,19910429,192441,37.5,-76,37.2,-74.7,250,USA-VIRGINIA,"DELMARVA PEN., NORFOLK",60,29,W,245,50,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,5,18,199106__,,37,-75.5,,,35,USA-VIRGINIA,"CHESAPEAKE B,OUTER BANKS",5,LO,,,,NK: Nikon 35mm film camera,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,5,17,199106__,,37,-76.5,,,35,USA-VIRGINIA,"CHESAPEAKE B, NORFOLK",5,LO,,,,NK: Nikon 35mm film camera,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,5,16,199106__,,38,-76.5,,,35,USA-VIRGINIA,"CHESAPEAKE B, DELMAR PEN",5,LO,,,,NK: Nikon 35mm film camera,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,32,31,199106__,,37.2,-76,,,180,USA-VIRGINIA,"DELMAR PEN,CHESAPEAKE B.",20,LO,,,,NK: Nikon 35mm film camera,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,32,27,199106__,,37.5,-76,,,180,USA-VIRGINIA,"DELMAR PEN,CHESAPEAKE B.",35,LO,,,,NK: Nikon 35mm film camera,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,44,30,199106__,,36.8,-76.4,,,180,USA-VIRGINIA,"NORFOLK,NEWPORT NEWS,CST",15,NV,,,,NK: Nikon 35mm film camera,"VELVI: Fuji, natural color positive, Velvia 50, CS 135-36, ASA 32, standard base.",,,,CatalogedWithCenterPoint
STS040,44,29,199106__,,37.5,-77.5,,,180,USA-VIRGINIA,"RICHMOND AREA,HWY 95",20,LO,,,,NK: Nikon 35mm film camera,"VELVI: Fuji, natural color positive, Velvia 50, CS 135-36, ASA 32, standard base.",,,,CatalogedWithCenterPoint
STS040,44,28,199106__,,37.5,-77.5,,,180,USA-VIRGINIA,"RICHMOND AREA,HWY 95",20,LO,,,,NK: Nikon 35mm film camera,"VELVI: Fuji, natural color positive, Velvia 50, CS 135-36, ASA 32, standard base.",,,,CatalogedWithCenterPoint
STS040,72,29,19910606,164523,38.3,-76.4,38.4,-77.1,250,USA-VIRGINIA,"PAUTUXENT R.NAS,CHES.BAY",50,15,E,161,73,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,72,28,19910606,164509,37.1,-76.3,38.5,-78.3,250,USA-VIRGINIA,"NORFOLK,JAMES R,CHES.BAY",50,43,SE,158,73,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,73,25,19910605,150606,36.5,-77,37.4,-77.1,50,USA-VIRGINIA,"CST,OUTER BANKS,MD.PEN.",80,19,S,110,60,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,75,10,19910608,151609,38,-79,39.1,-85.9,50,USA-VIRGINIA,"CHES.BAY,CST-PANORAMA",40,HO,E,106,55,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,77,50,19910606,164546,38,-75.5,38.1,-74.7,50,USA-VIRGINIA,CHESAPEAKE BAY-COAST,50,17,W,169,74,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,77,49,19910606,164539,38,-76,38.1,-75.2,50,USA-VIRGINIA,CHESAPEAKE BAY-CLOUDS,65,17,W,167,74,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,77,19,19910606,150948,37,-76,38.3,-79.8,50,USA-VIRGINIA,FUZZY-NORFOLK-VA BEACH,75,HO,E,110,58,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,88,BC,199106__,,37,-76,,,250,USA-VIRGINIA,"NORFOLK,SHUTTLE WING",45,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,88,BB,199106__,,37,-76.5,,,250,USA-VIRGINIA,"NORFOLK,SHUTTLE WING",25,LO,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,88,Q,199106__,,37,-76,,,250,USA-VIRGINIA,"NORFOLK, NEWPORT NEWS",20,NV,,,,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,89,20,19910609,134608,38,-75.5,38.4,-80.4,100,USA-VIRGINIA,PAN.DELMARVA PENINSULA,50,HO,E,92,41,HB: Hasselblad,"2443: Kodak Aerochrome 2443, color IR, thin base, EA-5 process thru June 1999, E-6 process afterward.",,,,CatalogedWithCenterPoint
STS040,89,J,199106__,,38,-75.5,,,100,USA-VIRGINIA,PAN-CHESAPEAKE BAY AREA,30,HO,,,,HB: Hasselblad,"2443: Kodak Aerochrome 2443, color IR, thin base, EA-5 process thru June 1999, E-6 process afterward.",,,,CatalogedWithCenterPoint
STS040,89,G,199106__,,37.5,-75.5,,,100,USA-VIRGINIA,PAN-CHESAPEAKE BAY AREA,25,HO,,,,HB: Hasselblad,"2443: Kodak Aerochrome 2443, color IR, thin base, EA-5 process thru June 1999, E-6 process afterward.",,,,CatalogedWithCenterPoint
STS040,89,E,199106__,,37.5,-76,,,100,USA-VIRGINIA,"PANORAMA,MID-ATLANTIC ST",50,,,,,HB: Hasselblad,"2443: Kodak Aerochrome 2443, color IR, thin base, EA-5 process thru June 1999, E-6 process afterward.",,,,CatalogedWithCenterPoint
STS040,151,198,19910610,152401,36.5,-76,37.7,-81.8,90,USA-VIRGINIA,MOUTH CHESAPEAKE BAY,30,LO,E,110,59,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,151,128,19910609,152121,38,-78,38.3,-77.8,90,USA-VIRGINIA,CHARLOTTESVILLE AREA,5,8,SW,115,62,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,"STS040-151-128  Blue Ridge Mountains; Charlottesville, Virginia, U.S.A.  June 1991<br>The boundary separating the Coastal Plain and the Piedmont Region of this section of Virginia can be seen traversing the image from above center left to below center right in this low-oblique image.  The upper half of the image shows the gently rolling low forested hills of the Coastal Plain.  The lower half of the image shows the Piedmont Region, that is related to the foothills of the Appalachians.  The forest-covered Blue Ridge Mountains are visible at the bottom portion of the scene.  A small portion of the Potomac River is visible in the upper left of the image.  At the right side of the image midway between the clouds over the Blue Ridge Mountains and the Coastal Plain/Piedmont boundary, the city of Charlottesville is barely discernible.  The city is located on the Rivanna River, in a Piedmont farm region known for its apples.  Charlottesville is the seat of the University of Virginia.  Nearby are Monticello, home of the former United States President Thomas Jefferson, and Ashlawn, home of former United States President James Monroe.<br>",,CatalogedWithCenterPoint
STS040,151,127,19910609,152107,38.5,-79,38.4,-78.9,90,USA-VIRGINIA,"HARRISONBURG AREA,I81",10,3,NW,114,61,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,"STS040-151-127  Appalachian Mountains Near Harrisonburg, Virginia, U.S.A.  June 1991<br>Portions of the forested Appalachian Mountains near Harrisonburg can be seen in this south-southeast, low oblique view.  The Appalachian Mountains are a much-eroded remnant of a great mountain system that formed nearly 300 million years ago by folding of sedimentary rocks.  They are covered largely by the most intense deciduous forests anywhere in the world.  The Great Appalachian Valley, seen traversing the scene from left to right in the upper portion of the image, is a chain of lowlands extending along most of the systems length.  The valley has long been a major north-south highway and is one of the most fertile areas in the eastern United States.  Harrisonburg, barely discernible in the central valley, is a processing center in the middle of a poultry, dairy, and livestock area.<br>",,CatalogedWithCenterPoint
STS040,151,67,19910608,151809,37.5,-75,38.9,-76,90,USA-VIRGINIA,"CHESAPEAKE BAY,NORFOLK",40,34,SE,117,62,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,151,66,19910608,151744,37.5,-77,39,-78,90,USA-VIRGINIA,"CHESAPEAKE BAY,NORFOLK",40,35,SE,115,61,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,151,65,19910608,151730,37.5,-77.5,39.1,-79.2,90,USA-VIRGINIA,"CHESAPEAKE BAY,NORFOLK",50,42,SE,113,60,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,151,59,19910608,134248,37,-76,37.5,-78.3,90,USA-VIRGINIA,"NORFOLK AREA,SUNGLINT",50,HO,E,92,43,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,151,57,19910608,134214,36,-76.5,37,-80.9,90,USA-VIRGINIA,PAN.MID-ATLANTIC COAST,80,HO,E,90,40,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,151,56,19910608,134200,36,-77,36.7,-82,90,USA-VIRGINIA,PAN.MID-ATLANTIC COAST,70,HO,E,89,39,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,151,39,19910607,164935,37,-76,36.7,-75.2,90,USA-VIRGINIA,"NORFOLK,MOUTH CHESAPEAKE",70,18,W,170,76,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,"<br>STS040-151-039 Lower Chesapeake Bay seen without sunglint.  Here,<br>reflected light comes mostly from beneath the water surface.<br>Various underwater features can be seen, including sandbars<br>(light colored areas) and large canopies of submerged vegetation<br>(dark areas adjacent to the shore).  The vegetated areas are used<br>by various species of commercially important fish and shellfish<br>as breeding grounds.<br><br>",,CatalogedWithCenterPoint
STS040,151,38,19910607,164927,37,-76.5,36.8,-75.8,90,USA-VIRGINIA,"NORFOLK,MOUTH CHESAPEAKE",70,16,W,167,75,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,151,37,19910607,164913,37,-76.5,37,-76.9,90,USA-VIRGINIA,"NORFOLK,MOUTH CHESAPEAKE",70,9,E,163,75,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,"<br>STS040-151-037 Lower Chesapeake Bay seen in sunglint.  Since sun-<br>glint is light reflected from the water surface, submerged<br>features,  such as sandbars and submerged vegetation, are ob-<br>scured.<br><br><br>",,CatalogedWithCenterPoint
STS040,151,36,19910607,164814,37,-83,37.9,-81.5,90,USA-VIRGINIA,"PANORAMA,APPALACHIAN MTS",90,HO,SW,149,73,LH: Linhof,"QX868: Kodak, natural color positive, Ektachrome QX868(5017 emulsion), ASA 64, thin base.",,,,CatalogedWithCenterPoint
STS040,604,2,199106__,,37.5,-76,,,100,USA-VIRGINIA,"NORFOLK, CHESAPEAKE BAY",40,LO,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,604,1,199106__,,36.5,-76.5,,,100,USA-VIRGINIA,"NORFOLK, CAPE HATTERAS",35,LO,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,606,35,199106__,,38,-79,,,100,USA-VIRGINIA,"APPALACHIANS, OHIO RIVER",15,HO,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,614,47,199106__,,37.5,-75.5,,,250,USA-VIRGINIA,"DELMAVA PEN., EDDIES",0,LO,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,"<br>STS040-614-047 and STS040-614-048 These sunglint photographs,<br>taken along the coast of Virginia at the mouth of Chesapeake Bay,<br>show an incredible amount of horizontal variability, the likes of<br>which have never been seen before in this area.  It's not that<br>this variability is unique, but rather that surface measurements<br>and satellite imagery of water color do not show structure of<br>this complexity.  Presently, the hand-held photographs of the<br>sunglint pattern collected during Space Shuttle flights are the<br>only data that reveal these potentially important features.<br><br><br><br><br>Norfolk and the mouth of the Chesapeake Bay, VA, (37.5N, 75.5W) was exposed in sunglint conditions to emphasizes water surface patterns. Outgoing tides from the bay generate considerable turbulence as they encounter coastal ocean currents and can be observed as differences in the reflective properties of the water surface. Smooth flowing water has high reflectivity. Turbulent water has a rough surface and low reflectance. Ship wakes can also be seen.",,CatalogedWithCenterPoint
STS040,614,46,199106__,,37,-76,,,250,USA-VIRGINIA,"NORFOLK, DELMARVA PEN.",0,LO,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,"Sunglint on Chesapeake Bay<br>In this photograph of the lower Chesapeake Bay and adjacent <br>coastal waters of the Atlantic Ocean, glint-roughness and <br>color variation patterns provide a graphic demonstration of <br>surface layer complexities and inferred <br>oceanographic/atmospheric processes.  Glint patterns are the <br>result of Sun reflections off small-scale surface waves, <br>whose spatial distribution is determined by a variety of <br>ocean-air boundary layer interactions.  Color changes are <br>related to bio-optic variability in regional water masses.<br>  The photo was taken at midday on June 8, 1991, on an <br>ebbing tide by the STS-40 space shuttle crew from an <br>altitude of 196 km (106 nm).  The film was underexposed to <br>show details in the bright sunglint.  As a result, land <br>areas appear dark.<br>  The enhanced land/water boundary reveals the intricate <br>structure of the tidal dominated salt marshes along <br>Virginia's Eastern Shore.  The broader bright areas are <br>tide-covered flats.  Spanning the mouth of the Chesapeake <br>Bay is the Chesapeake Bay Bridge/Tunnel.<br>  Complex surface roughness patterns are especially visible <br>in the coastal waters off the Eastern Shore, where the <br>central sunglint area displays slicks of concentrated oils <br>(surfactants).  Numerous swirls and eddies indicative of <br>surface and subsurface ocean processes are outlined in these <br>patterns.  The large sunglint streak (upper right) suggests <br>that cool northern Middle Atlantic Bight Water had <br>penetrated southward and, by altering the atmospheric <br>boundary layer's stability, reduced local wind stress.  This <br>produced a relatively smoother water surface, creating an <br>outline of the jet-like structure.<br>  Farther south, a plume flowing from Chesapeake Bay extends <br>southward along Virginia Beach.  A strong front (dashed <br>lines in sketch) separates the fresher bay water within the <br>plume from the more saline ocean water.  Although this <br>southerly plume extension is a common occurrence, the <br>northern edge of the plume is less understood.  This <br>photograph shows evidence of a complex interaction in the <br>area between the plume and the immediate shelf waters.  This <br>may be due to the periodic shifts in the strength and <br>direction of the tidal current.  Several ship wakes can <br>clearly be seen in the highly intriguing smooth patch lying <br>just outside the bay entrance. (Paul E LaViolette, <br>Mississippi State University Research Center: Donald R. <br>Johnson, Naval Oceanographic and Atmospheric Research <br>Laboratory; and Steven G. Ackleson, Lockheed Engineering and <br>Science Company.)<br><br><br>",,CatalogedWithCenterPoint
STS040,614,45,199106__,,37,-80,,,250,USA-VIRGINIA,ROANOKE,5,LO,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,614,44,199106__,,37,-81,,,250,USA-VIRGINIA,APPALACHIAN MTS.,20,NV,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,614,43,199106__,,37,-82,,,250,USA-VIRGINIA,APPALACHIAN MTS.,15,NV,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS040,614,42,199106__,,37,-82,,,250,USA-VIRGINIA,APPALACHIAN MTS.,25,LO,,,,RX: Rolleiflex,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS042,81,86,19920124,151746,37,-76,42.8,-80.9,250,USA-VIRGINIA,"PAN,OBLIQUE,CHESAPEAKE B",40,HO,SE,145,20,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS042,81,85,19920124,151722,37,-76,41.7,-82.4,250,USA-VIRGINIA,"PAN,OBLIQUE,CHESAPEAKE B",40,HO,SE,144,21,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS045,10,9,1992____,,37,-76,,,,USA-VIRGINIA,"NORFOLK, VIRGINIA BEACH",0,NV,,,,NK: Nikon 35mm film camera,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS045,10,7,1992____,,38.5,-77,,,,USA-VIRGINIA,CHESAPEAKE BAY,10,LO,,,,NK: Nikon 35mm film camera,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
STS045,72,18,19920324,211450,37.5,-76,38.8,-73.4,100,USA-VIRGINIA,CHESAPEAKE BAY ENTRANCE,0,47,SW,254,21,HB: Hasselblad,"5017: Kodak, natural color positive, Ektachrome, X Professional, ASA 64, standard base.",,,,CatalogedWithCenterPoint
