Localitie,Title,URL
Arlington County,Open Data Portal,https://data.arlingtonva.us/
Lynchburg,Open Data Portal,http://data.cityoflynchburg.opendata.arcgis.com/
Richmond,Open Data Portal,https://data.richmondgov.com/
Virginia Beach,Open Budget,http://budgetdata.vbgov.com/#!/year/default
Virginia Beach,Virginia Beach Open Performance Portal,https://performance.vbgov.com/
