Zip Code,City,County
22843,Mount Solon,Augusta
22939,Fishersville,Augusta
22952,Lyndhurst,Augusta
24411,Augusta Springs,Augusta
24421,Churchville,Augusta
24430,Craigsville,Augusta
24431,Crimora,Augusta
24432,Deerfield,Augusta
24437,Fort Defiance,Augusta
24440,Greenville,Augusta
24459,Middlebrook,Augusta
24463,Mint Spring,Augusta
24467,Mount Sidney,Augusta
24469,New Hope,Augusta
24476,Steeles Tavern,Augusta
24477,Stuarts Draft,Augusta
24479,Swoope,Augusta
24482,Verona,Augusta
24485,West Augusta,Augusta
24486,Weyers Cave,Augusta
24412,Bacova,Bath
24445,Hot Springs,Bath
24460,Millboro,Bath
24484,Warm Springs,Bath
24487,Williamsville,Bath
24095,Goodview,Bedford
24104,Huddleston,Bedford
24121,Moneta,Bedford
24122,Montvale,Bedford
24174,Thaxton,Bedford
24178,Villamont,Bedford
24523,Bedford,Bedford
24526,Big Island,Bedford
24536,Coleman Falls,Bedford
24551,Forest,Bedford
24556,Goode,Bedford
24570,Lowry,Bedford
24314,Bastian,Bland
24315,Bland,Bland
24318,Ceres,Bland
24366,Rocky Gap,Bland
24050,Roanoke,Botetourt
24064,Blue Ridge,Botetourt
24066,Buchanan,Botetourt
24077,Cloverdale,Botetourt
24083,Daleville,Botetourt
24085,Eagle Rock,Botetourt
24090,Fincastle,Botetourt
24130,Oriskany,Botetourt
24175,Troutville,Botetourt
24438,Glen Wilton,Botetourt
24201,Bristol,Bristol
24203,Bristol,Bristol
24209,Bristol,Bristol
23821,Alberta,Brunswick
23843,Dolphin,Brunswick
23845,Ebony,Brunswick
23856,Freeman,Brunswick
23857,Gasburg,Brunswick
23868,Lawrenceville,Brunswick
23873,Meredithville,Brunswick
23876,Rawlings,Brunswick
23887,Valentines,Brunswick
23889,Warfield,Brunswick
23893,White Plains,Brunswick
23920,Brodnax,Brunswick
24239,Davenport,Buchanan
24603,Big Rock,Buchanan
24614,Grundy,Buchanan
24620,Hurley,Buchanan
24624,Keen Mountain,Buchanan
24627,Mavisdale,Buchanan
24628,Maxie,Buchanan
24631,Oakwood,Buchanan
24634,Pilgrims Knob,Buchanan
24639,Raven,Buchanan
24646,Rowe,Buchanan
24647,Shortt Gap,Buchanan
24656,Vansant,Buchanan
24657,Whitewood,Buchanan
24658,Wolford,Buchanan
23004,Arvonia,Buckingham
23123,New Canton,Buckingham
23921,Buckingham,Buckingham
23936,Dillwyn,Buckingham
24562,Howardsville,Buckingham
24599,Wingina,Buckingham
24416,Buena Vista,Buena Vista City
24517,Altavista,Campbell
24528,Brookneal,Campbell
24538,Concord,Campbell
24550,Evington,Campbell
24554,Gladys,Campbell
24571,Lynch Station,Campbell
24576,Naruna,Campbell
24588,Rustburg,Campbell
22427,Bowling Green,Caroline
22428,Bowling Green,Caroline
22446,Corbin,Caroline
22501,Ladysmith,Caroline
22514,Milford,Caroline
22535,Port Royal,Caroline
22538,Rappahannock Academy,Caroline
22546,Ruther Glen,Caroline
22552,Sparta,Caroline
22580,Woodford,Caroline
24317,Cana,Carroll
24325,Dugspur,Carroll
24328,Fancy Gap,Carroll
24343,Hillsville,Carroll
24351,Lambsburg,Carroll
24352,Laurel Fork,Carroll
24381,Woodlawn,Carroll
23030,Charles City,Charles City
23147,Ruthville,Charles City
23923,Charlotte Court House,Charlotte
23934,Cullen,Charlotte
23937,Drakes Branch,Charlotte
23947,Keysville,Charlotte
23959,Phenix,Charlotte
23962,Randolph,Charlotte
23963,Red House,Charlotte
23964,Red Oak,Charlotte
23967,Saxe,Charlotte
23976,Wylliesburg,Charlotte
22902,Charlottesville,Charlottesville City
22903,Charlottesville,Charlottesville City
22904,Charlottesville,Charlottesville City
22905,Charlottesville,Charlottesville City
22906,Charlottesville,Charlottesville City
22907,Charlottesville,Charlottesville City
22908,Charlottesville,Charlottesville City
22910,Charlottesville,Charlottesville City
23320,Chesapeake,Chesapeake City
23321,Chesapeake,Chesapeake City
23322,Chesapeake,Chesapeake City
23323,Chesapeake,Chesapeake City
23324,Chesapeake,Chesapeake City
23325,Chesapeake,Chesapeake City
23326,Chesapeake,Chesapeake City
23327,Chesapeake,Chesapeake City
23328,Chesapeake,Chesapeake City
23112,Midlothian,Chesterfield
23113,Midlothian,Chesterfield
23114,Midlothian,Chesterfield
23120,Moseley,Chesterfield
23234,Richmond,Chesterfield
23235,Richmond,Chesterfield
23236,Richmond,Chesterfield
23237,Richmond,Chesterfield
23297,Richmond,Chesterfield
23831,Chester,Chesterfield
23832,Chesterfield,Chesterfield
23836,Chester,Chesterfield
23838,Chesterfield,Chesterfield
20130,Paris,Clarke
20135,Bluemont,Clarke
22611,Berryville,Clarke
22620,Boyce,Clarke
22646,Millwood,Clarke
22663,White Post,Clarke
23834,Colonial Heights,Colonial Heights City
24426,Covington,Covington City
24127,New Castle,Craig
24131,Paint Bank,Craig
20106,Amissville,Culpeper
22701,Culpeper,Culpeper
22713,Boston,Culpeper
22714,Brandy Station,Culpeper
22718,Elkwood,Culpeper
22724,Jeffersonton,Culpeper
22726,Lignum,Culpeper
22729,Mitchells,Culpeper
22733,Rapidan,Culpeper
22736,Richardsville,Culpeper
22737,Rixeyville,Culpeper
22741,Stevensburg,Culpeper
22746,Viewtown,Culpeper
23027,Cartersville,Cumberland
23040,Cumberland,Cumberland
24540,Danville,Danville City
24541,Danville,Danville City
24543,Danville,Danville City
24544,Danville,Danville City
24217,Bee,Dickenson
24220,Birchleaf,Dickenson
24226,Clinchco,Dickenson
24228,Clintwood,Dickenson
24256,Haysi,Dickenson
24269,Mc Clure,Dickenson
24272,Nora,Dickenson
24607,Breaks,Dickenson
23822,Ammon,Dinwiddie
23830,Carson,Dinwiddie
23833,Church Road,Dinwiddie
23840,Dewitt,Dinwiddie
23841,Dinwiddie,Dinwiddie
23850,Ford,Dinwiddie
23872,Mc Kenney,Dinwiddie
23885,Sutherland,Dinwiddie
23894,Wilsons,Dinwiddie
22436,Caret,Essex
22437,Center Cross,Essex
22438,Champlain,Essex
22454,Dunnsville,Essex
22476,Hustle,Essex
22504,Laneview,Essex
22509,Loretto,Essex
22560,Tappahannock,Essex
23115,Millers Tavern,Essex
20120,Centreville,Fairfax
20121,Centreville,Fairfax
20122,Centreville,Fairfax
20124,Clifton,Fairfax
20151,Chantilly,Fairfax
20153,Chantilly,Fairfax
20170,Herndon,Fairfax
20171,Herndon,Fairfax
20172,Herndon,Fairfax
20190,Reston,Fairfax
20191,Reston,Fairfax
20192,Herndon,Fairfax
20193,Reston,Fairfax
20194,Reston,Fairfax
20195,Reston,Fairfax
20196,Reston,Fairfax
22003,Annandale,Fairfax
22009,Burke,Fairfax
22015,Burke,Fairfax
22027,Dunn Loring,Fairfax
22031,Fairfax,Fairfax
22032,Fairfax,Fairfax
22033,Fairfax,Fairfax
22034,Fairfax,Fairfax
22035,Fairfax,Fairfax
22036,Fairfax,Fairfax
22037,Fairfax,Fairfax
22039,Fairfax Station,Fairfax
22041,Falls Church,Fairfax
22042,Falls Church,Fairfax
22043,Falls Church,Fairfax
22044,Falls Church,Fairfax
22047,Falls Church,Fairfax
22060,Fort Belvoir,Fairfax
22066,Great Falls,Fairfax
22067,Greenway,Fairfax
22079,Lorton,Fairfax
22081,Merrifield,Fairfax
22082,Merrifield,Fairfax
22092,Herndon,Fairfax
22095,Herndon,Fairfax
22096,Reston,Fairfax
22101,Mc Lean,Fairfax
22102,Mc Lean,Fairfax
22103,West Mclean,Fairfax
22106,Mc Lean,Fairfax
22107,Mc Lean,Fairfax
22108,Mc Lean,Fairfax
22109,Mc Lean,Fairfax
22116,Merrifield,Fairfax
22118,Merrifield,Fairfax
22119,Merrifield,Fairfax
22120,Merrifield,Fairfax
22121,Mount Vernon,Fairfax
22122,Newington,Fairfax
22124,Oakton,Fairfax
22150,Springfield,Fairfax
22151,Springfield,Fairfax
22152,Springfield,Fairfax
22153,Springfield,Fairfax
22156,Springfield,Fairfax
22158,Springfield,Fairfax
22159,Springfield,Fairfax
22160,Springfield,Fairfax
22161,Springfield,Fairfax
22180,Vienna,Fairfax
22181,Vienna,Fairfax
22182,Vienna,Fairfax
22183,Vienna,Fairfax
22184,Vienna,Fairfax
22185,Vienna,Fairfax
22199,Lorton,Fairfax
22303,Alexandria,Fairfax
22306,Alexandria,Fairfax
22307,Alexandria,Fairfax
22308,Alexandria,Fairfax
22309,Alexandria,Fairfax
22310,Alexandria,Fairfax
22312,Alexandria,Fairfax
22315,Alexandria,Fairfax
22321,Alexandria,Fairfax
22030,Fairfax,Fairfax City
22038,Fairfax,Fairfax City
22040,Falls Church,Falls Church City
22046,Falls Church,Falls Church City
20115,Marshall,Fauquier
20116,Marshall,Fauquier
20119,Catlett,Fauquier
20128,Orlean,Fauquier
20137,Broad Run,Fauquier
20138,Calverton,Fauquier
20139,Casanova,Fauquier
20140,Rectortown,Fauquier
20144,Delaplane,Fauquier
20184,Upperville,Fauquier
20185,Upperville,Fauquier
20186,Warrenton,Fauquier
20187,Warrenton,Fauquier
20188,Warrenton,Fauquier
20198,The Plains,Fauquier
22639,Hume,Fauquier
22643,Markham,Fauquier
22712,Bealeton,Fauquier
22720,Goldvein,Fauquier
22728,Midland,Fauquier
22734,Remington,Fauquier
22739,Somerville,Fauquier
22742,Sumerduck,Fauquier
24072,Check,Floyd
24079,Copper Hill,Floyd
24091,Floyd,Floyd
24105,Indian Valley,Floyd
24380,Willis,Floyd
22963,Palmyra,Fluvanna
22974,Troy,Fluvanna
23022,Bremo Bluff,Fluvanna
23055,Fork Union,Fluvanna
23084,Kents Store,Fluvanna
24065,Boones Mill,Franklin
24067,Callaway,Franklin
24088,Ferrum,Franklin
24092,Glade Hill,Franklin
24101,Hardy,Franklin
24102,Henry,Franklin
24137,Penhook,Franklin
24146,Redwood,Franklin
24151,Rocky Mount,Franklin
24176,Union Hall,Franklin
24184,Wirtz,Franklin
23851,Franklin,Franklin City
22602,Winchester,Frederick
22603,Winchester,Frederick
22622,Brucetown,Frederick
22624,Clear Brook,Frederick
22625,Cross Junction,Frederick
22637,Gore,Frederick
22638,Winchester,Frederick
22645,Middletown,Frederick
22654,Star Tannery,Frederick
22655,Stephens City,Frederick
22656,Stephenson,Frederick
22401,Fredericksburg,Fredericksburg City
22402,Fredericksburg,Fredericksburg City
22404,Fredericksburg,Fredericksburg City
24333,Galax,Galax City
24086,Eggleston,Giles
24093,Glen Lyn,Giles
24124,Narrows,Giles
24128,Newport,Giles
24134,Pearisburg,Giles
24136,Pembroke,Giles
24147,Rich Creek,Giles
24150,Ripplemead,Giles
24167,Staffordsville,Giles
23001,Achilles,Gloucester
23003,Ark,Gloucester
23018,Bena,Gloucester
23050,Dutton,Gloucester
23061,Gloucester,Gloucester
23062,Gloucester Point,Gloucester
23072,Hayes,Gloucester
23107,Maryus,Gloucester
23131,Ordinary,Gloucester
23154,Schley,Gloucester
23155,Severn,Gloucester
23178,Ware Neck,Gloucester
23183,White Marsh,Gloucester
23184,Wicomico,Gloucester
23190,Woods Cross Roads,Gloucester
23014,Beaumont,Goochland
23038,Columbia,Goochland
23039,Crozier,Goochland
23063,Goochland,Goochland
23065,Gum Spring,Goochland
23067,Hadensville,Goochland
23102,Maidens,Goochland
23103,Manakin Sabot,Goochland
23129,Oilville,Goochland
23153,Sandy Hook,Goochland
23160,State Farm,Goochland
24292,Whitetop,Grayson
24326,Elk Creek,Grayson
24330,Fries,Grayson
24348,Independence,Grayson
24363,Mouth Of Wilson,Grayson
24378,Troutdale,Grayson
22935,Dyke,Greene
22965,Quinque,Greene
22968,Ruckersville,Greene
22973,Stanardsville,Greene
23847,Emporia,Greensville
23867,Jarratt,Greensville
23870,Jarratt,Greensville
23879,Skippers,Greensville
24520,Alton,Halifax
24534,Clover,Halifax
24535,Cluster Springs,Halifax
24539,Crystal Hill,Halifax
24558,Halifax,Halifax
24577,Nathalie,Halifax
24589,Scottsburg,Halifax
24592,South Boston,Halifax
24597,Vernon Hill,Halifax
24598,Virgilina,Halifax
23630,Hampton,Hampton City
23651,Fort Monroe,Hampton City
23661,Hampton,Hampton City
23663,Hampton,Hampton City
23664,Hampton,Hampton City
23666,Hampton,Hampton City
23667,Hampton,Hampton City
23668,Hampton,Hampton City
23669,Hampton,Hampton City
23670,Hampton,Hampton City
23681,Hampton,Hampton City
23005,Ashland,Hanover
23015,Beaverdam,Hanover
23047,Doswell,Hanover
23069,Hanover,Hanover
23111,Mechanicsville,Hanover
23116,Mechanicsville,Hanover
23146,Rockville,Hanover
23162,Studley,Hanover
23192,Montpelier,Hanover
22801,Harrisonburg,Harrisonburg City
22802,Harrisonburg,Harrisonburg City
22803,Harrisonburg,Harrisonburg City
22807,Harrisonburg,Harrisonburg City
23058,Glen Allen,Henrico
23059,Glen Allen,Henrico
23060,Glen Allen,Henrico
23075,Highland Springs,Henrico
23150,Sandston,Henrico
23226,Richmond,Henrico
23227,Richmond,Henrico
23228,Richmond,Henrico
23229,Richmond,Henrico
23230,Richmond,Henrico
23231,Richmond,Henrico
23233,Richmond,Henrico
23238,Richmond,Henrico
23242,Richmond,Henrico
23250,Richmond,Henrico
23255,Richmond,Henrico
23288,Richmond,Henrico
23294,Richmond,Henrico
24054,Axton,Henry
24055,Bassett,Henry
24078,Collinsville,Henry
24089,Fieldale,Henry
24148,Ridgeway,Henry
24165,Spencer,Henry
24168,Stanleytown,Henry
24413,Blue Grass,Highland
24433,Doe Hill,Highland
24442,Head Waters,Highland
24458,Mc Dowell,Highland
24465,Monterey,Highland
24468,Mustoe,Highland
23860,Hopewell,Hopewell City
23304,Battery Park,Isle Of Wight
23314,Carrollton,Isle Of Wight
23315,Carrsville,Isle Of Wight
23397,Isle Of Wight,Isle Of Wight
23424,Rescue,Isle Of Wight
23430,Smithfield,Isle Of Wight
23431,Smithfield,Isle Of Wight
23487,Windsor,Isle Of Wight
23898,Zuni,Isle Of Wight
23081,Jamestown,James City
23127,Norge,James City
23168,Toano,James City
23185,Williamsburg,James City
23188,Williamsburg,James City
23023,Bruington,King And Queen
23085,King And Queen Court House,King And Queen
23091,Little Plymouth,King And Queen
23108,Mascot,King And Queen
23110,Mattaponi,King And Queen
23126,Newtown,King And Queen
23148,Saint Stephens Church,King And Queen
23156,Shacklefords,King And Queen
23161,Stevensville,King And Queen
23177,Walkerton,King And Queen
22448,Dahlgren,King George
22451,Dogue,King George
22481,Jersey,King George
22485,King George,King George
22526,Ninde,King George
22544,Rollins Fork,King George
22547,Sealston,King George
23009,Aylett,King William
23086,King William,King William
23106,Manquin,King William
23181,West Point,King William
22480,Irvington,Lancaster
22482,Kilmarnock,Lancaster
22503,Lancaster,Lancaster
22507,Lively,Lancaster
22513,Merry Point,Lancaster
22517,Mollusk,Lancaster
22523,Morattico,Lancaster
22528,Nuttsville,Lancaster
22576,Weems,Lancaster
22578,White Stone,Lancaster
24218,Ben Hur,Lee
24221,Blackwater,Lee
24243,Dryden,Lee
24248,Ewing,Lee
24263,Jonesville,Lee
24265,Keokee,Lee
24277,Pennington Gap,Lee
24281,Rose Hill,Lee
24282,Saint Charles,Lee
24450,Lexington,Lexington City
20101,Dulles,Loudoun
20102,Dulles,Loudoun
20103,Dulles,Loudoun
20104,Dulles,Loudoun
20105,Aldie,Loudoun
20107,Arcola,Loudoun
20117,Middleburg,Loudoun
20118,Middleburg,Loudoun
20129,Paeonian Springs,Loudoun
20131,Philomont,Loudoun
20132,Purcellville,Loudoun
20134,Purcellville,Loudoun
20141,Round Hill,Loudoun
20142,Round Hill,Loudoun
20146,Ashburn,Loudoun
20147,Ashburn,Loudoun
20148,Ashburn,Loudoun
20149,Ashburn,Loudoun
20152,Chantilly,Loudoun
20158,Hamilton,Loudoun
20159,Hamilton,Loudoun
20160,Lincoln,Loudoun
20163,Sterling,Loudoun
20164,Sterling,Loudoun
20165,Sterling,Loudoun
20166,Sterling,Loudoun
20167,Sterling,Loudoun
20175,Leesburg,Loudoun
20176,Leesburg,Loudoun
20177,Leesburg,Loudoun
20178,Leesburg,Loudoun
20180,Lovettsville,Loudoun
20189,Dulles,Loudoun
20197,Waterford,Loudoun
20199,Dulles,Loudoun
22093,Ashburn,Loudoun
23024,Bumpass,Louisa
23093,Louisa,Louisa
23117,Mineral,Louisa
23170,Trevilians,Louisa
23938,Dundas,Lunenburg
23941,Fort Mitchell,Lunenburg
23944,Kenbridge,Lunenburg
23952,Lunenburg,Lunenburg
23974,Victoria,Lunenburg
24501,Lynchburg,Lynchburg City
24502,Lynchburg,Lynchburg City
24503,Lynchburg,Lynchburg City
24504,Lynchburg,Lynchburg City
24505,Lynchburg,Lynchburg City
24506,Lynchburg,Lynchburg City
24512,Lynchburg,Lynchburg City
24513,Lynchburg,Lynchburg City
24514,Lynchburg,Lynchburg City
24515,Lynchburg,Lynchburg City
22709,Aroda,Madison
22711,Banco,Madison
22715,Brightwood,Madison
22719,Etlan,Madison
22721,Graves Mill,Madison
22722,Haywood,Madison
22723,Hood,Madison
22725,Leon,Madison
22727,Madison,Madison
22730,Oakpark,Madison
22731,Pratts,Madison
22732,Radiant,Madison
22735,Reva,Madison
22738,Rochelle,Madison
22743,Syria,Madison
22748,Wolftown,Madison
22948,Locust Dale,Madison
22989,Woodberry Forest,Madison
20108,Manassas,Manassas City
20110,Manassas,Manassas City
20113,Manassas,Manassas Park City
24112,Martinsville,Martinsville City
24113,Martinsville,Martinsville City
24114,Martinsville,Martinsville City
24115,Martinsville,Martinsville City
23021,Bohannon,Mathews
23025,Cardinal,Mathews
23035,Cobbs Creek,Mathews
23045,Diggs,Mathews
23056,Foster,Mathews
23064,Grimstead,Mathews
23066,Gwynn,Mathews
23068,Hallieford,Mathews
23076,Hudgins,Mathews
23109,Mathews,Mathews
23119,Moon,Mathews
23125,New Point,Mathews
23128,North,Mathews
23130,Onemo,Mathews
23138,Port Haywood,Mathews
23163,Susan,Mathews
23915,Baskerville,Mecklenburg
23917,Boydton,Mecklenburg
23919,Bracey,Mecklenburg
23924,Chase City,Mecklenburg
23927,Clarksville,Mecklenburg
23950,La Crosse,Mecklenburg
23968,Skipwith,Mecklenburg
23970,South Hill,Mecklenburg
24529,Buffalo Junction,Mecklenburg
24580,Nelson,Mecklenburg
23031,Christchurch,Middlesex
23032,Church View,Middlesex
23043,Deltaville,Middlesex
23070,Hardyville,Middlesex
23071,Hartfield,Middlesex
23079,Jamaica,Middlesex
23092,Locust Hill,Middlesex
23149,Saluda,Middlesex
23169,Topping,Middlesex
23175,Urbanna,Middlesex
23176,Wake,Middlesex
23180,Water View,Middlesex
24060,Blacksburg,Montgomery
24061,Blacksburg,Montgomery
24062,Blacksburg,Montgomery
24063,Blacksburg,Montgomery
24068,Christiansburg,Montgomery
24073,Christiansburg,Montgomery
24087,Elliston,Montgomery
24111,Mc Coy,Montgomery
24138,Pilot,Montgomery
24149,Riner,Montgomery
24162,Shawsville,Montgomery
22920,Afton,Nelson
22922,Arrington,Nelson
22938,Faber,Nelson
22949,Lovingston,Nelson
22958,Nellysford,Nelson
22964,Piney River,Nelson
22967,Roseland,Nelson
22969,Schuyler,Nelson
22971,Shipman,Nelson
22976,Tyro,Nelson
24464,Montebello,Nelson
24553,Gladstone,Nelson
24581,Norwood,Nelson
23011,Barhamsville,New Kent
23089,Lanexa,New Kent
23124,New Kent,New Kent
23140,Providence Forge,New Kent
23141,Quinton,New Kent
23601,Newport News,Newport News City
23602,Newport News,Newport News City
23603,Newport News,Newport News City
23604,Fort Eustis,Newport News City
23605,Newport News,Newport News City
23606,Newport News,Newport News City
23607,Newport News,Newport News City
23608,Newport News,Newport News City
23609,Newport News,Newport News City
23612,Newport News,Newport News City
23628,Newport News,Newport News City
23501,Norfolk,Norfolk City
23502,Norfolk,Norfolk City
23503,Norfolk,Norfolk City
23504,Norfolk,Norfolk City
23505,Norfolk,Norfolk City
23506,Norfolk,Norfolk City
23507,Norfolk,Norfolk City
23508,Norfolk,Norfolk City
23509,Norfolk,Norfolk City
23510,Norfolk,Norfolk City
23511,Norfolk,Norfolk City
23512,Norfolk,Norfolk City
23513,Norfolk,Norfolk City
23514,Norfolk,Norfolk City
23515,Norfolk,Norfolk City
23517,Norfolk,Norfolk City
23518,Norfolk,Norfolk City
23519,Norfolk,Norfolk City
23520,Norfolk,Norfolk City
23521,Norfolk,Norfolk City
23523,Norfolk,Norfolk City
23529,Norfolk,Norfolk City
23541,Norfolk,Norfolk City
23551,Norfolk,Norfolk City
23307,Birdsnest,Northampton
23310,Cape Charles,Northampton
23313,Capeville,Northampton
23316,Cheriton,Northampton
23347,Eastville,Northampton
23350,Exmore,Northampton
23354,Franktown,Northampton
23398,Jamesville,Northampton
23405,Machipongo,Northampton
23408,Marionville,Northampton
23413,Nassawadox,Northampton
23419,Oyster,Northampton
23429,Seaview,Northampton
23443,Townsend,Northampton
23482,Wardtown,Northampton
23486,Willis Wharf,Northampton
22432,Burgess,Northumberland
22435,Callao,Northumberland
22456,Edwardsville,Northumberland
22473,Heathsville,Northumberland
22511,Lottsburg,Northumberland
22530,Ophelia,Northumberland
22539,Reedville,Northumberland
22579,Wicomico Church,Northumberland
24273,Norton,Norton City
23824,Blackstone,Nottoway
23825,Blackstone,Nottoway
23922,Burkeville,Nottoway
23930,Crewe,Nottoway
23955,Nottoway,Nottoway
22433,Burr Hill,Orange
22508,Locust Grove,Orange
22542,Rhoadesville,Orange
22567,Unionville,Orange
22923,Barboursville,Orange
22942,Gordonsville,Orange
22957,Montpelier Station,Orange
22960,Orange,Orange
22972,Somerset,Orange
22650,Rileyville,Page
22835,Luray,Page
22849,Shenandoah,Page
22851,Stanley,Page
24053,Ararat,Patrick
24076,Claudville,Patrick
24082,Critz,Patrick
24120,Meadows Of Dan,Patrick
24133,Patrick Springs,Patrick
24171,Stuart,Patrick
24177,Vesta,Patrick
24185,Woolwine,Patrick
23803,Petersburg,Petersburg City
23804,Petersburg,Petersburg City
23805,Petersburg,Petersburg City
23806,Petersburg,Petersburg City
24069,Cascade,Pittsylvania
24139,Pittsville,Pittsylvania
24161,Sandy Level,Pittsylvania
24527,Blairs,Pittsylvania
24530,Callands,Pittsylvania
24531,Chatham,Pittsylvania
24549,Dry Fork,Pittsylvania
24557,Gretna,Pittsylvania
24563,Hurt,Pittsylvania
24565,Java,Pittsylvania
24566,Keeling,Pittsylvania
24569,Long Island,Pittsylvania
24586,Ringgold,Pittsylvania
24594,Sutherlin,Pittsylvania
23662,Poquoson,Poquoson City
23701,Portsmouth,Portsmouth City
23702,Portsmouth,Portsmouth City
23703,Portsmouth,Portsmouth City
23704,Portsmouth,Portsmouth City
23705,Portsmouth,Portsmouth City
23707,Portsmouth,Portsmouth City
23708,Portsmouth,Portsmouth City
23709,Portsmouth,Portsmouth City
23101,Macon,Powhatan
23139,Powhatan,Powhatan
23901,Farmville,Prince Edward
23909,Farmville,Prince Edward
23942,Green Bay,Prince Edward
23943,Hampden Sydney,Prince Edward
23954,Meherrin,Prince Edward
23960,Prospect,Prince Edward
23966,Rice,Prince Edward
23801,Fort Lee,Prince George
23842,Disputanta,Prince George
23875,Prince George,Prince George
20109,Manassas,Prince William
20111,Manassas,Prince William
20112,Manassas,Prince William
20136,Bristow,Prince William
20143,Catharpin,Prince William
20155,Gainesville,Prince William
20156,Gainesville,Prince William
20168,Haymarket,Prince William
20169,Haymarket,Prince William
20181,Nokesville,Prince William
20182,Nokesville,Prince William
22025,Dumfries,Prince William
22026,Dumfries,Prince William
22125,Occoquan,Prince William
22134,Quantico,Prince William
22172,Triangle,Prince William
22191,Woodbridge,Prince William
22192,Woodbridge,Prince William
22193,Woodbridge,Prince William
22194,Woodbridge,Prince William
22195,Woodbridge,Prince William
24058,Belspring,Pulaski
24084,Dublin,Pulaski
24126,Newbern,Pulaski
24129,New River,Pulaski
24132,Parrott,Pulaski
24301,Pulaski,Pulaski
24324,Draper,Pulaski
24347,Hiwassee,Pulaski
24141,Radford,Radford
24142,Radford,Radford
24143,Radford,Radford
22623,Chester Gap,Rappahannock
22627,Flint Hill,Rappahannock
22640,Huntly,Rappahannock
22716,Castleton,Rappahannock
22740,Sperryville,Rappahannock
22747,Washington,Rappahannock
22749,Woodville,Rappahannock
22460,Farnham,Richmond
22472,Haynesville,Richmond
22548,Sharps,Richmond
22570,Village,Richmond
22572,Warsaw,Richmond
23173,University Of Richmond,Richmond City
23218,Richmond,Richmond City
23219,Richmond,Richmond City
23220,Richmond,Richmond City
23221,Richmond,Richmond City
23222,Richmond,Richmond City
