zip,stcountyfp,city,state,countyname,classfp
22602,51069,Winchester,VA,Frederick County,H1
22622,51069,Brucetown,VA,Frederick County,H1
22637,51069,Gore,VA,Frederick County,H1
22656,51069,Stephenson,VA,Frederick County,H1
22655,51069,Stephens city,VA,Frederick County,H1
22654,51069,Star tannery,VA,Frederick County,H1
22625,51069,Cross junction,VA,Frederick County,H1
22603,51069,Winchester,VA,Frederick County,H1
22663,51069,White post,VA,Frederick County,H1
24315,51071,Bland,VA,Giles County,H1
24147,51071,Rich creek,VA,Giles County,H1
24128,51071,Newport,VA,Giles County,H1
24150,51071,Ripplemead,VA,Giles County,H1
24136,51071,Pembroke,VA,Giles County,H1
24124,51071,Narrows,VA,Giles County,H1
24134,51071,Pearisburg,VA,Giles County,H1
24086,51071,Eggleston,VA,Giles County,H1
24167,51071,Staffordsville,VA,Giles County,H1
24093,51071,Glen lyn,VA,Giles County,H1
23001,51073,Achilles,VA,Gloucester County,H1
23154,51073,Schley,VA,Gloucester County,H1
23155,51073,Severn,VA,Gloucester County,H1
23072,51073,Hayes,VA,Gloucester County,H1
23183,51073,White marsh,VA,Gloucester County,H1
23003,51073,Ark,VA,Gloucester County,H1
23018,51073,Bena,VA,Gloucester County,H1
23128,51073,North,VA,Gloucester County,H1
23131,51073,Ordinary,VA,Gloucester County,H1
23184,51073,Wicomico,VA,Gloucester County,H1
23061,51073,Gloucester,VA,Gloucester County,H1
23050,51073,Dutton,VA,Gloucester County,H1
23062,51073,Gloucester point,VA,Gloucester County,H1
23149,51073,Saluda,VA,Gloucester County,H1
23190,51073,Woods cross roads,VA,Gloucester County,H1
23178,51073,Ware neck,VA,Gloucester County,H1
23065,51075,Gum spring,VA,Goochland County,H1
23093,51075,Louisa,VA,Goochland County,H1
23059,51075,Glen allen,VA,Goochland County,H1
23117,51075,Mineral,VA,Goochland County,H1
23102,51075,Maidens,VA,Goochland County,H1
23067,51075,Hadensville,VA,Goochland County,H1
23233,51075,Henrico,VA,Goochland County,H1
23039,51075,Crozier,VA,Goochland County,H1
23129,51075,Oilville,VA,Goochland County,H1
23160,51075,State farm,VA,Goochland County,H1
23063,51075,Goochland,VA,Goochland County,H1
23038,51075,Columbia,VA,Goochland County,H1
23103,51075,Manakin sabot,VA,Goochland County,H1
23153,51075,Sandy hook,VA,Goochland County,H1
23146,51075,Rockville,VA,Goochland County,H1
23238,51075,Henrico,VA,Goochland County,H1
23084,51075,Kents store,VA,Goochland County,H1
24330,51077,Fries,VA,Grayson County,H1
24333,51077,Galax,VA,Grayson County,H1
24326,51077,Elk creek,VA,Grayson County,H1
24348,51077,Independence,VA,Grayson County,H1
24363,51077,Mouth of wilson,VA,Grayson County,H1
24350,51077,Ivanhoe,VA,Grayson County,H1
24430,51077,Craigsville,VA,Grayson County,H1
24292,51077,Whitetop,VA,Grayson County,H1
24378,51077,Troutdale,VA,Grayson County,H1
22935,51079,Dyke,VA,Greene County,H1
22940,51079,Free union,VA,Greene County,H1
22965,51079,Quinque,VA,Greene County,H1
22923,51079,Barboursville,VA,Greene County,H1
22936,51079,Earlysville,VA,Greene County,H1
22968,51079,Ruckersville,VA,Greene County,H1
22973,51079,Stanardsville,VA,Greene County,H1
23887,51081,Valentines,VA,Greensville County,H1
23867,51081,Jarratt,VA,Greensville County,H1
23856,51081,Freeman,VA,Greensville County,H1
23847,51081,Emporia,VA,Greensville County,H1
23870,51081,Jarratt,VA,Greensville County,H1
23879,51081,Skippers,VA,Greensville County,H1
24534,51083,Clover,VA,Halifax County,H1
24565,51083,Java,VA,Halifax County,H1
24594,51083,Sutherlin,VA,Halifax County,H1
24577,51083,Nathalie,VA,Halifax County,H1
24558,51083,Halifax,VA,Halifax County,H1
24520,51083,Alton,VA,Halifax County,H1
24539,51083,Crystal hill,VA,Halifax County,H1
23962,51083,Randolph,VA,Halifax County,H1
24597,51083,Vernon hill,VA,Halifax County,H1
24598,51083,Virgilina,VA,Halifax County,H1
24529,51083,Buffalo junction,VA,Halifax County,H1
24589,51083,Scottsburg,VA,Halifax County,H1
24557,51083,Gretna,VA,Halifax County,H1
24569,51083,Long island,VA,Halifax County,H1
24592,51083,South boston,VA,Halifax County,H1
24535,51083,Cluster springs,VA,Halifax County,H1
23059,51085,Glen allen,VA,Hanover County,H1
23116,51085,Mechanicsville,VA,Hanover County,H1
23102,51085,Maidens,VA,Hanover County,H1
23192,51085,Montpelier,VA,Hanover County,H1
23129,51085,Oilville,VA,Hanover County,H1
23162,51085,Studley,VA,Hanover County,H1
22546,51085,Ruther glen,VA,Hanover County,H1
23005,51085,Ashland,VA,Hanover County,H1
23124,51085,New kent,VA,Hanover County,H1
23015,51085,Beaverdam,VA,Hanover County,H1
23047,51085,Doswell,VA,Hanover County,H1
23111,51085,Mechanicsville,VA,Hanover County,H1
23146,51085,Rockville,VA,Hanover County,H1
23024,51085,Bumpass,VA,Hanover County,H1
23069,51085,Hanover,VA,Hanover County,H1
23030,51087,Charles city,VA,Henrico County,H1
23222,51087,Richmond,VA,Henrico County,H1
23229,51087,Henrico,VA,Henrico County,H1
23059,51087,Glen allen,VA,Henrico County,H1
23060,51087,Glen allen,VA,Henrico County,H1
23231,51087,Henrico,VA,Henrico County,H1
23294,51087,Henrico,VA,Henrico County,H1
23058,51087,Glen allen,VA,Henrico County,H1
23250,51087,Richmond,VA,Henrico County,H1
23150,51087,Sandston,VA,Henrico County,H1
23233,51087,Henrico,VA,Henrico County,H1
23255,51087,Henrico,VA,Henrico County,H1
23227,51087,Richmond,VA,Henrico County,H1
23242,51087,Henrico,VA,Henrico County,H1
23223,51087,Richmond,VA,Henrico County,H1
23273,51087,Henrico,VA,Henrico County,H1
23075,51087,Henrico,VA,Henrico County,H1
23226,51087,Richmond,VA,Henrico County,H1
23228,51087,Henrico,VA,Henrico County,H1
23230,51087,Richmond,VA,Henrico County,H1
23238,51087,Henrico,VA,Henrico County,H1
24133,51089,Patrick springs,VA,Henry County,H1
24055,51089,Bassett,VA,Henry County,H1
24078,51089,Collinsville,VA,Henry County,H1
24112,51089,Martinsville,VA,Henry County,H1
24054,51089,Axton,VA,Henry County,H1
24165,51089,Spencer,VA,Henry County,H1
24168,51089,Stanleytown,VA,Henry County,H1
24102,51089,Henry,VA,Henry County,H1
24148,51089,Ridgeway,VA,Henry County,H1
24530,51089,Callands,VA,Henry County,H1
24089,51089,Fieldale,VA,Henry County,H1
24413,51091,Blue grass,VA,Highland County,H1
24442,51091,Head waters,VA,Highland County,H1
24465,51091,Monterey,VA,Highland County,H1
24433,51091,Doe hill,VA,Highland County,H1
24487,51091,Williamsville,VA,Highland County,H1
24468,51091,Mustoe,VA,Highland County,H1
24458,51091,Mc dowell,VA,Highland County,H1
24484,51091,Warm springs,VA,Highland County,H1
23314,51093,Carrollton,VA,Isle of Wight County,H1
23432,51093,Suffolk,VA,Isle of Wight County,H1
23424,51093,Rescue,VA,Isle of Wight County,H1
23397,51093,Isle of wight,VA,Isle of Wight County,H1
23487,51093,Windsor,VA,Isle of Wight County,H1
23851,51093,Franklin,VA,Isle of Wight County,H1
23898,51093,Zuni,VA,Isle of Wight County,H1
23304,51093,Battery park,VA,Isle of Wight County,H1
23315,51093,Carrsville,VA,Isle of Wight County,H1
23430,51093,Smithfield,VA,Isle of Wight County,H1
23431,51093,Smithfield,VA,Isle of Wight County,H1
23866,51093,Ivor,VA,Isle of Wight County,H1
23185,51095,Williamsburg,VA,James City County,H1
23081,51095,Jamestown,VA,James City County,H1
23188,51095,Williamsburg,VA,James City County,H1
23089,51095,Lanexa,VA,James City County,H1
23168,51095,Toano,VA,James City County,H1
23127,51095,Norge,VA,James City County,H1
23156,51097,Shacklefords,VA,King and Queen County,H1
23148,51097,Saint stephens church,VA,King and Queen County,H1
22514,51097,Milford,VA,King and Queen County,H1
22560,51097,Tappahannock,VA,King and Queen County,H1
23023,51097,Bruington,VA,King and Queen County,H1
23126,51097,Newtown,VA,King and Queen County,H1
22437,51097,Center cross,VA,King and Queen County,H1
23091,51097,Little plymouth,VA,King and Queen County,H1
23181,51097,West point,VA,King and Queen County,H1
23108,51097,Mascot,VA,King and Queen County,H1
23177,51097,Walkerton,VA,King and Queen County,H1
23110,51097,Mattaponi,VA,King and Queen County,H1
23149,51097,Saluda,VA,King and Queen County,H1
23085,51097,King and queen court house,VA,King and Queen County,H1
23161,51097,Stevensville,VA,King and Queen County,H1
22451,51099,Dogue,VA,King George County,H1
22448,51099,Dahlgren,VA,King George County,H1
22443,51099,Colonial beach,VA,King George County,H1
22485,51099,King george,VA,King George County,H1
22544,51099,Rollins fork,VA,King George County,H1
22481,51099,Jersey,VA,King George County,H1
22547,51099,Sealston,VA,King George County,H1
22526,51099,Ninde,VA,King George County,H1
23086,51101,King william,VA,King William County,H1
23009,51101,Aylett,VA,King William County,H1
23181,51101,West point,VA,King William County,H1
23106,51101,Manquin,VA,King William County,H1
23069,51101,Hanover,VA,King William County,H1
23177,51101,Walkerton,VA,King William County,H1
22523,51103,Morattico,VA,Lancaster County,H1
22578,51103,White stone,VA,Lancaster County,H1
22576,51103,Weems,VA,Lancaster County,H1
22482,51103,Kilmarnock,VA,Lancaster County,H1
22503,51103,Lancaster,VA,Lancaster County,H1
22480,51103,Irvington,VA,Lancaster County,H1
22528,51103,Nuttsville,VA,Lancaster County,H1
22473,51103,Heathsville,VA,Lancaster County,H1
22517,51103,Mollusk,VA,Lancaster County,H1
22513,51103,Merry point,VA,Lancaster County,H1
22507,51103,Lively,VA,Lancaster County,H1
24219,51105,Big stone gap,VA,Lee County,H1
24221,51105,Blackwater,VA,Lee County,H1
24243,51105,Dryden,VA,Lee County,H1
24248,51105,Ewing,VA,Lee County,H1
24265,51105,Keokee,VA,Lee County,H1
24281,51105,Rose hill,VA,Lee County,H1
24277,51105,Pennington gap,VA,Lee County,H1
24282,51105,Saint charles,VA,Lee County,H1
24218,51105,Ben hur,VA,Lee County,H1
24263,51105,Jonesville,VA,Lee County,H1
24244,51105,Duffield,VA,Lee County,H1
20160,51107,Lincoln,VA,Loudoun County,H1
20135,51107,Bluemont,VA,Loudoun County,H1
20141,51107,Round hill,VA,Loudoun County,H1
20120,51107,Centreville,VA,Loudoun County,H1
20164,51107,Sterling,VA,Loudoun County,H1
20166,51107,Sterling,VA,Loudoun County,H1
20129,51107,Paeonian springs,VA,Loudoun County,H1
20101,51107,Dulles,VA,Loudoun County,H1
20132,51107,Purcellville,VA,Loudoun County,H1
20167,51107,Sterling,VA,Loudoun County,H1
20149,51107,Ashburn,VA,Loudoun County,H1
20189,51107,Dulles,VA,Loudoun County,H1
20175,51107,Leesburg,VA,Loudoun County,H1
20159,51107,Hamilton,VA,Loudoun County,H1
20152,51107,Chantilly,VA,Loudoun County,H1
20147,51107,Ashburn,VA,Loudoun County,H1
20165,51107,Sterling,VA,Loudoun County,H1
20177,51107,Leesburg,VA,Loudoun County,H1
20178,51107,Leesburg,VA,Loudoun County,H1
22066,51107,Great falls,VA,Loudoun County,H1
20158,51107,Hamilton,VA,Loudoun County,H1
20598,51107,Dhs,VA,Loudoun County,H1
20148,51107,Ashburn,VA,Loudoun County,H1
20130,51107,Paris,VA,Loudoun County,H1
20184,51107,Upperville,VA,Loudoun County,H1
20197,51107,Waterford,VA,Loudoun County,H1
20104,51107,Dulles,VA,Loudoun County,H1
20103,51107,Dulles,VA,Loudoun County,H1
20117,51107,Middleburg,VA,Loudoun County,H1
20176,51107,Leesburg,VA,Loudoun County,H1
20146,51107,Ashburn,VA,Loudoun County,H1
20105,51107,Aldie,VA,Loudoun County,H1
20151,51107,Chantilly,VA,Loudoun County,H1
20180,51107,Lovettsville,VA,Loudoun County,H1
20131,51107,Philomont,VA,Loudoun County,H1
23065,51109,Gum spring,VA,Louisa County,H1
23093,51109,Louisa,VA,Louisa County,H1
23117,51109,Mineral,VA,Louisa County,H1
23102,51109,Maidens,VA,Louisa County,H1
22942,51109,Gordonsville,VA,Louisa County,H1
23192,51109,Montpelier,VA,Louisa County,H1
22947,51109,Keswick,VA,Louisa County,H1
23015,51109,Beaverdam,VA,Louisa County,H1
23084,51109,Kents store,VA,Louisa County,H1
23170,51109,Trevilians,VA,Louisa County,H1
22974,51109,Troy,VA,Louisa County,H1
23024,51109,Bumpass,VA,Louisa County,H1
23944,51111,Kenbridge,VA,Lunenburg County,H1
23952,51111,Lunenburg,VA,Lunenburg County,H1
23937,51111,Drakes branch,VA,Lunenburg County,H1
23974,51111,Victoria,VA,Lunenburg County,H1
23947,51111,Keysville,VA,Lunenburg County,H1
23920,51111,Brodnax,VA,Lunenburg County,H1
23970,51111,South hill,VA,Lunenburg County,H1
23942,51111,Green bay,VA,Lunenburg County,H1
23938,51111,Dundas,VA,Lunenburg County,H1
23824,51111,Blackstone,VA,Lunenburg County,H1
23924,51111,Chase city,VA,Lunenburg County,H1
23954,51111,Meherrin,VA,Lunenburg County,H1
23923,51111,Charlotte court house,VA,Lunenburg County,H1
22709,51113,Aroda,VA,Madison County,H1
22732,51113,Radiant,VA,Madison County,H1
22948,51113,Locust dale,VA,Madison County,H1
22989,51113,Woodberry forest,VA,Madison County,H1
22715,51113,Brightwood,VA,Madison County,H1
22723,51113,Hood,VA,Madison County,H1
22972,51113,Somerset,VA,Madison County,H1
22748,51113,Wolftown,VA,Madison County,H1
22733,51113,Rapidan,VA,Madison County,H1
22743,51113,Syria,VA,Madison County,H1
22722,51113,Haywood,VA,Madison County,H1
22701,51113,Culpeper,VA,Madison County,H1
22735,51113,Reva,VA,Madison County,H1
22731,51113,Pratts,VA,Madison County,H1
22719,51113,Etlan,VA,Madison County,H1
22740,51113,Sperryville,VA,Madison County,H1
22725,51113,Leon,VA,Madison County,H1
22738,51113,Rochelle,VA,Madison County,H1
22711,51113,Banco,VA,Madison County,H1
22727,51113,Madison,VA,Madison County,H1
22730,51113,Oakpark,VA,Madison County,H1
22960,51113,Orange,VA,Madison County,H1
22973,51113,Stanardsville,VA,Madison County,H1
23068,51115,Hallieford,VA,Mathews County,H1
23066,51115,Gwynn,VA,Mathews County,H1
23109,51115,Mathews,VA,Mathews County,H1
23130,51115,Onemo,VA,Mathews County,H1
23035,51115,Cobbs creek,VA,Mathews County,H1
23125,51115,New point,VA,Mathews County,H1
23138,51115,Port haywood,VA,Mathews County,H1
23045,51115,Diggs,VA,Mathews County,H1
23025,51115,Cardinal,VA,Mathews County,H1
23076,51115,Hudgins,VA,Mathews County,H1
23128,51115,North,VA,Mathews County,H1
23021,51115,Bohannon,VA,Mathews County,H1
23056,51115,Foster,VA,Mathews County,H1
23050,51115,Dutton,VA,Mathews County,H1
23163,51115,Susan,VA,Mathews County,H1
23119,51115,Moon,VA,Mathews County,H1
23064,51115,Grimstead,VA,Mathews County,H1
23919,51117,Bracey,VA,Mecklenburg County,H1
23968,51117,Skipwith,VA,Mecklenburg County,H1
24598,51117,Virgilina,VA,Mecklenburg County,H1
23920,51117,Brodnax,VA,Mecklenburg County,H1
23970,51117,South hill,VA,Mecklenburg County,H1
24580,51117,Nelson,VA,Mecklenburg County,H1
23917,51117,Boydton,VA,Mecklenburg County,H1
23924,51117,Chase city,VA,Mecklenburg County,H1
24529,51117,Buffalo junction,VA,Mecklenburg County,H1
23950,51117,La crosse,VA,Mecklenburg County,H1
23964,51117,Red oak,VA,Mecklenburg County,H1
23927,51117,Clarksville,VA,Mecklenburg County,H1
23941,51117,Fort mitchell,VA,Mecklenburg County,H1
23915,51117,Baskerville,VA,Mecklenburg County,H1
23071,51119,Hartfield,VA,Middlesex County,H1
23169,51119,Topping,VA,Middlesex County,H1
23070,51119,Hardyville,VA,Middlesex County,H1
23175,51119,Urbanna,VA,Middlesex County,H1
23176,51119,Wake,VA,Middlesex County,H1
23079,51119,Jamaica,VA,Middlesex County,H1
23031,51119,Christchurch,VA,Middlesex County,H1
23092,51119,Locust hill,VA,Middlesex County,H1
23032,51119,Church view,VA,Middlesex County,H1
23180,51119,Water view,VA,Middlesex County,H1
22504,51119,Laneview,VA,Middlesex County,H1
23043,51119,Deltaville,VA,Middlesex County,H1
23149,51119,Saluda,VA,Middlesex County,H1
24068,51121,Christiansburg,VA,Montgomery County,H1
24128,51121,Newport,VA,Montgomery County,H1
24061,51121,Blacksburg,VA,Montgomery County,H1
24063,51121,Blacksburg,VA,Montgomery County,H1
24149,51121,Riner,VA,Montgomery County,H1
24059,51121,Bent mountain,VA,Montgomery County,H1
24347,51121,Hiwassee,VA,Montgomery County,H1
24111,51121,Mc coy,VA,Montgomery County,H1
24087,51121,Elliston,VA,Montgomery County,H1
24141,51121,Radford,VA,Montgomery County,H1
24162,51121,Shawsville,VA,Montgomery County,H1
24073,51121,Christiansburg,VA,Montgomery County,H1
24070,51121,Catawba,VA,Montgomery County,H1
24062,51121,Blacksburg,VA,Montgomery County,H1
24138,51121,Pilot,VA,Montgomery County,H1
24060,51121,Blacksburg,VA,Montgomery County,H1
22920,51125,Afton,VA,Nelson County,H1
22938,51125,Faber,VA,Nelson County,H1
22967,51125,Roseland,VA,Nelson County,H1
22964,51125,Piney river,VA,Nelson County,H1
24599,51125,Wingina,VA,Nelson County,H1
22976,51125,Tyro,VA,Nelson County,H1
24483,51125,Vesuvius,VA,Nelson County,H1
22922,51125,Arrington,VA,Nelson County,H1
22949,51125,Lovingston,VA,Nelson County,H1
22952,51125,Lyndhurst,VA,Nelson County,H1
24521,51125,Amherst,VA,Nelson County,H1
22971,51125,Shipman,VA,Nelson County,H1
24562,51125,Howardsville,VA,Nelson County,H1
24464,51125,Montebello,VA,Nelson County,H1
22958,51125,Nellysford,VA,Nelson County,H1
24581,51125,Norwood,VA,Nelson County,H1
22937,51125,Esmont,VA,Nelson County,H1
22969,51125,Schuyler,VA,Nelson County,H1
24553,51125,Gladstone,VA,Nelson County,H1
23140,51127,Providence forge,VA,New Kent County,H1
23141,51127,Quinton,VA,New Kent County,H1
23124,51127,New kent,VA,New Kent County,H1
23011,51127,Barhamsville,VA,New Kent County,H1
23089,51127,Lanexa,VA,New Kent County,H1
23111,51127,Mechanicsville,VA,New Kent County,H1
23181,51127,West point,VA,New Kent County,H1
23307,51131,Birdsnest,VA,Northampton County,H1
23347,51131,Eastville,VA,Northampton County,H1
23316,51131,Cheriton,VA,Northampton County,H1
23354,51131,Franktown,VA,Northampton County,H1
23350,51131,Exmore,VA,Northampton County,H1
23413,51131,Nassawadox,VA,Northampton County,H1
23429,51131,Seaview,VA,Northampton County,H1
23443,51131,Townsend,VA,Northampton County,H1
23408,51131,Marionville,VA,Northampton County,H1
23313,51131,Capeville,VA,Northampton County,H1
23405,51131,Machipongo,VA,Northampton County,H1
23310,51131,Cape charles,VA,Northampton County,H1
23398,51131,Jamesville,VA,Northampton County,H1
23486,51131,Willis wharf,VA,Northampton County,H1
22460,51133,Farnham,VA,Northumberland County,H1
22435,51133,Callao,VA,Northumberland County,H1
22482,51133,Kilmarnock,VA,Northumberland County,H1
22503,51133,Lancaster,VA,Northumberland County,H1
22511,51133,Lottsburg,VA,Northumberland County,H1
22432,51133,Burgess,VA,Northumberland County,H1
22530,51133,Ophelia,VA,Northumberland County,H1
22579,51133,Wicomico church,VA,Northumberland County,H1
22473,51133,Heathsville,VA,Northumberland County,H1
22539,51133,Reedville,VA,Northumberland County,H1
23083,51135,Jetersville,VA,Nottoway County,H1
23922,51135,Burkeville,VA,Nottoway County,H1
23966,51135,Rice,VA,Nottoway County,H1
23002,51135,Amelia court house,VA,Nottoway County,H1
23955,51135,Nottoway,VA,Nottoway County,H1
23824,51135,Blackstone,VA,Nottoway County,H1
23894,51135,Wilsons,VA,Nottoway County,H1
23930,51135,Crewe,VA,Nottoway County,H1
23093,51137,Louisa,VA,Orange County,H1
22957,51137,Montpelier station,VA,Orange County,H1
22567,51137,Unionville,VA,Orange County,H1
22551,51137,Spotsylvania,VA,Orange County,H1
22942,51137,Gordonsville,VA,Orange County,H1
22972,51137,Somerset,VA,Orange County,H1
22733,51137,Rapidan,VA,Orange County,H1
22508,51137,Locust grove,VA,Orange County,H1
22923,51137,Barboursville,VA,Orange County,H1
22701,51137,Culpeper,VA,Orange County,H1
22968,51137,Ruckersville,VA,Orange County,H1
22433,51137,Burr hill,VA,Orange County,H1
22542,51137,Rhoadesville,VA,Orange County,H1
22960,51137,Orange,VA,Orange County,H1
22827,51139,Elkton,VA,Page County,H1
22851,51139,Stanley,VA,Page County,H1
22849,51139,Shenandoah,VA,Page County,H1
22743,51139,Syria,VA,Page County,H1
22835,51139,Luray,VA,Page County,H1
22650,51139,Rileyville,VA,Page County,H1
24133,51141,Patrick springs,VA,Patrick County,H1
24055,51141,Bassett,VA,Patrick County,H1
24091,51141,Floyd,VA,Patrick County,H1
24317,51141,Cana,VA,Patrick County,H1
24328,51141,Fancy gap,VA,Patrick County,H1
24185,51141,Woolwine,VA,Patrick County,H1
24053,51141,Ararat,VA,Patrick County,H1
24088,51141,Ferrum,VA,Patrick County,H1
24165,51141,Spencer,VA,Patrick County,H1
24343,51141,Hillsville,VA,Patrick County,H1
24120,51141,Meadows of dan,VA,Patrick County,H1
24171,51141,Stuart,VA,Patrick County,H1
24177,51141,Vesta,VA,Patrick County,H1
24076,51141,Claudville,VA,Patrick County,H1
24082,51141,Critz,VA,Patrick County,H1
24380,51141,Willis,VA,Patrick County,H1
24069,51143,Cascade,VA,Pittsylvania County,H1
24566,51143,Keeling,VA,Pittsylvania County,H1
24565,51143,Java,VA,Pittsylvania County,H1
24594,51143,Sutherlin,VA,Pittsylvania County,H1
24139,51143,Pittsville,VA,Pittsylvania County,H1
24540,51143,Danville,VA,Pittsylvania County,H1
24577,51143,Nathalie,VA,Pittsylvania County,H1
24586,51143,Ringgold,VA,Pittsylvania County,H1
24054,51143,Axton,VA,Pittsylvania County,H1
24527,51143,Blairs,VA,Pittsylvania County,H1
24597,51143,Vernon hill,VA,Pittsylvania County,H1
24563,51143,Hurt,VA,Pittsylvania County,H1
24161,51143,Sandy level,VA,Pittsylvania County,H1
24137,51143,Penhook,VA,Pittsylvania County,H1
24530,51143,Callands,VA,Pittsylvania County,H1
24557,51143,Gretna,VA,Pittsylvania County,H1
24569,51143,Long island,VA,Pittsylvania County,H1
24592,51143,South boston,VA,Pittsylvania County,H1
24531,51143,Chatham,VA,Pittsylvania County,H1
24541,51143,Danville,VA,Pittsylvania County,H1
24549,51143,Dry fork,VA,Pittsylvania County,H1
23113,51145,Midlothian,VA,Powhatan County,H1
23112,51145,Midlothian,VA,Powhatan County,H1
23160,51145,State farm,VA,Powhatan County,H1
23120,51145,Moseley,VA,Powhatan County,H1
23139,51145,Powhatan,VA,Powhatan County,H1
23922,51147,Burkeville,VA,Prince Edward County,H1
23966,51147,Rice,VA,Prince Edward County,H1
23901,51147,Farmville,VA,Prince Edward County,H1
23947,51147,Keysville,VA,Prince Edward County,H1
23960,51147,Prospect,VA,Prince Edward County,H1
23909,51147,Farmville,VA,Prince Edward County,H1
23942,51147,Green bay,VA,Prince Edward County,H1
23934,51147,Cullen,VA,Prince Edward County,H1
23954,51147,Meherrin,VA,Prince Edward County,H1
23943,51147,Hampden sydney,VA,Prince Edward County,H1
23923,51147,Charlotte court house,VA,Prince Edward County,H1
23958,51147,Pamplin,VA,Prince Edward County,H1
23803,51149,Petersburg,VA,Prince George County,H1
23842,51149,Disputanta,VA,Prince George County,H1
23805,51149,Petersburg,VA,Prince George County,H1
23860,51149,Hopewell,VA,Prince George County,H1
23875,51149,Prince george,VA,Prince George County,H1
23881,51149,Spring grove,VA,Prince George County,H1
23801,51149,Fort lee,VA,Prince George County,H1
23830,51149,Carson,VA,Prince George County,H1
20155,51153,Gainesville,VA,Prince William County,H1
22193,51153,Woodbridge,VA,Prince William County,H1
20109,51153,Manassas,VA,Prince William County,H1
20168,51153,Haymarket,VA,Prince William County,H1
20181,51153,Nokesville,VA,Prince William County,H1
22026,51153,Dumfries,VA,Prince William County,H1
22194,51153,Woodbridge,VA,Prince William County,H1
22192,51153,Woodbridge,VA,Prince William County,H1
20182,51153,Nokesville,VA,Prince William County,H1
20111,51153,Manassas,VA,Prince William County,H1
20110,51153,Manassas,VA,Prince William County,H1
20137,51153,Broad run,VA,Prince William County,H1
22195,51153,Woodbridge,VA,Prince William County,H1
20112,51153,Manassas,VA,Prince William County,H1
20169,51153,Haymarket,VA,Prince William County,H1
22025,51153,Dumfries,VA,Prince William County,H1
22125,51153,Occoquan,VA,Prince William County,H1
22172,51153,Triangle,VA,Prince William County,H1
22191,51153,Woodbridge,VA,Prince William County,H1
20119,51153,Catlett,VA,Prince William County,H1
20136,51153,Bristow,VA,Prince William County,H1
20156,51153,Gainesville,VA,Prince William County,H1
22134,51153,Quantico,VA,Prince William County,H1
20143,51153,Catharpin,VA,Prince William County,H1
24084,51155,Dublin,VA,Pulaski County,H1
24324,51155,Draper,VA,Pulaski County,H1
24126,51155,Newbern,VA,Pulaski County,H1
24301,51155,Pulaski,VA,Pulaski County,H1
24347,51155,Hiwassee,VA,Pulaski County,H1
24141,51155,Radford,VA,Pulaski County,H1
24313,51155,Barren springs,VA,Pulaski County,H1
24058,51155,Belspring,VA,Pulaski County,H1
22630,51157,Front royal,VA,Rappahannock County,H1
22640,51157,Huntly,VA,Rappahannock County,H1
22747,51157,Washington,VA,Rappahannock County,H1
20106,51157,Amissville,VA,Rappahannock County,H1
22716,51157,Castleton,VA,Rappahannock County,H1
22713,51157,Boston,VA,Rappahannock County,H1
22623,51157,Chester gap,VA,Rappahannock County,H1
22740,51157,Sperryville,VA,Rappahannock County,H1
22627,51157,Flint hill,VA,Rappahannock County,H1
22749,51157,Woodville,VA,Rappahannock County,H1
22460,51159,Farnham,VA,Richmond County,H1
22572,51159,Warsaw,VA,Richmond County,H1
22548,51159,Sharps,VA,Richmond County,H1
22472,51159,Haynesville,VA,Richmond County,H1
22435,51159,Callao,VA,Richmond County,H1
22503,51159,Lancaster,VA,Richmond County,H1
22473,51159,Heathsville,VA,Richmond County,H1
22520,51159,Montross,VA,Richmond County,H1
24014,51161,Roanoke,VA,Roanoke County,H1
24012,51161,Roanoke,VA,Roanoke County,H1
24175,51161,Troutville,VA,Roanoke County,H1
24065,51161,Boones mill,VA,Roanoke County,H1
24153,51161,Salem,VA,Roanoke County,H1
24059,51161,Bent mountain,VA,Roanoke County,H1
24079,51161,Copper hill,VA,Roanoke County,H1
24101,51161,Hardy,VA,Roanoke County,H1
24179,51161,Vinton,VA,Roanoke County,H1
24020,51161,Roanoke,VA,Roanoke County,H1
24087,51161,Elliston,VA,Roanoke County,H1
24019,51161,Roanoke,VA,Roanoke County,H1
24070,51161,Catawba,VA,Roanoke County,H1
24018,51161,Roanoke,VA,Roanoke County,H1
24015,51161,Roanoke,VA,Roanoke County,H1
24579,51163,Natural bridge station,VA,Rockbridge County,H1
24416,51163,Buena vista,VA,Rockbridge County,H1
24066,51163,Buchanan,VA,Rockbridge County,H1
24578,51163,Natural bridge,VA,Rockbridge County,H1
24435,51163,Fairfield,VA,Rockbridge County,H1
24450,51163,Lexington,VA,Rockbridge County,H1
24483,51163,Vesuvius,VA,Rockbridge County,H1
24472,51163,Raphine,VA,Rockbridge County,H1
24459,51163,Middlebrook,VA,Rockbridge County,H1
24555,51163,Glasgow,VA,Rockbridge County,H1
24473,51163,Rockbridge baths,VA,Rockbridge County,H1
24476,51163,Steeles tavern,VA,Rockbridge County,H1
24415,51163,Brownsburg,VA,Rockbridge County,H1
24439,51163,Goshen,VA,Rockbridge County,H1
22801,51165,Harrisonburg,VA,Rockingham County,H1
22827,51165,Elkton,VA,Rockingham County,H1
22840,51165,Mc gaheysville,VA,Rockingham County,H1
22831,51165,Hinton,VA,Rockingham County,H1
24471,51165,Port republic,VA,Rockingham County,H1
22846,51165,Penn laird,VA,Rockingham County,H1
