zip,stcountyfp,city,state,countyname,classfp
22848,51165,Pleasant valley,VA,Rockingham County,H1
22833,51165,Lacey spring,VA,Rockingham County,H1
22821,51165,Dayton,VA,Rockingham County,H1
22850,51165,Singers glen,VA,Rockingham County,H1
22849,51165,Shenandoah,VA,Rockingham County,H1
22811,51165,Bergton,VA,Rockingham County,H1
22802,51165,Harrisonburg,VA,Rockingham County,H1
22841,51165,Mount crawford,VA,Rockingham County,H1
24486,51165,Weyers cave,VA,Rockingham County,H1
22812,51165,Bridgewater,VA,Rockingham County,H1
24441,51165,Grottoes,VA,Rockingham County,H1
22832,51165,Keezletown,VA,Rockingham County,H1
22815,51165,Broadway,VA,Rockingham County,H1
22844,51165,New market,VA,Rockingham County,H1
22820,51165,Criders,VA,Rockingham County,H1
22834,51165,Linville,VA,Rockingham County,H1
22830,51165,Fulks run,VA,Rockingham County,H1
22853,51165,Timberville,VA,Rockingham County,H1
24237,51167,Dante,VA,Russell County,H1
24266,51167,Lebanon,VA,Russell County,H1
24225,51167,Cleveland,VA,Russell County,H1
24283,51167,Saint paul,VA,Russell County,H1
24609,51167,Cedar bluff,VA,Russell County,H1
24639,51167,Raven,VA,Russell County,H1
24224,51167,Castlewood,VA,Russell County,H1
24280,51167,Rosedale,VA,Russell County,H1
24271,51167,Nickelsville,VA,Russell County,H1
24260,51167,Honaker,VA,Russell County,H1
24649,51167,Swords creek,VA,Russell County,H1
24646,51167,Rowe,VA,Russell County,H1
24221,51169,Blackwater,VA,Scott County,H1
24230,51169,Coeburn,VA,Scott County,H1
24245,51169,Dungannon,VA,Scott County,H1
24250,51169,Fort blackmore,VA,Scott County,H1
24258,51169,Hiltons,VA,Scott County,H1
24290,51169,Weber city,VA,Scott County,H1
24202,51169,Bristol,VA,Scott County,H1
24251,51169,Gate city,VA,Scott County,H1
24271,51169,Nickelsville,VA,Scott County,H1
24244,51169,Duffield,VA,Scott County,H1
22645,51171,Middletown,VA,Shenandoah County,H1
22657,51171,Strasburg,VA,Shenandoah County,H1
22626,51171,Fishers hill,VA,Shenandoah County,H1
22842,51171,Mount jackson,VA,Shenandoah County,H1
22644,51171,Maurertown,VA,Shenandoah County,H1
22652,51171,Fort valley,VA,Shenandoah County,H1
22810,51171,Basye,VA,Shenandoah County,H1
22845,51171,Orkney springs,VA,Shenandoah County,H1
22664,51171,Woodstock,VA,Shenandoah County,H1
22847,51171,Quicksburg,VA,Shenandoah County,H1
22824,51171,Edinburg,VA,Shenandoah County,H1
22654,51171,Star tannery,VA,Shenandoah County,H1
22815,51171,Broadway,VA,Shenandoah County,H1
22844,51171,New market,VA,Shenandoah County,H1
22660,51171,Toms brook,VA,Shenandoah County,H1
22835,51171,Luray,VA,Shenandoah County,H1
22853,51171,Timberville,VA,Shenandoah County,H1
22641,51171,Strasburg,VA,Shenandoah County,H1
24311,51173,Atkins,VA,Smyth County,H1
24316,51173,Broadford,VA,Smyth County,H1
24375,51173,Sugar grove,VA,Smyth County,H1
24651,51173,Tazewell,VA,Smyth County,H1
24340,51173,Glade spring,VA,Smyth County,H1
24354,51173,Marion,VA,Smyth County,H1
24318,51173,Ceres,VA,Smyth County,H1
24370,51173,Saltville,VA,Smyth County,H1
24368,51173,Rural retreat,VA,Smyth County,H1
24378,51173,Troutdale,VA,Smyth County,H1
24236,51173,Damascus,VA,Smyth County,H1
24319,51173,Chilhowie,VA,Smyth County,H1
24374,51173,Speedwell,VA,Smyth County,H1
23867,51175,Jarratt,VA,Southampton County,H1
23878,51175,Sedley,VA,Southampton County,H1
23847,51175,Emporia,VA,Southampton County,H1
23851,51175,Franklin,VA,Southampton County,H1
23898,51175,Zuni,VA,Southampton County,H1
23837,51175,Courtland,VA,Southampton County,H1
23844,51175,Drewryville,VA,Southampton County,H1
23827,51175,Boykins,VA,Southampton County,H1
23829,51175,Capron,VA,Southampton County,H1
23828,51175,Branchville,VA,Southampton County,H1
23866,51175,Ivor,VA,Southampton County,H1
23874,51175,Newsoms,VA,Southampton County,H1
23888,51175,Wakefield,VA,Southampton County,H1
22408,51177,Fredericksburg,VA,Spotsylvania County,H1
22553,51177,Spotsylvania,VA,Spotsylvania County,H1
22534,51177,Partlow,VA,Spotsylvania County,H1
23117,51177,Mineral,VA,Spotsylvania County,H1
22567,51177,Unionville,VA,Spotsylvania County,H1
22551,51177,Spotsylvania,VA,Spotsylvania County,H1
22546,51177,Ruther glen,VA,Spotsylvania County,H1
22508,51177,Locust grove,VA,Spotsylvania County,H1
22580,51177,Woodford,VA,Spotsylvania County,H1
22404,51177,Fredericksburg,VA,Spotsylvania County,H1
23015,51177,Beaverdam,VA,Spotsylvania County,H1
22401,51177,Fredericksburg,VA,Spotsylvania County,H1
22407,51177,Fredericksburg,VA,Spotsylvania County,H1
22960,51177,Orange,VA,Spotsylvania County,H1
23024,51177,Bumpass,VA,Spotsylvania County,H1
22565,51177,Thornburg,VA,Spotsylvania County,H1
22406,51179,Fredericksburg,VA,Stafford County,H1
22405,51179,Fredericksburg,VA,Stafford County,H1
22554,51179,Stafford,VA,Stafford County,H1
22545,51179,Ruby,VA,Stafford County,H1
22412,51179,Fredericksburg,VA,Stafford County,H1
22555,51179,Stafford,VA,Stafford County,H1
22135,51179,Quantico,VA,Stafford County,H1
22556,51179,Stafford,VA,Stafford County,H1
22403,51179,Fredericksburg,VA,Stafford County,H1
22430,51179,Brooke,VA,Stafford County,H1
22471,51179,Hartwood,VA,Stafford County,H1
22728,51179,Midland,VA,Stafford County,H1
22463,51179,Garrisonville,VA,Stafford County,H1
22134,51179,Quantico,VA,Stafford County,H1
23846,51181,Elberon,VA,Surry County,H1
23890,51181,Waverly,VA,Surry County,H1
23899,51181,Claremont,VA,Surry County,H1
23842,51181,Disputanta,VA,Surry County,H1
23883,51181,Surry,VA,Surry County,H1
23839,51181,Dendron,VA,Surry County,H1
23430,51181,Smithfield,VA,Surry County,H1
23881,51181,Spring grove,VA,Surry County,H1
23866,51181,Ivor,VA,Surry County,H1
23888,51181,Wakefield,VA,Surry County,H1
23867,51183,Jarratt,VA,Sussex County,H1
23878,51183,Sedley,VA,Sussex County,H1
23890,51183,Waverly,VA,Sussex County,H1
23847,51183,Emporia,VA,Sussex County,H1
23842,51183,Disputanta,VA,Sussex County,H1
23891,51183,Waverly,VA,Sussex County,H1
23897,51183,Yale,VA,Sussex County,H1
23837,51183,Courtland,VA,Sussex County,H1
23829,51183,Capron,VA,Sussex County,H1
23882,51183,Stony creek,VA,Sussex County,H1
23830,51183,Carson,VA,Sussex County,H1
23888,51183,Wakefield,VA,Sussex County,H1
23884,51183,Sussex,VA,Sussex County,H1
24630,51185,North tazewell,VA,Tazewell County,H1
24316,51185,Broadford,VA,Tazewell County,H1
24604,51185,Bishop,VA,Tazewell County,H1
24314,51185,Bastian,VA,Tazewell County,H1
24651,51185,Tazewell,VA,Tazewell County,H1
24602,51185,Bandy,VA,Tazewell County,H1
24622,51185,Jewell ridge,VA,Tazewell County,H1
24612,51185,Doran,VA,Tazewell County,H1
24647,51185,Shortt gap,VA,Tazewell County,H1
24377,51185,Tannersville,VA,Tazewell County,H1
24609,51185,Cedar bluff,VA,Tazewell County,H1
24606,51185,Boissevain,VA,Tazewell County,H1
24640,51185,Red ash,VA,Tazewell County,H1
24641,51185,Richlands,VA,Tazewell County,H1
24619,51185,Horsepen,VA,Tazewell County,H1
24639,51185,Raven,VA,Tazewell County,H1
24635,51185,Pocahontas,VA,Tazewell County,H1
24608,51185,Burkes garden,VA,Tazewell County,H1
24605,51185,Bluefield,VA,Tazewell County,H1
24637,51185,Pounding mill,VA,Tazewell County,H1
24601,51185,Amonate,VA,Tazewell County,H1
24613,51185,Falls mills,VA,Tazewell County,H1
22630,51187,Front royal,VA,Warren County,H1
22645,51187,Middletown,VA,Warren County,H1
22649,51187,Middletown,VA,Warren County,H1
22657,51187,Strasburg,VA,Warren County,H1
22623,51187,Chester gap,VA,Warren County,H1
22642,51187,Linden,VA,Warren County,H1
22610,51187,Bentonville,VA,Warren County,H1
22655,51187,Stephens city,VA,Warren County,H1
22663,51187,White post,VA,Warren County,H1
24212,51191,Abingdon,VA,Washington County,H1
24361,51191,Meadowview,VA,Washington County,H1
24327,51191,Emory,VA,Washington County,H1
24340,51191,Glade spring,VA,Washington County,H1
24258,51191,Hiltons,VA,Washington County,H1
24370,51191,Saltville,VA,Washington County,H1
24211,51191,Abingdon,VA,Washington County,H1
24270,51191,Mendota,VA,Washington County,H1
24202,51191,Bristol,VA,Washington County,H1
24210,51191,Abingdon,VA,Washington County,H1
24292,51191,Whitetop,VA,Washington County,H1
24236,51191,Damascus,VA,Washington County,H1
24319,51191,Chilhowie,VA,Washington County,H1
22572,51193,Warsaw,VA,Westmoreland County,H1
22529,51193,Oldhams,VA,Westmoreland County,H1
22435,51193,Callao,VA,Westmoreland County,H1
22442,51193,Coles point,VA,Westmoreland County,H1
22581,51193,Zacata,VA,Westmoreland County,H1
22524,51193,Mount holly,VA,Westmoreland County,H1
22558,51193,Stratford,VA,Westmoreland County,H1
22443,51193,Colonial beach,VA,Westmoreland County,H1
22469,51193,Hague,VA,Westmoreland County,H1
22485,51193,King george,VA,Westmoreland County,H1
22488,51193,Kinsale,VA,Westmoreland County,H1
22577,51193,Sandy point,VA,Westmoreland County,H1
22520,51193,Montross,VA,Westmoreland County,H1
24219,51195,Big stone gap,VA,Wise County,H1
24230,51195,Coeburn,VA,Wise County,H1
24283,51195,Saint paul,VA,Wise County,H1
24293,51195,Wise,VA,Wise County,H1
24246,51195,East stone gap,VA,Wise County,H1
24273,51195,Norton,VA,Wise County,H1
24279,51195,Pound,VA,Wise County,H1
24215,51195,Andover,VA,Wise County,H1
24216,51195,Appalachia,VA,Wise County,H1
24324,51197,Draper,VA,Wythe County,H1
24360,51197,Max meadows,VA,Wythe County,H1
24322,51197,Cripple creek,VA,Wythe County,H1
24350,51197,Ivanhoe,VA,Wythe County,H1
24343,51197,Hillsville,VA,Wythe County,H1
24368,51197,Rural retreat,VA,Wythe County,H1
24313,51197,Barren springs,VA,Wythe County,H1
24312,51197,Austinville,VA,Wythe County,H1
24382,51197,Wytheville,VA,Wythe County,H1
24323,51197,Crockett,VA,Wythe County,H1
24374,51197,Speedwell,VA,Wythe County,H1
23185,51199,Williamsburg,VA,York County,H1
23602,51199,Newport news,VA,York County,H1
23692,51199,Yorktown,VA,York County,H1
23696,51199,Seaford,VA,York County,H1
23188,51199,Williamsburg,VA,York County,H1
23691,51199,Yorktown,VA,York County,H1
23693,51199,Yorktown,VA,York County,H1
23603,51199,Newport news,VA,York County,H1
23690,51199,Yorktown,VA,York County,H1
23665,51199,Hampton,VA,York County,H1
23694,51199,Lackey,VA,York County,H1
23090,51199,Lightfoot,VA,York County,H1
22305,51510,Alexandria,VA,Alexandria city,C7
22350,51510,Alexandria,VA,Alexandria city,C7
22320,51510,Alexandria,VA,Alexandria city,C7
22312,51510,Alexandria,VA,Alexandria city,C7
22332,51510,Alexandria,VA,Alexandria city,C7
22333,51510,Alexandria,VA,Alexandria city,C7
22302,51510,Alexandria,VA,Alexandria city,C7
22304,51510,Alexandria,VA,Alexandria city,C7
22314,51510,Alexandria,VA,Alexandria city,C7
22313,51510,Alexandria,VA,Alexandria city,C7
20598,51510,Dhs,VA,Alexandria city,C7
22301,51510,Alexandria,VA,Alexandria city,C7
22331,51510,Alexandria,VA,Alexandria city,C7
22206,51510,Arlington,VA,Alexandria city,C7
22311,51510,Alexandria,VA,Alexandria city,C7
24203,51520,Bristol,VA,Bristol city,C7
24201,51520,Bristol,VA,Bristol city,C7
24202,51520,Bristol,VA,Bristol city,C7
24209,51520,Bristol,VA,Bristol city,C7
24416,51530,Buena vista,VA,Buena Vista city,C7
22903,51540,Charlottesville,VA,Charlottesville city,C7
22901,51540,Charlottesville,VA,Charlottesville city,C7
22902,51540,Charlottesville,VA,Charlottesville city,C7
22906,51540,Charlottesville,VA,Charlottesville city,C7
22908,51540,Charlottesville,VA,Charlottesville city,C7
22905,51540,Charlottesville,VA,Charlottesville city,C7
23323,51550,Chesapeake,VA,Chesapeake city,C7
23326,51550,Chesapeake,VA,Chesapeake city,C7
23322,51550,Chesapeake,VA,Chesapeake city,C7
23320,51550,Chesapeake,VA,Chesapeake city,C7
23321,51550,Chesapeake,VA,Chesapeake city,C7
23324,51550,Chesapeake,VA,Chesapeake city,C7
23703,51550,Portsmouth,VA,Chesapeake city,C7
23328,51550,Chesapeake,VA,Chesapeake city,C7
23325,51550,Chesapeake,VA,Chesapeake city,C7
23435,51550,Suffolk,VA,Chesapeake city,C7
23702,51550,Portsmouth,VA,Chesapeake city,C7
23327,51550,Chesapeake,VA,Chesapeake city,C7
23464,51550,Virginia beach,VA,Chesapeake city,C7
23834,51570,Colonial heights,VA,Colonial Heights city,C7
24426,51580,Covington,VA,Covington city,C7
24540,51590,Danville,VA,Danville city,C7
24541,51590,Danville,VA,Danville city,C7
23847,51595,Emporia,VA,Emporia city,C7
22030,51600,Fairfax,VA,Fairfax city,C7
22038,51600,Fairfax,VA,Fairfax city,C7
22031,51600,Fairfax,VA,Fairfax city,C7
22032,51600,Fairfax,VA,Fairfax city,C7
22205,51610,Arlington,VA,Falls Church city,C7
22044,51610,Falls church,VA,Falls Church city,C7
22046,51610,Falls church,VA,Falls Church city,C7
22213,51610,Arlington,VA,Falls Church city,C7
22042,51610,Falls church,VA,Falls Church city,C7
22040,51610,Falls church,VA,Falls Church city,C7
23851,51620,Franklin,VA,Franklin city,C7
22408,51630,Fredericksburg,VA,Fredericksburg city,C7
22402,51630,Fredericksburg,VA,Fredericksburg city,C7
22404,51630,Fredericksburg,VA,Fredericksburg city,C7
22401,51630,Fredericksburg,VA,Fredericksburg city,C7
22407,51630,Fredericksburg,VA,Fredericksburg city,C7
24333,51640,Galax,VA,Galax city,C7
23607,51650,Newport news,VA,Hampton city,C7
23670,51650,Hampton,VA,Hampton city,C7
23663,51650,Hampton,VA,Hampton city,C7
23669,51650,Hampton,VA,Hampton city,C7
23662,51650,Poquoson,VA,Hampton city,C7
23651,51650,Fort monroe,VA,Hampton city,C7
23666,51650,Hampton,VA,Hampton city,C7
23668,51650,Hampton,VA,Hampton city,C7
23630,51650,Hampton,VA,Hampton city,C7
23661,51650,Hampton,VA,Hampton city,C7
23665,51650,Hampton,VA,Hampton city,C7
23605,51650,Newport news,VA,Hampton city,C7
23681,51650,Hampton,VA,Hampton city,C7
23664,51650,Hampton,VA,Hampton city,C7
23667,51650,Hampton,VA,Hampton city,C7
22801,51660,Harrisonburg,VA,Harrisonburg city,C7
22802,51660,Harrisonburg,VA,Harrisonburg city,C7
22803,51660,Harrisonburg,VA,Harrisonburg city,C7
22807,51660,Harrisonburg,VA,Harrisonburg city,C7
23860,51670,Hopewell,VA,Hopewell city,C7
24450,51678,Lexington,VA,Lexington city,C7
24515,51680,Lynchburg,VA,Lynchburg city,C7
24504,51680,Lynchburg,VA,Lynchburg city,C7
24503,51680,Lynchburg,VA,Lynchburg city,C7
24506,51680,Lynchburg,VA,Lynchburg city,C7
24513,51680,Lynchburg,VA,Lynchburg city,C7
24502,51680,Lynchburg,VA,Lynchburg city,C7
24514,51680,Lynchburg,VA,Lynchburg city,C7
24501,51680,Lynchburg,VA,Lynchburg city,C7
24551,51680,Forest,VA,Lynchburg city,C7
20110,51683,Manassas,VA,Manassas city,C7
20108,51683,Manassas,VA,Manassas city,C7
20111,51685,Manassas,VA,Manassas Park city,C7
20110,51685,Manassas,VA,Manassas Park city,C7
20113,51685,Manassas,VA,Manassas Park city,C7
24112,51690,Martinsville,VA,Martinsville city,C7
23606,51700,Newport news,VA,Newport News city,C7
23601,51700,Newport news,VA,Newport News city,C7
23602,51700,Newport news,VA,Newport News city,C7
23607,51700,Newport news,VA,Newport News city,C7
23609,51700,Newport news,VA,Newport News city,C7
23670,51700,Hampton,VA,Newport News city,C7
23604,51700,Fort eustis,VA,Newport News city,C7
23612,51700,Newport news,VA,Newport News city,C7
23608,51700,Newport news,VA,Newport News city,C7
23666,51700,Hampton,VA,Newport News city,C7
23630,51700,Hampton,VA,Newport News city,C7
23603,51700,Newport news,VA,Newport News city,C7
23690,51700,Yorktown,VA,Newport News city,C7
23605,51700,Newport news,VA,Newport News city,C7
23628,51700,Newport news,VA,Newport News city,C7
23505,51710,Norfolk,VA,Norfolk city,C7
23510,51710,Norfolk,VA,Norfolk city,C7
23551,51710,Norfolk,VA,Norfolk city,C7
23503,51710,Norfolk,VA,Norfolk city,C7
23509,51710,Norfolk,VA,Norfolk city,C7
23513,51710,Norfolk,VA,Norfolk city,C7
23529,51710,Norfolk,VA,Norfolk city,C7
23462,51710,Virginia beach,VA,Norfolk city,C7
23518,51710,Norfolk,VA,Norfolk city,C7
23523,51710,Norfolk,VA,Norfolk city,C7
23502,51710,Norfolk,VA,Norfolk city,C7
23511,51710,Norfolk,VA,Norfolk city,C7
23517,51710,Norfolk,VA,Norfolk city,C7
23514,51710,Norfolk,VA,Norfolk city,C7
23504,51710,Norfolk,VA,Norfolk city,C7
23515,51710,Norfolk,VA,Norfolk city,C7
23507,51710,Norfolk,VA,Norfolk city,C7
23501,51710,Norfolk,VA,Norfolk city,C7
23541,51710,Norfolk,VA,Norfolk city,C7
23508,51710,Norfolk,VA,Norfolk city,C7
24273,51720,Norton,VA,Norton city,C7
23803,51730,Petersburg,VA,Petersburg city,C7
23805,51730,Petersburg,VA,Petersburg city,C7
23875,51730,Prince george,VA,Petersburg city,C7
23801,51730,Fort lee,VA,Petersburg city,C7
23804,51730,Petersburg,VA,Petersburg city,C7
23662,51735,Poquoson,VA,Poquoson city,C7
23708,51740,Portsmouth,VA,Portsmouth city,C7
23705,51740,Portsmouth,VA,Portsmouth city,C7
23709,51740,Portsmouth,VA,Portsmouth city,C7
23321,51740,Chesapeake,VA,Portsmouth city,C7
23704,51740,Portsmouth,VA,Portsmouth city,C7
23703,51740,Portsmouth,VA,Portsmouth city,C7
23701,51740,Portsmouth,VA,Portsmouth city,C7
23707,51740,Portsmouth,VA,Portsmouth city,C7
23702,51740,Portsmouth,VA,Portsmouth city,C7
24129,51750,New river,VA,Radford city,C7
24141,51750,Radford,VA,Radford city,C7
24073,51750,Christiansburg,VA,Radford city,C7
24142,51750,Radford,VA,Radford city,C7
24132,51750,Parrott,VA,Radford city,C7
23222,51760,Richmond,VA,Richmond city,C7
23221,51760,Richmond,VA,Richmond city,C7
23224,51760,Richmond,VA,Richmond city,C7
23235,51760,Richmond,VA,Richmond city,C7
23218,51760,Richmond,VA,Richmond city,C7
23249,51760,Richmond,VA,Richmond city,C7
23113,51760,Midlothian,VA,Richmond city,C7
23219,51760,Richmond,VA,Richmond city,C7
23231,51760,Henrico,VA,Richmond city,C7
23293,51760,Richmond,VA,Richmond city,C7
23269,51760,Richmond,VA,Richmond city,C7
23220,51760,Richmond,VA,Richmond city,C7
23284,51760,Richmond,VA,Richmond city,C7
23298,51760,Richmond,VA,Richmond city,C7
23241,51760,Richmond,VA,Richmond city,C7
23227,51760,Richmond,VA,Richmond city,C7
23260,51760,Richmond,VA,Richmond city,C7
23223,51760,Richmond,VA,Richmond city,C7
23261,51760,Richmond,VA,Richmond city,C7
23173,51760,Richmond,VA,Richmond city,C7
23226,51760,Richmond,VA,Richmond city,C7
23286,51760,Richmond,VA,Richmond city,C7
23228,51760,Henrico,VA,Richmond city,C7
23230,51760,Richmond,VA,Richmond city,C7
23234,51760,Richmond,VA,Richmond city,C7
23232,51760,Richmond,VA,Richmond city,C7
23225,51760,Richmond,VA,Richmond city,C7
24014,51770,Roanoke,VA,Roanoke city,C7
24012,51770,Roanoke,VA,Roanoke city,C7
24026,51770,Roanoke,VA,Roanoke city,C7
24035,51770,Roanoke,VA,Roanoke city,C7
24036,51770,Roanoke,VA,Roanoke city,C7
24030,51770,Roanoke,VA,Roanoke city,C7
24001,51770,Roanoke,VA,Roanoke city,C7
24042,51770,Roanoke,VA,Roanoke city,C7
24011,51770,Roanoke,VA,Roanoke city,C7
24022,51770,Roanoke,VA,Roanoke city,C7
24153,51770,Salem,VA,Roanoke city,C7
24010,51770,Roanoke,VA,Roanoke city,C7
24031,51770,Roanoke,VA,Roanoke city,C7
24009,51770,Roanoke,VA,Roanoke city,C7
24028,51770,Roanoke,VA,Roanoke city,C7
24034,51770,Roanoke,VA,Roanoke city,C7
24179,51770,Vinton,VA,Roanoke city,C7
24027,51770,Roanoke,VA,Roanoke city,C7
24023,51770,Roanoke,VA,Roanoke city,C7
24013,51770,Roanoke,VA,Roanoke city,C7
24006,51770,Roanoke,VA,Roanoke city,C7
24007,51770,Roanoke,VA,Roanoke city,C7
24037,51770,Roanoke,VA,Roanoke city,C7
24016,51770,Roanoke,VA,Roanoke city,C7
24017,51770,Roanoke,VA,Roanoke city,C7
24032,51770,Roanoke,VA,Roanoke city,C7
24008,51770,Roanoke,VA,Roanoke city,C7
24003,51770,Roanoke,VA,Roanoke city,C7
24019,51770,Roanoke,VA,Roanoke city,C7
24005,51770,Roanoke,VA,Roanoke city,C7
24004,51770,Roanoke,VA,Roanoke city,C7
24025,51770,Roanoke,VA,Roanoke city,C7
24024,51770,Roanoke,VA,Roanoke city,C7
24018,51770,Roanoke,VA,Roanoke city,C7
24015,51770,Roanoke,VA,Roanoke city,C7
24038,51770,Roanoke,VA,Roanoke city,C7
24002,51770,Roanoke,VA,Roanoke city,C7
24033,51770,Roanoke,VA,Roanoke city,C7
24029,51770,Roanoke,VA,Roanoke city,C7
24153,51775,Salem,VA,Salem city,C7
24017,51775,Roanoke,VA,Salem city,C7
24019,51775,Roanoke,VA,Salem city,C7
24018,51775,Roanoke,VA,Salem city,C7
24402,51790,Staunton,VA,Staunton city,C7
24482,51790,Verona,VA,Staunton city,C7
24401,51790,Staunton,VA,Staunton city,C7
23432,51800,Suffolk,VA,Suffolk city,C7
23439,51800,Suffolk,VA,Suffolk city,C7
23434,51800,Suffolk,VA,Suffolk city,C7
23438,51800,Suffolk,VA,Suffolk city,C7
23321,51800,Chesapeake,VA,Suffolk city,C7
23487,51800,Windsor,VA,Suffolk city,C7
23437,51800,Suffolk,VA,Suffolk city,C7
23430,51800,Smithfield,VA,Suffolk city,C7
23436,51800,Suffolk,VA,Suffolk city,C7
23435,51800,Suffolk,VA,Suffolk city,C7
23433,51800,Suffolk,VA,Suffolk city,C7
23453,51810,Virginia beach,VA,Virginia Beach city,C7
23459,51810,Virginia beach,VA,Virginia Beach city,C7
23479,51810,Virginia beach,VA,Virginia Beach city,C7
23322,51810,Chesapeake,VA,Virginia Beach city,C7
23320,51810,Chesapeake,VA,Virginia Beach city,C7
23456,51810,Virginia beach,VA,Virginia Beach city,C7
23471,51810,Virginia beach,VA,Virginia Beach city,C7
23454,51810,Virginia beach,VA,Virginia Beach city,C7
23450,51810,Virginia beach,VA,Virginia Beach city,C7
23452,51810,Virginia beach,VA,Virginia Beach city,C7
23462,51810,Virginia beach,VA,Virginia Beach city,C7
23466,51810,Virginia beach,VA,Virginia Beach city,C7
23460,51810,Virginia beach,VA,Virginia Beach city,C7
23461,51810,Virginia beach,VA,Virginia Beach city,C7
23325,51810,Chesapeake,VA,Virginia Beach city,C7
23502,51810,Norfolk,VA,Virginia Beach city,C7
23463,51810,Virginia beach,VA,Virginia Beach city,C7
23455,51810,Virginia beach,VA,Virginia Beach city,C7
23467,51810,Virginia beach,VA,Virginia Beach city,C7
23451,51810,Virginia beach,VA,Virginia Beach city,C7
23464,51810,Virginia beach,VA,Virginia Beach city,C7
23457,51810,Virginia beach,VA,Virginia Beach city,C7
22980,51820,Waynesboro,VA,Waynesboro city,C7
22952,51820,Lyndhurst,VA,Waynesboro city,C7
23185,51830,Williamsburg,VA,Williamsburg city,C7
23188,51830,Williamsburg,VA,Williamsburg city,C7
23186,51830,Williamsburg,VA,Williamsburg city,C7
23187,51830,Williamsburg,VA,Williamsburg city,C7
22601,51840,Winchester,VA,Winchester city,C7
22602,51840,Winchester,VA,Winchester city,C7
22604,51840,Winchester,VA,Winchester city,C7
