zip,countyname,state,stcountyfp,classfp
24221,Lee County,VA,51105,H1
24243,Lee County,VA,51105,H1
24244,Lee County,VA,51105,H1
24248,Lee County,VA,51105,H1
24263,Lee County,VA,51105,H1
24265,Lee County,VA,51105,H1
24277,Lee County,VA,51105,H1
24281,Lee County,VA,51105,H1
24282,Lee County,VA,51105,H1
20101,Loudoun County,VA,51107,H1
20103,Loudoun County,VA,51107,H1
20104,Loudoun County,VA,51107,H1
20105,Loudoun County,VA,51107,H1
20117,Loudoun County,VA,51107,H1
20120,Loudoun County,VA,51107,H1
20129,Loudoun County,VA,51107,H1
20131,Loudoun County,VA,51107,H1
20132,Loudoun County,VA,51107,H1
20135,Loudoun County,VA,51107,H1
20141,Loudoun County,VA,51107,H1
20146,Loudoun County,VA,51107,H1
20147,Loudoun County,VA,51107,H1
20148,Loudoun County,VA,51107,H1
20149,Loudoun County,VA,51107,H1
20151,Loudoun County,VA,51107,H1
20152,Loudoun County,VA,51107,H1
20158,Loudoun County,VA,51107,H1
20160,Loudoun County,VA,51107,H1
20164,Loudoun County,VA,51107,H1
20165,Loudoun County,VA,51107,H1
20166,Loudoun County,VA,51107,H1
20167,Loudoun County,VA,51107,H1
20175,Loudoun County,VA,51107,H1
20176,Loudoun County,VA,51107,H1
20177,Loudoun County,VA,51107,H1
20178,Loudoun County,VA,51107,H1
20180,Loudoun County,VA,51107,H1
20184,Loudoun County,VA,51107,H1
20189,Loudoun County,VA,51107,H1
20197,Loudoun County,VA,51107,H1
22066,Loudoun County,VA,51107,H1
22942,Louisa County,VA,51109,H1
22947,Louisa County,VA,51109,H1
22974,Louisa County,VA,51109,H1
23015,Louisa County,VA,51109,H1
23024,Louisa County,VA,51109,H1
23065,Louisa County,VA,51109,H1
23084,Louisa County,VA,51109,H1
23093,Louisa County,VA,51109,H1
23102,Louisa County,VA,51109,H1
23117,Louisa County,VA,51109,H1
23170,Louisa County,VA,51109,H1
23192,Louisa County,VA,51109,H1
23821,Lunenburg County,VA,51111,H1
23824,Lunenburg County,VA,51111,H1
23920,Lunenburg County,VA,51111,H1
23924,Lunenburg County,VA,51111,H1
23937,Lunenburg County,VA,51111,H1
23938,Lunenburg County,VA,51111,H1
23942,Lunenburg County,VA,51111,H1
23944,Lunenburg County,VA,51111,H1
23947,Lunenburg County,VA,51111,H1
23952,Lunenburg County,VA,51111,H1
23954,Lunenburg County,VA,51111,H1
23970,Lunenburg County,VA,51111,H1
23974,Lunenburg County,VA,51111,H1
22701,Madison County,VA,51113,H1
22709,Madison County,VA,51113,H1
22711,Madison County,VA,51113,H1
22715,Madison County,VA,51113,H1
22719,Madison County,VA,51113,H1
22722,Madison County,VA,51113,H1
22723,Madison County,VA,51113,H1
22725,Madison County,VA,51113,H1
22727,Madison County,VA,51113,H1
22730,Madison County,VA,51113,H1
22731,Madison County,VA,51113,H1
22732,Madison County,VA,51113,H1
22733,Madison County,VA,51113,H1
22735,Madison County,VA,51113,H1
22738,Madison County,VA,51113,H1
22740,Madison County,VA,51113,H1
22743,Madison County,VA,51113,H1
22748,Madison County,VA,51113,H1
22948,Madison County,VA,51113,H1
22960,Madison County,VA,51113,H1
22973,Madison County,VA,51113,H1
22989,Madison County,VA,51113,H1
23021,Mathews County,VA,51115,H1
23025,Mathews County,VA,51115,H1
23035,Mathews County,VA,51115,H1
23045,Mathews County,VA,51115,H1
23050,Mathews County,VA,51115,H1
23056,Mathews County,VA,51115,H1
23061,Mathews County,VA,51115,H1
23064,Mathews County,VA,51115,H1
23066,Mathews County,VA,51115,H1
23068,Mathews County,VA,51115,H1
23076,Mathews County,VA,51115,H1
23109,Mathews County,VA,51115,H1
23119,Mathews County,VA,51115,H1
23125,Mathews County,VA,51115,H1
23128,Mathews County,VA,51115,H1
23130,Mathews County,VA,51115,H1
23138,Mathews County,VA,51115,H1
23163,Mathews County,VA,51115,H1
23915,Mecklenburg County,VA,51117,H1
23917,Mecklenburg County,VA,51117,H1
23919,Mecklenburg County,VA,51117,H1
23920,Mecklenburg County,VA,51117,H1
23924,Mecklenburg County,VA,51117,H1
23927,Mecklenburg County,VA,51117,H1
23941,Mecklenburg County,VA,51117,H1
23950,Mecklenburg County,VA,51117,H1
23964,Mecklenburg County,VA,51117,H1
23968,Mecklenburg County,VA,51117,H1
23970,Mecklenburg County,VA,51117,H1
24529,Mecklenburg County,VA,51117,H1
24580,Mecklenburg County,VA,51117,H1
24598,Mecklenburg County,VA,51117,H1
22504,Middlesex County,VA,51119,H1
23031,Middlesex County,VA,51119,H1
23032,Middlesex County,VA,51119,H1
23043,Middlesex County,VA,51119,H1
23070,Middlesex County,VA,51119,H1
23071,Middlesex County,VA,51119,H1
23079,Middlesex County,VA,51119,H1
23092,Middlesex County,VA,51119,H1
23149,Middlesex County,VA,51119,H1
23169,Middlesex County,VA,51119,H1
23175,Middlesex County,VA,51119,H1
23176,Middlesex County,VA,51119,H1
23180,Middlesex County,VA,51119,H1
24059,Montgomery County,VA,51121,H1
24060,Montgomery County,VA,51121,H1
24061,Montgomery County,VA,51121,H1
24062,Montgomery County,VA,51121,H1
24063,Montgomery County,VA,51121,H1
24068,Montgomery County,VA,51121,H1
24073,Montgomery County,VA,51121,H1
24087,Montgomery County,VA,51121,H1
24111,Montgomery County,VA,51121,H1
24128,Montgomery County,VA,51121,H1
24138,Montgomery County,VA,51121,H1
24141,Montgomery County,VA,51121,H1
24149,Montgomery County,VA,51121,H1
24162,Montgomery County,VA,51121,H1
22920,Nelson County,VA,51125,H1
22922,Nelson County,VA,51125,H1
22938,Nelson County,VA,51125,H1
22949,Nelson County,VA,51125,H1
22958,Nelson County,VA,51125,H1
22964,Nelson County,VA,51125,H1
22967,Nelson County,VA,51125,H1
22969,Nelson County,VA,51125,H1
22971,Nelson County,VA,51125,H1
22976,Nelson County,VA,51125,H1
24464,Nelson County,VA,51125,H1
24483,Nelson County,VA,51125,H1
24521,Nelson County,VA,51125,H1
24553,Nelson County,VA,51125,H1
24562,Nelson County,VA,51125,H1
24581,Nelson County,VA,51125,H1
24599,Nelson County,VA,51125,H1
23011,New Kent County,VA,51127,H1
23089,New Kent County,VA,51127,H1
23111,New Kent County,VA,51127,H1
23124,New Kent County,VA,51127,H1
23140,New Kent County,VA,51127,H1
23141,New Kent County,VA,51127,H1
23150,New Kent County,VA,51127,H1
23181,New Kent County,VA,51127,H1
23307,Northampton County,VA,51131,H1
23310,Northampton County,VA,51131,H1
23313,Northampton County,VA,51131,H1
23316,Northampton County,VA,51131,H1
23347,Northampton County,VA,51131,H1
23350,Northampton County,VA,51131,H1
23354,Northampton County,VA,51131,H1
23398,Northampton County,VA,51131,H1
23405,Northampton County,VA,51131,H1
23408,Northampton County,VA,51131,H1
23413,Northampton County,VA,51131,H1
23429,Northampton County,VA,51131,H1
23443,Northampton County,VA,51131,H1
23486,Northampton County,VA,51131,H1
22432,Northumberland County,VA,51133,H1
22435,Northumberland County,VA,51133,H1
22460,Northumberland County,VA,51133,H1
22473,Northumberland County,VA,51133,H1
22482,Northumberland County,VA,51133,H1
22503,Northumberland County,VA,51133,H1
22511,Northumberland County,VA,51133,H1
22530,Northumberland County,VA,51133,H1
22539,Northumberland County,VA,51133,H1
22579,Northumberland County,VA,51133,H1
23002,Nottoway County,VA,51135,H1
23824,Nottoway County,VA,51135,H1
23894,Nottoway County,VA,51135,H1
23922,Nottoway County,VA,51135,H1
23930,Nottoway County,VA,51135,H1
23955,Nottoway County,VA,51135,H1
22433,Orange County,VA,51137,H1
22508,Orange County,VA,51137,H1
22542,Orange County,VA,51137,H1
22551,Orange County,VA,51137,H1
22567,Orange County,VA,51137,H1
22701,Orange County,VA,51137,H1
22733,Orange County,VA,51137,H1
22923,Orange County,VA,51137,H1
22942,Orange County,VA,51137,H1
22957,Orange County,VA,51137,H1
22960,Orange County,VA,51137,H1
22968,Orange County,VA,51137,H1
22972,Orange County,VA,51137,H1
23093,Orange County,VA,51137,H1
22650,Page County,VA,51139,H1
22743,Page County,VA,51139,H1
22827,Page County,VA,51139,H1
22835,Page County,VA,51139,H1
22849,Page County,VA,51139,H1
22851,Page County,VA,51139,H1
24053,Patrick County,VA,51141,H1
24055,Patrick County,VA,51141,H1
24076,Patrick County,VA,51141,H1
24082,Patrick County,VA,51141,H1
24088,Patrick County,VA,51141,H1
24091,Patrick County,VA,51141,H1
24120,Patrick County,VA,51141,H1
24133,Patrick County,VA,51141,H1
24165,Patrick County,VA,51141,H1
24171,Patrick County,VA,51141,H1
24177,Patrick County,VA,51141,H1
24185,Patrick County,VA,51141,H1
24317,Patrick County,VA,51141,H1
24343,Patrick County,VA,51141,H1
24054,Pittsylvania County,VA,51143,H1
24069,Pittsylvania County,VA,51143,H1
24137,Pittsylvania County,VA,51143,H1
24139,Pittsylvania County,VA,51143,H1
24161,Pittsylvania County,VA,51143,H1
24527,Pittsylvania County,VA,51143,H1
24530,Pittsylvania County,VA,51143,H1
24531,Pittsylvania County,VA,51143,H1
24540,Pittsylvania County,VA,51143,H1
24541,Pittsylvania County,VA,51143,H1
24549,Pittsylvania County,VA,51143,H1
24557,Pittsylvania County,VA,51143,H1
24563,Pittsylvania County,VA,51143,H1
24565,Pittsylvania County,VA,51143,H1
24566,Pittsylvania County,VA,51143,H1
24569,Pittsylvania County,VA,51143,H1
24586,Pittsylvania County,VA,51143,H1
24592,Pittsylvania County,VA,51143,H1
24594,Pittsylvania County,VA,51143,H1
24597,Pittsylvania County,VA,51143,H1
23112,Powhatan County,VA,51145,H1
23113,Powhatan County,VA,51145,H1
23120,Powhatan County,VA,51145,H1
23139,Powhatan County,VA,51145,H1
23901,Prince Edward County,VA,51147,H1
23909,Prince Edward County,VA,51147,H1
23922,Prince Edward County,VA,51147,H1
23923,Prince Edward County,VA,51147,H1
23934,Prince Edward County,VA,51147,H1
23942,Prince Edward County,VA,51147,H1
23943,Prince Edward County,VA,51147,H1
23947,Prince Edward County,VA,51147,H1
23954,Prince Edward County,VA,51147,H1
23958,Prince Edward County,VA,51147,H1
23960,Prince Edward County,VA,51147,H1
23966,Prince Edward County,VA,51147,H1
23801,Prince George County,VA,51149,H1
23803,Prince George County,VA,51149,H1
23805,Prince George County,VA,51149,H1
23830,Prince George County,VA,51149,H1
23842,Prince George County,VA,51149,H1
23860,Prince George County,VA,51149,H1
23875,Prince George County,VA,51149,H1
23881,Prince George County,VA,51149,H1
20109,Prince William County,VA,51153,H1
20110,Prince William County,VA,51153,H1
20111,Prince William County,VA,51153,H1
20112,Prince William County,VA,51153,H1
20119,Prince William County,VA,51153,H1
20136,Prince William County,VA,51153,H1
20137,Prince William County,VA,51153,H1
20143,Prince William County,VA,51153,H1
20155,Prince William County,VA,51153,H1
20156,Prince William County,VA,51153,H1
20168,Prince William County,VA,51153,H1
20169,Prince William County,VA,51153,H1
20181,Prince William County,VA,51153,H1
20187,Prince William County,VA,51153,H1
20198,Prince William County,VA,51153,H1
22025,Prince William County,VA,51153,H1
22026,Prince William County,VA,51153,H1
22125,Prince William County,VA,51153,H1
22134,Prince William County,VA,51153,H1
22172,Prince William County,VA,51153,H1
22191,Prince William County,VA,51153,H1
22192,Prince William County,VA,51153,H1
22193,Prince William County,VA,51153,H1
22194,Prince William County,VA,51153,H1
22195,Prince William County,VA,51153,H1
24058,Pulaski County,VA,51155,H1
24084,Pulaski County,VA,51155,H1
24126,Pulaski County,VA,51155,H1
24141,Pulaski County,VA,51155,H1
24301,Pulaski County,VA,51155,H1
24313,Pulaski County,VA,51155,H1
24324,Pulaski County,VA,51155,H1
24347,Pulaski County,VA,51155,H1
20106,Rappahannock County,VA,51157,H1
22623,Rappahannock County,VA,51157,H1
22627,Rappahannock County,VA,51157,H1
22630,Rappahannock County,VA,51157,H1
22640,Rappahannock County,VA,51157,H1
22713,Rappahannock County,VA,51157,H1
22716,Rappahannock County,VA,51157,H1
22740,Rappahannock County,VA,51157,H1
22747,Rappahannock County,VA,51157,H1
22749,Rappahannock County,VA,51157,H1
22435,Richmond County,VA,51159,H1
22460,Richmond County,VA,51159,H1
22472,Richmond County,VA,51159,H1
22520,Richmond County,VA,51159,H1
22548,Richmond County,VA,51159,H1
22572,Richmond County,VA,51159,H1
24012,Roanoke County,VA,51161,H1
24014,Roanoke County,VA,51161,H1
24015,Roanoke County,VA,51161,H1
24018,Roanoke County,VA,51161,H1
24019,Roanoke County,VA,51161,H1
24020,Roanoke County,VA,51161,H1
24059,Roanoke County,VA,51161,H1
24065,Roanoke County,VA,51161,H1
24070,Roanoke County,VA,51161,H1
24079,Roanoke County,VA,51161,H1
24087,Roanoke County,VA,51161,H1
24101,Roanoke County,VA,51161,H1
24153,Roanoke County,VA,51161,H1
24175,Roanoke County,VA,51161,H1
24179,Roanoke County,VA,51161,H1
24066,Rockbridge County,VA,51163,H1
24415,Rockbridge County,VA,51163,H1
24416,Rockbridge County,VA,51163,H1
24435,Rockbridge County,VA,51163,H1
24439,Rockbridge County,VA,51163,H1
24450,Rockbridge County,VA,51163,H1
24459,Rockbridge County,VA,51163,H1
24472,Rockbridge County,VA,51163,H1
24473,Rockbridge County,VA,51163,H1
24483,Rockbridge County,VA,51163,H1
24555,Rockbridge County,VA,51163,H1
24578,Rockbridge County,VA,51163,H1
24579,Rockbridge County,VA,51163,H1
22801,Rockingham County,VA,51165,H1
22802,Rockingham County,VA,51165,H1
22811,Rockingham County,VA,51165,H1
22812,Rockingham County,VA,51165,H1
22815,Rockingham County,VA,51165,H1
22820,Rockingham County,VA,51165,H1
22821,Rockingham County,VA,51165,H1
22827,Rockingham County,VA,51165,H1
22830,Rockingham County,VA,51165,H1
22831,Rockingham County,VA,51165,H1
22832,Rockingham County,VA,51165,H1
22833,Rockingham County,VA,51165,H1
22834,Rockingham County,VA,51165,H1
22840,Rockingham County,VA,51165,H1
22841,Rockingham County,VA,51165,H1
22844,Rockingham County,VA,51165,H1
22846,Rockingham County,VA,51165,H1
22848,Rockingham County,VA,51165,H1
22849,Rockingham County,VA,51165,H1
22850,Rockingham County,VA,51165,H1
22853,Rockingham County,VA,51165,H1
24441,Rockingham County,VA,51165,H1
24471,Rockingham County,VA,51165,H1
24486,Rockingham County,VA,51165,H1
24224,Russell County,VA,51167,H1
24225,Russell County,VA,51167,H1
24237,Russell County,VA,51167,H1
24260,Russell County,VA,51167,H1
24266,Russell County,VA,51167,H1
24271,Russell County,VA,51167,H1
24280,Russell County,VA,51167,H1
24283,Russell County,VA,51167,H1
24609,Russell County,VA,51167,H1
24646,Russell County,VA,51167,H1
24649,Russell County,VA,51167,H1
24202,Scott County,VA,51169,H1
24221,Scott County,VA,51169,H1
24230,Scott County,VA,51169,H1
24244,Scott County,VA,51169,H1
24245,Scott County,VA,51169,H1
24250,Scott County,VA,51169,H1
24251,Scott County,VA,51169,H1
24258,Scott County,VA,51169,H1
24271,Scott County,VA,51169,H1
24290,Scott County,VA,51169,H1
22626,Shenandoah County,VA,51171,H1
22641,Shenandoah County,VA,51171,H1
22644,Shenandoah County,VA,51171,H1
22645,Shenandoah County,VA,51171,H1
22652,Shenandoah County,VA,51171,H1
22654,Shenandoah County,VA,51171,H1
22657,Shenandoah County,VA,51171,H1
22660,Shenandoah County,VA,51171,H1
22664,Shenandoah County,VA,51171,H1
22810,Shenandoah County,VA,51171,H1
22815,Shenandoah County,VA,51171,H1
22824,Shenandoah County,VA,51171,H1
22835,Shenandoah County,VA,51171,H1
22842,Shenandoah County,VA,51171,H1
22844,Shenandoah County,VA,51171,H1
22845,Shenandoah County,VA,51171,H1
22847,Shenandoah County,VA,51171,H1
22853,Shenandoah County,VA,51171,H1
24236,Smyth County,VA,51173,H1
24311,Smyth County,VA,51173,H1
24316,Smyth County,VA,51173,H1
24318,Smyth County,VA,51173,H1
24319,Smyth County,VA,51173,H1
24354,Smyth County,VA,51173,H1
24368,Smyth County,VA,51173,H1
24370,Smyth County,VA,51173,H1
24374,Smyth County,VA,51173,H1
24375,Smyth County,VA,51173,H1
24378,Smyth County,VA,51173,H1
24651,Smyth County,VA,51173,H1
23827,Southampton County,VA,51175,H1
23828,Southampton County,VA,51175,H1
23829,Southampton County,VA,51175,H1
23837,Southampton County,VA,51175,H1
23844,Southampton County,VA,51175,H1
23847,Southampton County,VA,51175,H1
23851,Southampton County,VA,51175,H1
23866,Southampton County,VA,51175,H1
23867,Southampton County,VA,51175,H1
23874,Southampton County,VA,51175,H1
23878,Southampton County,VA,51175,H1
23888,Southampton County,VA,51175,H1
23898,Southampton County,VA,51175,H1
22401,Spotsylvania County,VA,51177,H1
22407,Spotsylvania County,VA,51177,H1
22408,Spotsylvania County,VA,51177,H1
22508,Spotsylvania County,VA,51177,H1
22534,Spotsylvania County,VA,51177,H1
22546,Spotsylvania County,VA,51177,H1
22551,Spotsylvania County,VA,51177,H1
22553,Spotsylvania County,VA,51177,H1
22565,Spotsylvania County,VA,51177,H1
22567,Spotsylvania County,VA,51177,H1
22580,Spotsylvania County,VA,51177,H1
22960,Spotsylvania County,VA,51177,H1
23015,Spotsylvania County,VA,51177,H1
23024,Spotsylvania County,VA,51177,H1
23117,Spotsylvania County,VA,51177,H1
22134,Stafford County,VA,51179,H1
22135,Stafford County,VA,51179,H1
22403,Stafford County,VA,51179,H1
22405,Stafford County,VA,51179,H1
22406,Stafford County,VA,51179,H1
22412,Stafford County,VA,51179,H1
22430,Stafford County,VA,51179,H1
22463,Stafford County,VA,51179,H1
22471,Stafford County,VA,51179,H1
22545,Stafford County,VA,51179,H1
22554,Stafford County,VA,51179,H1
22555,Stafford County,VA,51179,H1
22556,Stafford County,VA,51179,H1
22728,Stafford County,VA,51179,H1
23430,Surry County,VA,51181,H1
23839,Surry County,VA,51181,H1
23842,Surry County,VA,51181,H1
23846,Surry County,VA,51181,H1
23866,Surry County,VA,51181,H1
23881,Surry County,VA,51181,H1
23883,Surry County,VA,51181,H1
23888,Surry County,VA,51181,H1
23890,Surry County,VA,51181,H1
23899,Surry County,VA,51181,H1
23829,Sussex County,VA,51183,H1
23830,Sussex County,VA,51183,H1
23837,Sussex County,VA,51183,H1
23842,Sussex County,VA,51183,H1
23847,Sussex County,VA,51183,H1
23867,Sussex County,VA,51183,H1
23878,Sussex County,VA,51183,H1
23882,Sussex County,VA,51183,H1
23884,Sussex County,VA,51183,H1
23888,Sussex County,VA,51183,H1
23890,Sussex County,VA,51183,H1
23891,Sussex County,VA,51183,H1
23897,Sussex County,VA,51183,H1
24314,Tazewell County,VA,51185,H1
24316,Tazewell County,VA,51185,H1
24377,Tazewell County,VA,51185,H1
24601,Tazewell County,VA,51185,H1
24602,Tazewell County,VA,51185,H1
24604,Tazewell County,VA,51185,H1
24605,Tazewell County,VA,51185,H1
24606,Tazewell County,VA,51185,H1
24608,Tazewell County,VA,51185,H1
24609,Tazewell County,VA,51185,H1
24612,Tazewell County,VA,51185,H1
24613,Tazewell County,VA,51185,H1
24619,Tazewell County,VA,51185,H1
24622,Tazewell County,VA,51185,H1
24630,Tazewell County,VA,51185,H1
24635,Tazewell County,VA,51185,H1
24637,Tazewell County,VA,51185,H1
24639,Tazewell County,VA,51185,H1
24640,Tazewell County,VA,51185,H1
24641,Tazewell County,VA,51185,H1
24647,Tazewell County,VA,51185,H1
24651,Tazewell County,VA,51185,H1
22610,Warren County,VA,51187,H1
22623,Warren County,VA,51187,H1
22630,Warren County,VA,51187,H1
22642,Warren County,VA,51187,H1
22645,Warren County,VA,51187,H1
22649,Warren County,VA,51187,H1
22655,Warren County,VA,51187,H1
22657,Warren County,VA,51187,H1
22663,Warren County,VA,51187,H1
24202,Washington County,VA,51191,H1
24210,Washington County,VA,51191,H1
24211,Washington County,VA,51191,H1
24212,Washington County,VA,51191,H1
24236,Washington County,VA,51191,H1
24258,Washington County,VA,51191,H1
24270,Washington County,VA,51191,H1
24319,Washington County,VA,51191,H1
24327,Washington County,VA,51191,H1
24340,Washington County,VA,51191,H1
24361,Washington County,VA,51191,H1
24370,Washington County,VA,51191,H1
22442,Westmoreland County,VA,51193,H1
22443,Westmoreland County,VA,51193,H1
22469,Westmoreland County,VA,51193,H1
22485,Westmoreland County,VA,51193,H1
22488,Westmoreland County,VA,51193,H1
22520,Westmoreland County,VA,51193,H1
22524,Westmoreland County,VA,51193,H1
22529,Westmoreland County,VA,51193,H1
22558,Westmoreland County,VA,51193,H1
22572,Westmoreland County,VA,51193,H1
22577,Westmoreland County,VA,51193,H1
22581,Westmoreland County,VA,51193,H1
24215,Wise County,VA,51195,H1
24216,Wise County,VA,51195,H1
24219,Wise County,VA,51195,H1
24230,Wise County,VA,51195,H1
24246,Wise County,VA,51195,H1
24273,Wise County,VA,51195,H1
24279,Wise County,VA,51195,H1
24283,Wise County,VA,51195,H1
24293,Wise County,VA,51195,H1
24312,Wythe County,VA,51197,H1
24313,Wythe County,VA,51197,H1
24322,Wythe County,VA,51197,H1
24323,Wythe County,VA,51197,H1
24324,Wythe County,VA,51197,H1
24326,Wythe County,VA,51197,H1
24343,Wythe County,VA,51197,H1
24350,Wythe County,VA,51197,H1
24360,Wythe County,VA,51197,H1
24368,Wythe County,VA,51197,H1
24374,Wythe County,VA,51197,H1
24382,Wythe County,VA,51197,H1
23185,York County,VA,51199,H1
23188,York County,VA,51199,H1
23602,York County,VA,51199,H1
23603,York County,VA,51199,H1
23662,York County,VA,51199,H1
23665,York County,VA,51199,H1
23690,York County,VA,51199,H1
23691,York County,VA,51199,H1
23692,York County,VA,51199,H1
23693,York County,VA,51199,H1
23694,York County,VA,51199,H1
23696,York County,VA,51199,H1
22206,Alexandria city,VA,51510,C7
22301,Alexandria city,VA,51510,C7
22302,Alexandria city,VA,51510,C7
22304,Alexandria city,VA,51510,C7
22305,Alexandria city,VA,51510,C7
22311,Alexandria city,VA,51510,C7
22312,Alexandria city,VA,51510,C7
22313,Alexandria city,VA,51510,C7
22314,Alexandria city,VA,51510,C7
22320,Alexandria city,VA,51510,C7
22331,Alexandria city,VA,51510,C7
22332,Alexandria city,VA,51510,C7
22333,Alexandria city,VA,51510,C7
22350,Alexandria city,VA,51510,C7
24523,Bedford city,VA,51515,C7
24201,Bristol city,VA,51520,C7
24202,Bristol city,VA,51520,C7
24203,Bristol city,VA,51520,C7
24209,Bristol city,VA,51520,C7
24416,Buena Vista city,VA,51530,C7
22901,Charlottesville city,VA,51540,C7
22902,Charlottesville city,VA,51540,C7
22903,Charlottesville city,VA,51540,C7
22905,Charlottesville city,VA,51540,C7
22906,Charlottesville city,VA,51540,C7
22908,Charlottesville city,VA,51540,C7
23320,Chesapeake city,VA,51550,C7
23321,Chesapeake city,VA,51550,C7
23322,Chesapeake city,VA,51550,C7
23323,Chesapeake city,VA,51550,C7
23324,Chesapeake city,VA,51550,C7
23325,Chesapeake city,VA,51550,C7
23326,Chesapeake city,VA,51550,C7
23327,Chesapeake city,VA,51550,C7
23328,Chesapeake city,VA,51550,C7
23435,Chesapeake city,VA,51550,C7
23464,Chesapeake city,VA,51550,C7
23523,Chesapeake city,VA,51550,C7
23702,Chesapeake city,VA,51550,C7
23703,Chesapeake city,VA,51550,C7
23834,Colonial Heights city,VA,51570,C7
24426,Covington city,VA,51580,C7
24540,Danville city,VA,51590,C7
24541,Danville city,VA,51590,C7
24586,Danville city,VA,51590,C7
23847,Emporia city,VA,51595,C7
22030,Fairfax city,VA,51600,C7
22031,Fairfax city,VA,51600,C7
22032,Fairfax city,VA,51600,C7
22038,Fairfax city,VA,51600,C7
22040,Falls Church city,VA,51610,C7
22042,Falls Church city,VA,51610,C7
22044,Falls Church city,VA,51610,C7
22046,Falls Church city,VA,51610,C7
22205,Falls Church city,VA,51610,C7
22213,Falls Church city,VA,51610,C7
23851,Franklin city,VA,51620,C7
22401,Fredericksburg city,VA,51630,C7
22402,Fredericksburg city,VA,51630,C7
22404,Fredericksburg city,VA,51630,C7
22405,Fredericksburg city,VA,51630,C7
22407,Fredericksburg city,VA,51630,C7
22408,Fredericksburg city,VA,51630,C7
24333,Galax city,VA,51640,C7
23605,Hampton city,VA,51650,C7
23607,Hampton city,VA,51650,C7
23630,Hampton city,VA,51650,C7
23651,Hampton city,VA,51650,C7
23661,Hampton city,VA,51650,C7
23663,Hampton city,VA,51650,C7
23664,Hampton city,VA,51650,C7
23665,Hampton city,VA,51650,C7
23666,Hampton city,VA,51650,C7
23667,Hampton city,VA,51650,C7
23668,Hampton city,VA,51650,C7
23669,Hampton city,VA,51650,C7
23670,Hampton city,VA,51650,C7
23681,Hampton city,VA,51650,C7
23693,Hampton city,VA,51650,C7
22801,Harrisonburg city,VA,51660,C7
22802,Harrisonburg city,VA,51660,C7
22803,Harrisonburg city,VA,51660,C7
22807,Harrisonburg city,VA,51660,C7
23860,Hopewell city,VA,51670,C7
24450,Lexington city,VA,51678,C7
24501,Lynchburg city,VA,51680,C7
24502,Lynchburg city,VA,51680,C7
24503,Lynchburg city,VA,51680,C7
24504,Lynchburg city,VA,51680,C7
24506,Lynchburg city,VA,51680,C7
24513,Lynchburg city,VA,51680,C7
24514,Lynchburg city,VA,51680,C7
24551,Lynchburg city,VA,51680,C7
20108,Manassas city,VA,51683,C7
20110,Manassas city,VA,51683,C7
20110,Manassas Park city,VA,51685,C7
20111,Manassas Park city,VA,51685,C7
20113,Manassas Park city,VA,51685,C7
24112,Martinsville city,VA,51690,C7
23601,Newport News city,VA,51700,C7
23602,Newport News city,VA,51700,C7
23603,Newport News city,VA,51700,C7
23604,Newport News city,VA,51700,C7
23605,Newport News city,VA,51700,C7
23606,Newport News city,VA,51700,C7
23607,Newport News city,VA,51700,C7
23608,Newport News city,VA,51700,C7
23609,Newport News city,VA,51700,C7
23612,Newport News city,VA,51700,C7
23628,Newport News city,VA,51700,C7
23661,Newport News city,VA,51700,C7
23666,Newport News city,VA,51700,C7
23462,Norfolk city,VA,51710,C7
23501,Norfolk city,VA,51710,C7
23502,Norfolk city,VA,51710,C7
23503,Norfolk city,VA,51710,C7
23504,Norfolk city,VA,51710,C7
23505,Norfolk city,VA,51710,C7
23507,Norfolk city,VA,51710,C7
23508,Norfolk city,VA,51710,C7
23509,Norfolk city,VA,51710,C7
23510,Norfolk city,VA,51710,C7
23511,Norfolk city,VA,51710,C7
23513,Norfolk city,VA,51710,C7
23514,Norfolk city,VA,51710,C7
23515,Norfolk city,VA,51710,C7
23517,Norfolk city,VA,51710,C7
23518,Norfolk city,VA,51710,C7
23523,Norfolk city,VA,51710,C7
23529,Norfolk city,VA,51710,C7
23541,Norfolk city,VA,51710,C7
23551,Norfolk city,VA,51710,C7
24273,Norton city,VA,51720,C7
23803,Petersburg city,VA,51730,C7
23804,Petersburg city,VA,51730,C7
23805,Petersburg city,VA,51730,C7
23662,Poquoson city,VA,51735,C7
23321,Portsmouth city,VA,51740,C7
23701,Portsmouth city,VA,51740,C7
23702,Portsmouth city,VA,51740,C7
23703,Portsmouth city,VA,51740,C7
23704,Portsmouth city,VA,51740,C7
23705,Portsmouth city,VA,51740,C7
23707,Portsmouth city,VA,51740,C7
23708,Portsmouth city,VA,51740,C7
23709,Portsmouth city,VA,51740,C7
24073,Radford city,VA,51750,C7
24129,Radford city,VA,51750,C7
24132,Radford city,VA,51750,C7
24141,Radford city,VA,51750,C7
24142,Radford city,VA,51750,C7
23113,Richmond city,VA,51760,C7
23173,Richmond city,VA,51760,C7
23218,Richmond city,VA,51760,C7
23219,Richmond city,VA,51760,C7
23220,Richmond city,VA,51760,C7
23221,Richmond city,VA,51760,C7
23222,Richmond city,VA,51760,C7
23223,Richmond city,VA,51760,C7
23224,Richmond city,VA,51760,C7
23225,Richmond city,VA,51760,C7
23226,Richmond city,VA,51760,C7
23227,Richmond city,VA,51760,C7
23228,Richmond city,VA,51760,C7
23229,Richmond city,VA,51760,C7
23230,Richmond city,VA,51760,C7
