zip,countyname,state,stcountyfp,classfp
24445,Bath County,VA,51017,H1
24460,Bath County,VA,51017,H1
24484,Bath County,VA,51017,H1
24487,Bath County,VA,51017,H1
24064,Bedford County,VA,51019,H1
24095,Bedford County,VA,51019,H1
24101,Bedford County,VA,51019,H1
24104,Bedford County,VA,51019,H1
24121,Bedford County,VA,51019,H1
24122,Bedford County,VA,51019,H1
24139,Bedford County,VA,51019,H1
24174,Bedford County,VA,51019,H1
24179,Bedford County,VA,51019,H1
24501,Bedford County,VA,51019,H1
24502,Bedford County,VA,51019,H1
24503,Bedford County,VA,51019,H1
24523,Bedford County,VA,51019,H1
24526,Bedford County,VA,51019,H1
24536,Bedford County,VA,51019,H1
24550,Bedford County,VA,51019,H1
24551,Bedford County,VA,51019,H1
24556,Bedford County,VA,51019,H1
24570,Bedford County,VA,51019,H1
24571,Bedford County,VA,51019,H1
24084,Bland County,VA,51021,H1
24124,Bland County,VA,51021,H1
24134,Bland County,VA,51021,H1
24314,Bland County,VA,51021,H1
24315,Bland County,VA,51021,H1
24318,Bland County,VA,51021,H1
24366,Bland County,VA,51021,H1
24012,Botetourt County,VA,51023,H1
24019,Botetourt County,VA,51023,H1
24064,Botetourt County,VA,51023,H1
24066,Botetourt County,VA,51023,H1
24077,Botetourt County,VA,51023,H1
24083,Botetourt County,VA,51023,H1
24085,Botetourt County,VA,51023,H1
24090,Botetourt County,VA,51023,H1
24130,Botetourt County,VA,51023,H1
24175,Botetourt County,VA,51023,H1
24422,Botetourt County,VA,51023,H1
24438,Botetourt County,VA,51023,H1
24579,Botetourt County,VA,51023,H1
23821,Brunswick County,VA,51025,H1
23824,Brunswick County,VA,51025,H1
23843,Brunswick County,VA,51025,H1
23845,Brunswick County,VA,51025,H1
23847,Brunswick County,VA,51025,H1
23856,Brunswick County,VA,51025,H1
23857,Brunswick County,VA,51025,H1
23868,Brunswick County,VA,51025,H1
23873,Brunswick County,VA,51025,H1
23876,Brunswick County,VA,51025,H1
23887,Brunswick County,VA,51025,H1
23889,Brunswick County,VA,51025,H1
23893,Brunswick County,VA,51025,H1
23919,Brunswick County,VA,51025,H1
23920,Brunswick County,VA,51025,H1
23938,Brunswick County,VA,51025,H1
23950,Brunswick County,VA,51025,H1
24217,Buchanan County,VA,51027,H1
24239,Buchanan County,VA,51027,H1
24256,Buchanan County,VA,51027,H1
24260,Buchanan County,VA,51027,H1
24603,Buchanan County,VA,51027,H1
24614,Buchanan County,VA,51027,H1
24620,Buchanan County,VA,51027,H1
24622,Buchanan County,VA,51027,H1
24624,Buchanan County,VA,51027,H1
24627,Buchanan County,VA,51027,H1
24628,Buchanan County,VA,51027,H1
24631,Buchanan County,VA,51027,H1
24634,Buchanan County,VA,51027,H1
24639,Buchanan County,VA,51027,H1
24646,Buchanan County,VA,51027,H1
24656,Buchanan County,VA,51027,H1
24657,Buchanan County,VA,51027,H1
24658,Buchanan County,VA,51027,H1
23004,Buckingham County,VA,51029,H1
23040,Buckingham County,VA,51029,H1
23123,Buckingham County,VA,51029,H1
23901,Buckingham County,VA,51029,H1
23921,Buckingham County,VA,51029,H1
23936,Buckingham County,VA,51029,H1
24522,Buckingham County,VA,51029,H1
24553,Buckingham County,VA,51029,H1
24562,Buckingham County,VA,51029,H1
24590,Buckingham County,VA,51029,H1
24599,Buckingham County,VA,51029,H1
23963,Campbell County,VA,51031,H1
24501,Campbell County,VA,51031,H1
24502,Campbell County,VA,51031,H1
24504,Campbell County,VA,51031,H1
24517,Campbell County,VA,51031,H1
24528,Campbell County,VA,51031,H1
24538,Campbell County,VA,51031,H1
24550,Campbell County,VA,51031,H1
24551,Campbell County,VA,51031,H1
24554,Campbell County,VA,51031,H1
24569,Campbell County,VA,51031,H1
24571,Campbell County,VA,51031,H1
24576,Campbell County,VA,51031,H1
24588,Campbell County,VA,51031,H1
22408,Caroline County,VA,51033,H1
22427,Caroline County,VA,51033,H1
22428,Caroline County,VA,51033,H1
22436,Caroline County,VA,51033,H1
22438,Caroline County,VA,51033,H1
22446,Caroline County,VA,51033,H1
22501,Caroline County,VA,51033,H1
22514,Caroline County,VA,51033,H1
22535,Caroline County,VA,51033,H1
22538,Caroline County,VA,51033,H1
22546,Caroline County,VA,51033,H1
22552,Caroline County,VA,51033,H1
22560,Caroline County,VA,51033,H1
22580,Caroline County,VA,51033,H1
23015,Caroline County,VA,51033,H1
23047,Caroline County,VA,51033,H1
23069,Caroline County,VA,51033,H1
24053,Carroll County,VA,51035,H1
24105,Carroll County,VA,51035,H1
24120,Carroll County,VA,51035,H1
24312,Carroll County,VA,51035,H1
24317,Carroll County,VA,51035,H1
24325,Carroll County,VA,51035,H1
24328,Carroll County,VA,51035,H1
24330,Carroll County,VA,51035,H1
24333,Carroll County,VA,51035,H1
24343,Carroll County,VA,51035,H1
24347,Carroll County,VA,51035,H1
24350,Carroll County,VA,51035,H1
24351,Carroll County,VA,51035,H1
24352,Carroll County,VA,51035,H1
24380,Carroll County,VA,51035,H1
24381,Carroll County,VA,51035,H1
23030,Charles City County,VA,51036,H1
23140,Charles City County,VA,51036,H1
23147,Charles City County,VA,51036,H1
23185,Charles City County,VA,51036,H1
23231,Charles City County,VA,51036,H1
23923,Charlotte County,VA,51037,H1
23924,Charlotte County,VA,51037,H1
23934,Charlotte County,VA,51037,H1
23937,Charlotte County,VA,51037,H1
23947,Charlotte County,VA,51037,H1
23958,Charlotte County,VA,51037,H1
23959,Charlotte County,VA,51037,H1
23962,Charlotte County,VA,51037,H1
23963,Charlotte County,VA,51037,H1
23964,Charlotte County,VA,51037,H1
23967,Charlotte County,VA,51037,H1
23976,Charlotte County,VA,51037,H1
24522,Charlotte County,VA,51037,H1
24528,Charlotte County,VA,51037,H1
23112,Chesterfield County,VA,51041,H1
23113,Chesterfield County,VA,51041,H1
23114,Chesterfield County,VA,51041,H1
23120,Chesterfield County,VA,51041,H1
23224,Chesterfield County,VA,51041,H1
23225,Chesterfield County,VA,51041,H1
23234,Chesterfield County,VA,51041,H1
23235,Chesterfield County,VA,51041,H1
23236,Chesterfield County,VA,51041,H1
23237,Chesterfield County,VA,51041,H1
23297,Chesterfield County,VA,51041,H1
23803,Chesterfield County,VA,51041,H1
23806,Chesterfield County,VA,51041,H1
23831,Chesterfield County,VA,51041,H1
23832,Chesterfield County,VA,51041,H1
23834,Chesterfield County,VA,51041,H1
23836,Chesterfield County,VA,51041,H1
23838,Chesterfield County,VA,51041,H1
20130,Clarke County,VA,51043,H1
20135,Clarke County,VA,51043,H1
22611,Clarke County,VA,51043,H1
22620,Clarke County,VA,51043,H1
22630,Clarke County,VA,51043,H1
22646,Clarke County,VA,51043,H1
22663,Clarke County,VA,51043,H1
24070,Craig County,VA,51045,H1
24127,Craig County,VA,51045,H1
24128,Craig County,VA,51045,H1
24131,Craig County,VA,51045,H1
24426,Craig County,VA,51045,H1
20106,Culpeper County,VA,51047,H1
20186,Culpeper County,VA,51047,H1
22407,Culpeper County,VA,51047,H1
22701,Culpeper County,VA,51047,H1
22713,Culpeper County,VA,51047,H1
22714,Culpeper County,VA,51047,H1
22716,Culpeper County,VA,51047,H1
22718,Culpeper County,VA,51047,H1
22724,Culpeper County,VA,51047,H1
22726,Culpeper County,VA,51047,H1
22729,Culpeper County,VA,51047,H1
22733,Culpeper County,VA,51047,H1
22734,Culpeper County,VA,51047,H1
22735,Culpeper County,VA,51047,H1
22736,Culpeper County,VA,51047,H1
22737,Culpeper County,VA,51047,H1
22740,Culpeper County,VA,51047,H1
22741,Culpeper County,VA,51047,H1
23027,Cumberland County,VA,51049,H1
23038,Cumberland County,VA,51049,H1
23040,Cumberland County,VA,51049,H1
23123,Cumberland County,VA,51049,H1
23139,Cumberland County,VA,51049,H1
23901,Cumberland County,VA,51049,H1
23936,Cumberland County,VA,51049,H1
24217,Dickenson County,VA,51051,H1
24220,Dickenson County,VA,51051,H1
24226,Dickenson County,VA,51051,H1
24228,Dickenson County,VA,51051,H1
24230,Dickenson County,VA,51051,H1
24237,Dickenson County,VA,51051,H1
24256,Dickenson County,VA,51051,H1
24269,Dickenson County,VA,51051,H1
24272,Dickenson County,VA,51051,H1
24283,Dickenson County,VA,51051,H1
24607,Dickenson County,VA,51051,H1
23803,Dinwiddie County,VA,51053,H1
23805,Dinwiddie County,VA,51053,H1
23824,Dinwiddie County,VA,51053,H1
23830,Dinwiddie County,VA,51053,H1
23833,Dinwiddie County,VA,51053,H1
23840,Dinwiddie County,VA,51053,H1
23841,Dinwiddie County,VA,51053,H1
23850,Dinwiddie County,VA,51053,H1
23872,Dinwiddie County,VA,51053,H1
23882,Dinwiddie County,VA,51053,H1
23885,Dinwiddie County,VA,51053,H1
23894,Dinwiddie County,VA,51053,H1
22436,Essex County,VA,51057,H1
22437,Essex County,VA,51057,H1
22438,Essex County,VA,51057,H1
22454,Essex County,VA,51057,H1
22476,Essex County,VA,51057,H1
22504,Essex County,VA,51057,H1
22509,Essex County,VA,51057,H1
22560,Essex County,VA,51057,H1
23115,Essex County,VA,51057,H1
23148,Essex County,VA,51057,H1
20041,Fairfax County,VA,51059,H1
20069,Fairfax County,VA,51059,H1
20070,Fairfax County,VA,51059,H1
20120,Fairfax County,VA,51059,H1
20121,Fairfax County,VA,51059,H1
20122,Fairfax County,VA,51059,H1
20124,Fairfax County,VA,51059,H1
20151,Fairfax County,VA,51059,H1
20153,Fairfax County,VA,51059,H1
20164,Fairfax County,VA,51059,H1
20165,Fairfax County,VA,51059,H1
20170,Fairfax County,VA,51059,H1
20171,Fairfax County,VA,51059,H1
20172,Fairfax County,VA,51059,H1
20190,Fairfax County,VA,51059,H1
20191,Fairfax County,VA,51059,H1
20192,Fairfax County,VA,51059,H1
20194,Fairfax County,VA,51059,H1
20195,Fairfax County,VA,51059,H1
20206,Fairfax County,VA,51059,H1
22003,Fairfax County,VA,51059,H1
22009,Fairfax County,VA,51059,H1
22015,Fairfax County,VA,51059,H1
22027,Fairfax County,VA,51059,H1
22030,Fairfax County,VA,51059,H1
22031,Fairfax County,VA,51059,H1
22032,Fairfax County,VA,51059,H1
22033,Fairfax County,VA,51059,H1
22035,Fairfax County,VA,51059,H1
22037,Fairfax County,VA,51059,H1
22039,Fairfax County,VA,51059,H1
22041,Fairfax County,VA,51059,H1
22042,Fairfax County,VA,51059,H1
22043,Fairfax County,VA,51059,H1
22044,Fairfax County,VA,51059,H1
22046,Fairfax County,VA,51059,H1
22060,Fairfax County,VA,51059,H1
22066,Fairfax County,VA,51059,H1
22067,Fairfax County,VA,51059,H1
22079,Fairfax County,VA,51059,H1
22081,Fairfax County,VA,51059,H1
22101,Fairfax County,VA,51059,H1
22102,Fairfax County,VA,51059,H1
22103,Fairfax County,VA,51059,H1
22106,Fairfax County,VA,51059,H1
22107,Fairfax County,VA,51059,H1
22108,Fairfax County,VA,51059,H1
22109,Fairfax County,VA,51059,H1
22116,Fairfax County,VA,51059,H1
22121,Fairfax County,VA,51059,H1
22122,Fairfax County,VA,51059,H1
22124,Fairfax County,VA,51059,H1
22150,Fairfax County,VA,51059,H1
22151,Fairfax County,VA,51059,H1
22152,Fairfax County,VA,51059,H1
22153,Fairfax County,VA,51059,H1
22158,Fairfax County,VA,51059,H1
22159,Fairfax County,VA,51059,H1
22160,Fairfax County,VA,51059,H1
22161,Fairfax County,VA,51059,H1
22180,Fairfax County,VA,51059,H1
22181,Fairfax County,VA,51059,H1
22182,Fairfax County,VA,51059,H1
22183,Fairfax County,VA,51059,H1
22185,Fairfax County,VA,51059,H1
22199,Fairfax County,VA,51059,H1
22204,Fairfax County,VA,51059,H1
22206,Fairfax County,VA,51059,H1
22207,Fairfax County,VA,51059,H1
22213,Fairfax County,VA,51059,H1
22302,Fairfax County,VA,51059,H1
22303,Fairfax County,VA,51059,H1
22304,Fairfax County,VA,51059,H1
22306,Fairfax County,VA,51059,H1
22307,Fairfax County,VA,51059,H1
22308,Fairfax County,VA,51059,H1
22309,Fairfax County,VA,51059,H1
22310,Fairfax County,VA,51059,H1
22311,Fairfax County,VA,51059,H1
22312,Fairfax County,VA,51059,H1
22315,Fairfax County,VA,51059,H1
20106,Fauquier County,VA,51061,H1
20115,Fauquier County,VA,51061,H1
20117,Fauquier County,VA,51061,H1
20119,Fauquier County,VA,51061,H1
20128,Fauquier County,VA,51061,H1
20130,Fauquier County,VA,51061,H1
20137,Fauquier County,VA,51061,H1
20138,Fauquier County,VA,51061,H1
20139,Fauquier County,VA,51061,H1
20140,Fauquier County,VA,51061,H1
20144,Fauquier County,VA,51061,H1
20169,Fauquier County,VA,51061,H1
20181,Fauquier County,VA,51061,H1
20184,Fauquier County,VA,51061,H1
20186,Fauquier County,VA,51061,H1
20187,Fauquier County,VA,51061,H1
20188,Fauquier County,VA,51061,H1
20198,Fauquier County,VA,51061,H1
22406,Fauquier County,VA,51061,H1
22556,Fauquier County,VA,51061,H1
22639,Fauquier County,VA,51061,H1
22642,Fauquier County,VA,51061,H1
22643,Fauquier County,VA,51061,H1
22712,Fauquier County,VA,51061,H1
22720,Fauquier County,VA,51061,H1
22728,Fauquier County,VA,51061,H1
22734,Fauquier County,VA,51061,H1
22742,Fauquier County,VA,51061,H1
24059,Floyd County,VA,51063,H1
24072,Floyd County,VA,51063,H1
24079,Floyd County,VA,51063,H1
24091,Floyd County,VA,51063,H1
24105,Floyd County,VA,51063,H1
24120,Floyd County,VA,51063,H1
24138,Floyd County,VA,51063,H1
24141,Floyd County,VA,51063,H1
24149,Floyd County,VA,51063,H1
24162,Floyd County,VA,51063,H1
24352,Floyd County,VA,51063,H1
24380,Floyd County,VA,51063,H1
22947,Fluvanna County,VA,51065,H1
22963,Fluvanna County,VA,51065,H1
22974,Fluvanna County,VA,51065,H1
23022,Fluvanna County,VA,51065,H1
23038,Fluvanna County,VA,51065,H1
23055,Fluvanna County,VA,51065,H1
23084,Fluvanna County,VA,51065,H1
23093,Fluvanna County,VA,51065,H1
24590,Fluvanna County,VA,51065,H1
24014,Franklin County,VA,51067,H1
24055,Franklin County,VA,51067,H1
24059,Franklin County,VA,51067,H1
24065,Franklin County,VA,51067,H1
24067,Franklin County,VA,51067,H1
24079,Franklin County,VA,51067,H1
24088,Franklin County,VA,51067,H1
24091,Franklin County,VA,51067,H1
24092,Franklin County,VA,51067,H1
24101,Franklin County,VA,51067,H1
24102,Franklin County,VA,51067,H1
24112,Franklin County,VA,51067,H1
24121,Franklin County,VA,51067,H1
24137,Franklin County,VA,51067,H1
24146,Franklin County,VA,51067,H1
24151,Franklin County,VA,51067,H1
24176,Franklin County,VA,51067,H1
24184,Franklin County,VA,51067,H1
22601,Frederick County,VA,51069,H1
22602,Frederick County,VA,51069,H1
22603,Frederick County,VA,51069,H1
22622,Frederick County,VA,51069,H1
22624,Frederick County,VA,51069,H1
22625,Frederick County,VA,51069,H1
22630,Frederick County,VA,51069,H1
22637,Frederick County,VA,51069,H1
22645,Frederick County,VA,51069,H1
22654,Frederick County,VA,51069,H1
22655,Frederick County,VA,51069,H1
22656,Frederick County,VA,51069,H1
22663,Frederick County,VA,51069,H1
24086,Giles County,VA,51071,H1
24093,Giles County,VA,51071,H1
24124,Giles County,VA,51071,H1
24128,Giles County,VA,51071,H1
24134,Giles County,VA,51071,H1
24136,Giles County,VA,51071,H1
24147,Giles County,VA,51071,H1
24150,Giles County,VA,51071,H1
24167,Giles County,VA,51071,H1
24315,Giles County,VA,51071,H1
23001,Gloucester County,VA,51073,H1
23003,Gloucester County,VA,51073,H1
23018,Gloucester County,VA,51073,H1
23050,Gloucester County,VA,51073,H1
23061,Gloucester County,VA,51073,H1
23062,Gloucester County,VA,51073,H1
23072,Gloucester County,VA,51073,H1
23128,Gloucester County,VA,51073,H1
23131,Gloucester County,VA,51073,H1
23149,Gloucester County,VA,51073,H1
23154,Gloucester County,VA,51073,H1
23155,Gloucester County,VA,51073,H1
23178,Gloucester County,VA,51073,H1
23183,Gloucester County,VA,51073,H1
23184,Gloucester County,VA,51073,H1
23190,Gloucester County,VA,51073,H1
23038,Goochland County,VA,51075,H1
23039,Goochland County,VA,51075,H1
23063,Goochland County,VA,51075,H1
23065,Goochland County,VA,51075,H1
23067,Goochland County,VA,51075,H1
23084,Goochland County,VA,51075,H1
23093,Goochland County,VA,51075,H1
23102,Goochland County,VA,51075,H1
23103,Goochland County,VA,51075,H1
23117,Goochland County,VA,51075,H1
23129,Goochland County,VA,51075,H1
23146,Goochland County,VA,51075,H1
23153,Goochland County,VA,51075,H1
23160,Goochland County,VA,51075,H1
23233,Goochland County,VA,51075,H1
23238,Goochland County,VA,51075,H1
24236,Grayson County,VA,51077,H1
24292,Grayson County,VA,51077,H1
24326,Grayson County,VA,51077,H1
24330,Grayson County,VA,51077,H1
24333,Grayson County,VA,51077,H1
24348,Grayson County,VA,51077,H1
24350,Grayson County,VA,51077,H1
24363,Grayson County,VA,51077,H1
24378,Grayson County,VA,51077,H1
22923,Greene County,VA,51079,H1
22935,Greene County,VA,51079,H1
22936,Greene County,VA,51079,H1
22940,Greene County,VA,51079,H1
22965,Greene County,VA,51079,H1
22968,Greene County,VA,51079,H1
22973,Greene County,VA,51079,H1
23828,Greensville County,VA,51081,H1
23847,Greensville County,VA,51081,H1
23856,Greensville County,VA,51081,H1
23867,Greensville County,VA,51081,H1
23870,Greensville County,VA,51081,H1
23879,Greensville County,VA,51081,H1
23962,Halifax County,VA,51083,H1
24520,Halifax County,VA,51083,H1
24534,Halifax County,VA,51083,H1
24535,Halifax County,VA,51083,H1
24539,Halifax County,VA,51083,H1
24558,Halifax County,VA,51083,H1
24565,Halifax County,VA,51083,H1
24569,Halifax County,VA,51083,H1
24577,Halifax County,VA,51083,H1
24589,Halifax County,VA,51083,H1
24592,Halifax County,VA,51083,H1
24594,Halifax County,VA,51083,H1
24597,Halifax County,VA,51083,H1
24598,Halifax County,VA,51083,H1
22546,Hanover County,VA,51085,H1
23005,Hanover County,VA,51085,H1
23015,Hanover County,VA,51085,H1
23024,Hanover County,VA,51085,H1
23047,Hanover County,VA,51085,H1
23059,Hanover County,VA,51085,H1
23069,Hanover County,VA,51085,H1
23102,Hanover County,VA,51085,H1
23111,Hanover County,VA,51085,H1
23116,Hanover County,VA,51085,H1
23129,Hanover County,VA,51085,H1
23146,Hanover County,VA,51085,H1
23162,Hanover County,VA,51085,H1
23192,Hanover County,VA,51085,H1
23030,Henrico County,VA,51087,H1
23058,Henrico County,VA,51087,H1
23059,Henrico County,VA,51087,H1
23060,Henrico County,VA,51087,H1
23075,Henrico County,VA,51087,H1
23150,Henrico County,VA,51087,H1
23222,Henrico County,VA,51087,H1
23223,Henrico County,VA,51087,H1
23226,Henrico County,VA,51087,H1
23227,Henrico County,VA,51087,H1
23228,Henrico County,VA,51087,H1
23229,Henrico County,VA,51087,H1
23230,Henrico County,VA,51087,H1
23231,Henrico County,VA,51087,H1
23233,Henrico County,VA,51087,H1
23238,Henrico County,VA,51087,H1
23242,Henrico County,VA,51087,H1
23250,Henrico County,VA,51087,H1
23255,Henrico County,VA,51087,H1
23273,Henrico County,VA,51087,H1
23294,Henrico County,VA,51087,H1
24054,Henry County,VA,51089,H1
24055,Henry County,VA,51089,H1
24078,Henry County,VA,51089,H1
24089,Henry County,VA,51089,H1
24102,Henry County,VA,51089,H1
24112,Henry County,VA,51089,H1
24133,Henry County,VA,51089,H1
24148,Henry County,VA,51089,H1
24165,Henry County,VA,51089,H1
24168,Henry County,VA,51089,H1
24530,Henry County,VA,51089,H1
24413,Highland County,VA,51091,H1
24433,Highland County,VA,51091,H1
24442,Highland County,VA,51091,H1
24458,Highland County,VA,51091,H1
24465,Highland County,VA,51091,H1
24468,Highland County,VA,51091,H1
24484,Highland County,VA,51091,H1
24487,Highland County,VA,51091,H1
23304,Isle of Wight County,VA,51093,H1
23314,Isle of Wight County,VA,51093,H1
23315,Isle of Wight County,VA,51093,H1
23397,Isle of Wight County,VA,51093,H1
23424,Isle of Wight County,VA,51093,H1
23430,Isle of Wight County,VA,51093,H1
23431,Isle of Wight County,VA,51093,H1
23487,Isle of Wight County,VA,51093,H1
23851,Isle of Wight County,VA,51093,H1
23866,Isle of Wight County,VA,51093,H1
23898,Isle of Wight County,VA,51093,H1
23081,James City County,VA,51095,H1
23089,James City County,VA,51095,H1
23090,James City County,VA,51095,H1
23127,James City County,VA,51095,H1
23168,James City County,VA,51095,H1
23185,James City County,VA,51095,H1
23188,James City County,VA,51095,H1
22437,King and Queen County,VA,51097,H1
22560,King and Queen County,VA,51097,H1
23023,King and Queen County,VA,51097,H1
23085,King and Queen County,VA,51097,H1
23091,King and Queen County,VA,51097,H1
23108,King and Queen County,VA,51097,H1
23110,King and Queen County,VA,51097,H1
23126,King and Queen County,VA,51097,H1
23148,King and Queen County,VA,51097,H1
23149,King and Queen County,VA,51097,H1
23156,King and Queen County,VA,51097,H1
23161,King and Queen County,VA,51097,H1
23177,King and Queen County,VA,51097,H1
23181,King and Queen County,VA,51097,H1
22448,King George County,VA,51099,H1
22451,King George County,VA,51099,H1
22481,King George County,VA,51099,H1
22485,King George County,VA,51099,H1
22526,King George County,VA,51099,H1
22544,King George County,VA,51099,H1
22547,King George County,VA,51099,H1
23009,King William County,VA,51101,H1
23069,King William County,VA,51101,H1
23086,King William County,VA,51101,H1
23106,King William County,VA,51101,H1
23177,King William County,VA,51101,H1
23181,King William County,VA,51101,H1
22473,Lancaster County,VA,51103,H1
22480,Lancaster County,VA,51103,H1
22482,Lancaster County,VA,51103,H1
22503,Lancaster County,VA,51103,H1
22507,Lancaster County,VA,51103,H1
22513,Lancaster County,VA,51103,H1
22517,Lancaster County,VA,51103,H1
22523,Lancaster County,VA,51103,H1
22528,Lancaster County,VA,51103,H1
22576,Lancaster County,VA,51103,H1
22578,Lancaster County,VA,51103,H1
24218,Lee County,VA,51105,H1
24219,Lee County,VA,51105,H1
